Segment,1,Total
Zone,1,0
AnnualSum,1.447734754419853e-13,1.447734754419853e-13
t1,4.265435447492e-16,4.265435447492e-16
t2,4.2699638545055465e-16,4.2699638545055465e-16
t3,4.2699638693285584e-16,4.2699638693285584e-16
t4,4.2699638796516554e-16,4.2699638796516554e-16
t5,4.2699638619170525e-16,4.2699638619170525e-16
t6,4.2699638799162077e-16,4.2699638799162077e-16
t7,4.2699638915630764e-16,4.2699638915630764e-16
t8,4.2699639066506407e-16,4.2699639066506407e-16
t9,4.2699638947392197e-16,4.2699638947392197e-16
t10,4.269963894210115e-16,4.269963894210115e-16
t11,4.269963891827629e-16,4.269963891827629e-16
t12,4.269963900827459e-16,4.269963900827459e-16
t13,4.269963920150386e-16,4.269963920150386e-16
t14,4.269963904003602e-16,4.269963904003602e-16
t15,4.2699639018861733e-16,4.2699639018861733e-16
t16,4.269963920150386e-16,4.269963920150386e-16
t17,4.269963949267305e-16,4.269963949267305e-16
t18,4.2699639413261893e-16,4.2699639413261893e-16
t19,4.269963987913159e-16,4.269963987913159e-16
t20,4.2699639754721283e-16,4.2699639754721283e-16
t21,4.2699639728250897e-16,4.2699639728250897e-16
t22,4.2699639556200965e-16,4.2699639556200965e-16
t23,4.2699639519143435e-16,4.2699639519143435e-16
t24,4.269963939473313e-16,4.269963939473313e-16
t25,4.2699639034744974e-16,4.2699639034744974e-16
t26,4.269963919620776e-16,4.269963919620776e-16
t27,4.2699639130034322e-16,4.2699639130034322e-16
t28,4.269963918827119e-16,4.269963918827119e-16
t29,4.269963919356224e-16,4.269963919356224e-16
t30,4.269963924650301e-16,4.269963924650301e-16
t31,4.269963939737865e-16,4.269963939737865e-16
t32,4.269963966472298e-16,4.269963966472298e-16
t33,4.269963955090487e-16,4.269963955090487e-16
t34,4.2699639754721283e-16,4.2699639754721283e-16
t35,4.2699639535021627e-16,4.2699639535021627e-16
t36,4.269963960384564e-16,4.269963960384564e-16
t37,4.2699639696489464e-16,4.2699639696489464e-16
t38,4.2699639429145134e-16,4.2699639429145134e-16
t39,4.269963940267475e-16,4.269963940267475e-16
t40,4.269963950061467e-16,4.269963950061467e-16
t41,4.269964085321956e-16,4.269964085321956e-16
t42,4.2699667272703914e-16,4.2699667272703914e-16
t43,4.2699644731042675e-16,4.2699644731042675e-16
t44,4.2699639762662903e-16,4.2699639762662903e-16
t45,4.269963966472298e-16,4.269963966472298e-16
t46,4.2699639458261044e-16,4.2699639458261044e-16
t47,4.269963943179066e-16,4.269963943179066e-16
t48,4.2699639257090153e-16,4.2699639257090153e-16
t49,4.2699639124743275e-16,4.2699639124743275e-16
t50,4.26996391273888e-16,4.26996391273888e-16
t51,4.269963911150556e-16,4.269963911150556e-16
t52,4.2699639169742425e-16,4.2699639169742425e-16
t53,4.2699639169742425e-16,4.2699639169742425e-16
t54,4.2699639212091003e-16,4.2699639212091003e-16
t55,4.269963955090487e-16,4.269963955090487e-16
t56,4.269964086116118e-16,4.269964086116118e-16
t57,4.269964062293276e-16,4.269964062293276e-16
t58,4.269964112056389e-16,4.269964112056389e-16
t59,4.269964078704612e-16,4.269964078704612e-16
t60,4.2699642039065564e-16,4.2699642039065564e-16
t61,4.2699642245527503e-16,4.2699642245527503e-16
t62,4.269964037676272e-16,4.269964037676272e-16
t63,4.2699640350292333e-16,4.2699640350292333e-16
t64,4.269964323814424e-16,4.269964323814424e-16
t65,6.677929821990555e-16,6.677929821990555e-16
t66,6.67147390892015e-16,6.67147390892015e-16
t67,7.923179055865913e-16,7.923179055865913e-16
t68,6.674152127043432e-16,6.674152127043432e-16
t69,4.271066647727392e-16,4.271066647727392e-16
t70,4.269964045087778e-16,4.269964045087778e-16
t71,4.2699639598549543e-16,4.2699639598549543e-16
t72,4.2699639347088454e-16,4.2699639347088454e-16
t73,4.269963936561722e-16,4.269963936561722e-16
t74,4.269963915121366e-16,4.269963915121366e-16
t75,4.269963915121366e-16,4.269963915121366e-16
t76,4.2699639222678147e-16,4.2699639222678147e-16
t77,4.269963920944548e-16,4.269963920944548e-16
t78,4.2699639251799105e-16,4.2699639251799105e-16
t79,4.269963954296325e-16,4.269963954296325e-16
t80,4.2699641237032575e-16,4.2699641237032575e-16
t81,4.269964232493866e-16,4.269964232493866e-16
t82,4.269964037676272e-16,4.269964037676272e-16
t83,4.2699639947950553e-16,4.2699639947950553e-16
t84,4.2699639876481017e-16,4.2699639876481017e-16
t85,4.2699639799720433e-16,4.2699639799720433e-16
t86,4.269963950590572e-16,4.269963950590572e-16
t87,4.269963941855799e-16,4.269963941855799e-16
t88,4.2699639680606223e-16,4.2699639680606223e-16
t89,4.269964106762312e-16,4.269964106762312e-16
t90,4.270817831799136e-16,4.270817831799136e-16
t91,4.271253980975179e-16,4.271253980975179e-16
t92,4.269964095115443e-16,4.269964095115443e-16
t93,4.269964035558843e-16,4.269964035558843e-16
t94,4.269963941855799e-16,4.269963941855799e-16
t95,4.2699639251799105e-16,4.2699639251799105e-16
t96,4.269963920150386e-16,4.269963920150386e-16
t97,4.2699639079744124e-16,4.2699639079744124e-16
t98,4.269963908238965e-16,4.269963908238965e-16
t99,4.269963900033297e-16,4.269963900033297e-16
t100,4.269963908238965e-16,4.269963908238965e-16
t101,4.2699639079744124e-16,4.2699639079744124e-16
t102,4.269963919620776e-16,4.269963919620776e-16
t103,4.2699639680606223e-16,4.2699639680606223e-16
t104,4.2699665435700564e-16,4.2699665435700564e-16
t105,4.2708187185368536e-16,4.2708187185368536e-16
t106,4.270818185170956e-16,4.270818185170956e-16
t107,4.269966202639267e-16,4.269966202639267e-16
t108,4.269966246579198e-16,4.269966246579198e-16
t109,4.2699642245527503e-16,4.2699642245527503e-16
t110,4.2699640090889624e-16,4.2699640090889624e-16
