Resource,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,392756.4760740178,0.0,0.0,1.2246115530501506e6,46345.573213187105,1.2355099053628794e6,0.0,8.513418480042422e6,0.0,364107.71380737645,28280.03957812748,1.180502974112816e7
t1,0.0,0.0,0.0,0.0,7174.809078901931,2.300148557281443e-13,5945.999999999989,0.0,18117.13798579639,0.0,1083.653910141,2.2250992638158629e-13,32321.60097483931
t2,0.0,0.0,0.0,0.0,7181.5345641379645,2.4881888649415854e-12,5946.0,0.0,10149.651463880144,0.0,1083.653910141,1.663269203239224e-12,24360.839938159115
t3,0.0,0.0,0.0,0.0,6809.248194235796,2.4787138033619995e-12,5946.0,0.0,9980.84005709844,0.0,1083.653910141,1.6633438401510063e-12,23819.74216147524
t4,0.0,0.0,0.0,0.0,5962.545425145923,2.473204122324148e-12,5946.0,0.0,10574.839325958379,0.0,1083.653910141,1.6634228326280058e-12,23567.038661245308
t5,0.0,0.0,0.0,0.0,7263.275763068239,2.4767119732337692e-12,5946.0,0.0,9453.748708901097,0.0,1083.653910141,1.6634653142713512e-12,23746.67838211034
t6,0.0,0.0,0.0,0.0,6765.0994770629295,2.5185826110547364e-12,5946.0,0.0,10948.324869193904,0.0,1083.653910141,1.6641836415799092e-12,24743.07825639784
t7,0.0,0.0,0.0,0.0,6505.7892463987055,2.5207749795193663e-12,5946.0,0.0,12732.291310986111,0.0,1083.653910141,1.6642593791735766e-12,26267.73446752582
t8,0.0,521.7336798658401,0.0,0.0,5801.4449523285375,2.5066756898545683e-12,5946.0,0.0,14580.12275788589,0.0,1083.653910141,1.6642651164466065e-12,27932.95530022127
t9,0.0,2350.314535669006,0.0,0.0,6232.5839805396945,2.4934674751647786e-12,5946.0,0.0,13810.074599641539,0.0,1083.653910141,1.664195312366711e-12,29422.62702599124
t10,0.0,3953.1373728565536,0.0,0.0,6930.316694226526,2.488751528779154e-12,5946.0,0.0,13296.065086033565,0.0,1083.653910141,1.664198987053303e-12,31209.17306325765
t11,0.0,5460.800456927932,0.0,0.0,6502.169863529901,2.529818156095316e-12,5946.0,0.0,13128.91246634324,0.0,1083.653910141,1.6648051977736875e-12,32121.536696942072
t12,0.0,5720.155286596023,0.0,0.0,6232.057719378873,2.5313711306397746e-12,5910.882293724,0.0,14836.31028695427,0.0,1083.653910141,1.6648069089704925e-12,33783.05949679417
t13,0.0,5750.5474049068,0.0,0.0,5241.079684753941,2.5161866745133832e-12,5825.165144214,0.0,17234.901276221637,0.0,1083.653910141,1.6647916924100952e-12,35135.34742023738
t14,0.0,5762.170036451374,0.0,0.0,5108.2856394686505,2.5018608219395497e-12,5465.0738323079995,0.0,16250.981816109424,0.0,1083.653910141,1.664710422892019e-12,33670.16523447845
