Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,2.067804455680485e-9,4.001776687800884e-11,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,2.354556932137831e-9,2.9103830456733704e-11,0.0
battery_2,1,19339.287637378166,4812.999999999999,0.0
fixed_offshore_wind_2,1,1.1898293165118112e6,5946.0,0.5955530911696394
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.392254945604203e6,32124.28021891792,0.5922177294196672
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,1.5279510989785194e-10,1.1368683772161603e-12,0.0
pumped_hydro_2,1,859.7721361878309,286.59071189039423,0.0
