Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,310836.5939908619,4445.454881556652,0.20810219321428503
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,6.702294908001208e-9,4.18367562815547e-11,0.0
battery_2,1,10551.86309046395,1807.8749267549088,0.0
fixed_offshore_wind_2,1,1.41881601736801e6,5946.0,0.7101693101845228
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,8.462151169689998e6,35742.163291528195,0.7046292501630687
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,375178.12596482405,1960.5,0.5695493830000001
pumped_hydro_2,1,4024.477090218839,445.360216345116,0.0
