Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,5.168336184307583e-10,7.275957614183426e-12,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,6.236508167949103e-10,7.275957614183426e-12,0.0
battery_2,1,49177.39267431155,4813.0,0.0
fixed_offshore_wind_2,1,1.1667361536039885e6,5946.0,0.5839941184970231
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.3933992990375515e6,29270.875209810274,0.6500650892017438
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,3.8198777474462986e-11,2.2737367544323206e-13,0.0
pumped_hydro_2,1,1266.2042385756536,341.90735951363786,0.0
