Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
t232,0.0,0.0,0.0,34865.617626580744
t233,0.0,0.0,0.0,36696.63293347596
t234,0.0,0.0,0.0,34266.203003151095
t235,0.0,0.0,0.0,34266.203003151095
t236,0.0,0.0,0.0,30386.97462225193
t237,0.0,0.0,0.0,27503.280855608755
t238,0.0,0.0,0.0,24405.663531678907
t239,0.0,0.0,0.0,24136.37834729549
t240,0.0,0.0,0.0,24136.37834729549
t241,0.0,0.0,0.0,24136.37834729549
t242,0.0,0.0,0.0,24136.37834729549
t243,0.0,0.0,0.0,24136.37834729549
t244,0.0,0.0,0.0,24136.37834729549
t245,0.0,0.0,0.0,24136.37834729549
t246,0.0,0.0,0.0,22220.42230541647
t247,0.0,0.0,0.0,16456.791303540373
t248,0.0,0.0,0.0,9990.565678329138
t249,0.0,0.0,0.0,7732.607797254085
t250,0.0,0.0,0.0,7732.607797254085
t251,0.0,0.0,0.0,8658.694444705576
t252,0.0,0.0,0.0,10050.803532503032
t253,0.0,0.0,0.0,11208.489875127314
t254,0.0,0.0,0.0,12409.005954825829
t255,0.0,0.0,0.0,14824.860192684419
t256,0.0,0.0,0.0,15433.076442088051
t257,0.0,0.0,0.0,15433.076442088051
t258,0.0,0.0,0.0,8028.468473794714
t259,0.0,0.0,0.0,3637.1060201527916
t260,0.0,0.0,0.0,620.0680211101158
t261,0.0,0.0,0.0,-0.0
t262,0.0,0.0,0.0,-0.0
t263,0.0,0.0,0.0,1702.2868276225884
t264,0.0,0.0,0.0,1702.2868276225884
t265,0.0,0.0,0.0,2611.5990691732477
t266,0.0,0.0,0.0,3596.6237954426433
t267,0.0,0.0,0.0,7291.979265465931
t268,0.0,0.0,0.0,8931.876618986902
t269,0.0,0.0,0.0,12844.974849662474
t270,0.0,0.0,0.0,12844.974849662474
t271,0.0,0.0,0.0,10704.111797256794
t272,0.0,0.0,0.0,4163.505544795612
t273,0.0,0.0,0.0,4163.505544795612
t274,0.0,0.0,0.0,4978.832205001319
t275,0.0,0.0,0.0,10858.2398459026
t276,0.0,0.0,0.0,15247.77291410668
t277,0.0,0.0,0.0,17395.93213932167
t278,0.0,0.0,0.0,19674.34101272806
t279,0.0,0.0,0.0,20846.539737791347
t280,0.0,0.0,0.0,20846.539737791347
t281,0.0,0.0,0.0,20846.539737791347
t282,0.0,0.0,0.0,20846.539737791347
t283,0.0,0.0,0.0,18047.138829290263
t284,0.0,0.0,0.0,11443.28938081679
t285,0.0,0.0,0.0,7181.095214087682
t286,0.0,0.0,0.0,1251.9018533711642
t287,0.0,0.0,0.0,0.0
t288,0.0,0.0,0.0,-0.0
t289,0.0,0.0,0.0,-0.0
t290,0.0,0.0,0.0,432.24266167131555
t291,0.0,0.0,0.0,5339.37704824755
t292,0.0,0.0,0.0,13692.748509527843
t293,0.0,0.0,0.0,18532.526810365813
t294,0.0,0.0,0.0,8663.23160563957
t295,0.0,0.0,0.0,5795.323325225246
t296,0.0,0.0,0.0,3448.209798809644
t297,0.0,0.0,0.0,5946.843233241633
t298,0.0,0.0,0.0,8820.502100124902
t299,0.0,0.0,0.0,7183.208822101846
t300,0.0,0.0,0.0,15536.58028338214
t301,0.0,0.0,0.0,19989.890010915373
t302,0.0,0.0,0.0,28343.261472195667
t303,0.0,0.0,0.0,36696.63293347596
t304,0.0,0.0,0.0,36696.63293347596
t305,0.0,0.0,0.0,30798.021953644282
t306,0.0,0.0,0.0,36696.63293347596
t307,0.0,0.0,0.0,26827.337728749717
t308,0.0,0.0,0.0,21027.73538539202
t309,0.0,0.0,0.0,28343.261472195663
t310,0.0,0.0,0.0,36696.63293347596
t311,0.0,0.0,0.0,28468.462104052258
t312,0.0,0.0,0.0,36696.63293347596
t313,0.0,0.0,0.0,36696.63293347596
t314,0.0,0.0,0.0,36696.63293347596
t315,0.0,0.0,0.0,36696.63293347596
t316,0.0,0.0,0.0,36696.63293347596
t317,0.0,0.0,0.0,26827.337728749717
t318,0.0,0.0,0.0,26472.268560293796
t319,0.0,0.0,0.0,16602.973355567552
t320,0.0,0.0,0.0,6733.6781508413105
t321,0.0,0.0,0.0,3289.211325423338
t322,0.0,0.0,0.0,5569.382995441979
t323,0.0,0.0,0.0,12351.506145733729
t324,0.0,0.0,0.0,14472.853173032436
t325,0.0,0.0,0.0,22457.92219324873
t326,0.0,0.0,0.0,30034.669446642652
t327,0.0,0.0,0.0,35864.25737149423
t328,0.0,0.0,0.0,36696.63293347596
t329,0.0,0.0,0.0,36696.63293347596
t330,0.0,0.0,0.0,36696.63293347596
t331,0.0,0.0,0.0,36696.63293347596
t332,0.0,0.0,0.0,36696.63293347596
t333,0.0,0.0,0.0,28354.44077061234
t334,0.0,0.0,0.0,24607.63677621173
t335,0.0,0.0,0.0,14738.34157148549
t336,0.0,0.0,0.0,19989.890010915373
t337,0.0,0.0,0.0,28343.261472195667
t338,0.0,0.0,0.0,36696.63293347596
t339,0.0,0.0,0.0,36696.63293347596
t340,0.0,0.0,0.0,36696.63293347596
t341,0.0,0.0,0.0,26827.337728749717
t342,0.0,0.0,0.0,16958.042524023476
t343,0.0,0.0,0.0,7088.747319297234
t344,0.0,0.0,0.0,5846.472282743866
t345,0.0,0.0,0.0,3404.917321165884
t346,0.0,0.0,0.0,5483.3169986024595
t347,0.0,0.0,0.0,13836.688459882753
t348,0.0,0.0,0.0,22190.059921163047
t349,0.0,0.0,0.0,30543.43138244334
t350,0.0,0.0,0.0,34078.46000563003
t351,0.0,0.0,0.0,36696.63293347596
t352,0.0,0.0,0.0,35908.21864560741
t353,0.0,0.0,0.0,36696.63293347596
t354,0.0,0.0,0.0,36696.63293347596
t355,0.0,0.0,0.0,36696.63293347596
t356,0.0,0.0,0.0,26827.337728749717
t357,0.0,0.0,0.0,29859.185215641617
t358,0.0,0.0,0.0,19989.890010915373
t359,0.0,0.0,0.0,28343.261472195667
t360,0.0,0.0,0.0,36696.63293347596
t361,0.0,0.0,0.0,28343.261472195667
t362,0.0,0.0,0.0,36696.63293347596
t363,0.0,0.0,0.0,36696.63293347596
t364,0.0,0.0,0.0,26827.337728749717
t365,0.0,0.0,0.0,16958.042524023476
t366,0.0,0.0,0.0,11574.351714744935
t367,0.0,0.0,0.0,1705.0565100186939
t368,0.0,0.0,0.0,6910.21163120047
t369,0.0,0.0,0.0,6181.913874844679
t370,0.0,0.0,0.0,9768.361130059162
t371,0.0,0.0,0.0,16500.296955114358
t372,0.0,0.0,0.0,23148.722962083553
t373,0.0,0.0,0.0,28291.722325047474
t374,0.0,0.0,0.0,31630.46795371985
t375,0.0,0.0,0.0,36696.63293347596
t376,0.0,0.0,0.0,36696.63293347596
t377,0.0,0.0,0.0,32584.665472628592
t378,0.0,0.0,0.0,36696.63293347596
t379,0.0,0.0,0.0,26827.337728749717
t380,0.0,0.0,0.0,16958.042524023476
t381,0.0,0.0,0.0,7088.747319297234
t382,0.0,0.0,0.0,8078.2699879895345
t383,0.0,0.0,0.0,1515.92374344595
t384,0.0,0.0,0.0,9869.295204726242
t385,0.0,0.0,0.0,0.0
t386,0.0,0.0,0.0,8353.371461280292
t387,0.0,0.0,0.0,1283.0778564526527
t388,0.0,0.0,0.0,7267.374363578767
t389,0.0,0.0,0.0,11725.641852918312
t390,0.0,0.0,0.0,1856.3466481920714
t391,0.0,0.0,0.0,6782.159658250523
t392,0.0,0.0,0.0,4470.663929140086
t393,0.0,0.0,0.0,4569.401511656124
t394,0.0,0.0,0.0,7157.178532091794
t395,0.0,0.0,0.0,13311.16064053755
t396,0.0,0.0,0.0,20230.451840989826
t397,0.0,0.0,0.0,27006.824725689126
t398,0.0,0.0,0.0,31857.663141148147
t399,0.0,0.0,0.0,36696.63293347596
t400,0.0,0.0,0.0,36696.63293347596
t401,0.0,0.0,0.0,36696.63293347596
t402,0.0,0.0,0.0,26928.82799599663
t403,0.0,0.0,0.0,18183.863097996655
t404,0.0,0.0,0.0,11118.051331440705
t405,0.0,0.0,0.0,8928.936675998108
t406,0.0,0.0,0.0,6236.822073052957
t407,0.0,0.0,0.0,5148.947835440856
t408,0.0,0.0,0.0,3995.3020133631517
t409,0.0,0.0,0.0,4971.747837169721
t410,0.0,0.0,0.0,5591.949338994782
t411,0.0,0.0,0.0,5767.313724415039
t412,0.0,0.0,0.0,8309.463897260266
t413,0.0,0.0,0.0,1320.241218639203
t414,0.0,0.0,0.0,9673.612679919497
t415,0.0,0.0,0.0,3494.608209236587
t416,0.0,0.0,0.0,5395.535072982445
t417,0.0,0.0,0.0,3786.5905755079507
t418,0.0,0.0,0.0,5974.60473430369
t419,0.0,0.0,0.0,9819.791876929834
t420,0.0,0.0,0.0,13122.99191868162
t421,0.0,0.0,0.0,15491.136270793924
t422,0.0,0.0,0.0,17784.326333817717
t423,0.0,0.0,0.0,20001.69601509519
t424,0.0,0.0,0.0,28343.261472195663
t425,0.0,0.0,0.0,36696.63293347596
t426,0.0,0.0,0.0,36696.63293347596
t427,0.0,0.0,0.0,28166.79280664921
t428,0.0,0.0,0.0,19725.330148554902
t429,0.0,0.0,0.0,11510.383931344806
t430,0.0,0.0,0.0,6920.945796714109
t431,0.0,0.0,0.0,810.9385706472839
t432,0.0,0.0,0.0,0.0
t433,0.0,0.0,0.0,2936.0260366707544
t434,0.0,0.0,0.0,7050.481456973067
t435,0.0,0.0,0.0,2385.8439560982897
t436,0.0,0.0,0.0,9869.295204726242
t437,0.0,0.0,0.0,0.0
t438,0.0,0.0,0.0,8353.371461280292
t439,0.0,0.0,0.0,10557.677206513577
t440,0.0,0.0,0.0,4544.235887383774
t441,0.0,0.0,0.0,4507.130206198666
t442,0.0,0.0,0.0,9122.073896626953
t443,0.0,0.0,0.0,16577.137200230485
t444,0.0,0.0,0.0,24267.821875878573
t445,0.0,0.0,0.0,21304.13814205522
t446,0.0,0.0,0.0,29587.538358917827
t447,0.0,0.0,0.0,36696.63293347596
t448,0.0,0.0,0.0,36696.63293347596
t449,0.0,0.0,0.0,36696.63293347596
t450,0.0,0.0,0.0,36696.63293347596
t451,0.0,0.0,0.0,26827.337728749717
t452,0.0,0.0,0.0,29859.185215641617
t453,0.0,0.0,0.0,19989.890010915373
t454,0.0,0.0,0.0,28343.261472195667
t455,0.0,0.0,0.0,36696.63293347596
t456,0.0,0.0,0.0,26827.337728749717
t457,0.0,0.0,0.0,16958.042524023476
t458,0.0,0.0,0.0,9769.430211058774
t459,0.0,0.0,0.0,84.52573064014562
t460,0.0,0.0,0.0,8281.828882866472
t461,0.0,0.0,0.0,11052.047203081784
t462,0.0,0.0,0.0,1182.7519983555424
t463,0.0,0.0,0.0,7352.290169872161
t464,0.0,0.0,0.0,3702.711949700312
t465,0.0,0.0,0.0,5219.396067053948
t466,0.0,0.0,0.0,10635.033394037506
t467,0.0,0.0,0.0,7242.008851594323
t468,0.0,0.0,0.0,15595.380312874615
t469,0.0,0.0,0.0,23948.751774154905
t470,0.0,0.0,0.0,32213.580255240762
t471,0.0,0.0,0.0,36696.63293347596
t472,0.0,0.0,0.0,36352.75797271245
t473,0.0,0.0,0.0,32998.00289955222
t474,0.0,0.0,0.0,36696.63293347596
t475,0.0,0.0,0.0,26827.337728749717
t476,0.0,0.0,0.0,25366.755602426074
t477,0.0,0.0,0.0,15497.460397699833
t478,0.0,0.0,0.0,23850.831858980124
t479,0.0,0.0,0.0,32204.203320260418
t480,0.0,0.0,0.0,36696.63293347596
t481,0.0,0.0,0.0,26827.337728749717
t482,0.0,0.0,0.0,17283.9236831137
t483,0.0,0.0,0.0,8061.066461306475
t484,0.0,0.0,0.0,1530.4848084304929
t485,0.0,0.0,0.0,7057.9691194247225
t486,0.0,0.0,0.0,2379.506398599207
t487,0.0,0.0,0.0,6339.357245505924
t488,0.0,0.0,0.0,3052.7283116198532
t489,0.0,0.0,0.0,5769.542218325248
t490,0.0,0.0,0.0,10535.882346602366
t491,0.0,0.0,0.0,17597.89735848232
t492,0.0,0.0,0.0,25951.268819762616
t493,0.0,0.0,0.0,28106.6374439554
t494,0.0,0.0,0.0,36460.0089052357
t495,0.0,0.0,0.0,36163.15333103345
t496,0.0,0.0,0.0,33782.86935577717
t497,0.0,0.0,0.0,31200.09539373037
t498,0.0,0.0,0.0,36696.63293347596
t499,0.0,0.0,0.0,36696.63293347596
t500,0.0,0.0,0.0,26827.337728749717
t501,0.0,0.0,0.0,27057.550077282776
t502,0.0,0.0,0.0,21505.813754361327
t503,0.0,0.0,0.0,11636.518549635084
t504,0.0,0.0,0.0,19989.890010915373
t505,0.0,0.0,0.0,30591.146165226764
t506,0.0,0.0,0.0,29259.92145077557
t507,0.0,0.0,0.0,26729.955098258473
t508,0.0,0.0,0.0,24765.578653135868
t509,0.0,0.0,0.0,14896.283448409626
t510,0.0,0.0,0.0,13586.472613581815
t511,0.0,0.0,0.0,9161.039108103016
t512,0.0,0.0,0.0,4327.9444992126455
t513,0.0,0.0,0.0,4690.199237146709
t514,0.0,0.0,0.0,4383.586826959318
t515,0.0,0.0,0.0,5307.060873166723
t516,0.0,0.0,0.0,6109.862875153268
t517,0.0,0.0,0.0,6908.337677523094
t518,0.0,0.0,0.0,15261.709138803386
t519,0.0,0.0,0.0,22877.52515518956
t520,0.0,0.0,0.0,31230.896616469854
t521,0.0,0.0,0.0,24401.947285170932
t522,0.0,0.0,0.0,31671.67810323549
t523,0.0,0.0,0.0,21802.382898509248
t524,0.0,0.0,0.0,11933.087693783005
t525,0.0,0.0,0.0,2063.7924890567588
t526,0.0,0.0,0.0,6606.5774985426515
t527,0.0,0.0,0.0,14762.153134016857
t528,0.0,0.0,0.0,19989.890010915373
t529,0.0,0.0,0.0,28343.261472195667
t530,0.0,0.0,0.0,36696.63293347596
t531,0.0,0.0,0.0,36696.63293347596
t532,0.0,0.0,0.0,36696.63293347596
t533,0.0,0.0,0.0,26827.337728749717
t534,0.0,0.0,0.0,22530.36369656895
t535,0.0,0.0,0.0,18572.027059672873
t536,0.0,0.0,0.0,20390.434991967366
t537,0.0,0.0,0.0,14933.547023753843
t538,0.0,0.0,0.0,11299.80125460609
t539,0.0,0.0,0.0,19653.172715886383
t540,0.0,0.0,0.0,17984.553753014847
t541,0.0,0.0,0.0,26337.92521429514
t542,0.0,0.0,0.0,24501.887870635484
t543,0.0,0.0,0.0,28343.261472195674
t544,0.0,0.0,0.0,36696.63293347596
t545,0.0,0.0,0.0,36696.63293347596
t546,0.0,0.0,0.0,35206.40697762316
t547,0.0,0.0,0.0,36696.63293347596
t548,0.0,0.0,0.0,36696.63293347596
t549,0.0,0.0,0.0,36696.63293347596
t550,0.0,0.0,0.0,36696.63293347596
t551,0.0,0.0,0.0,31150.804577930197
t552,0.0,0.0,0.0,27510.570403342866
t553,0.0,0.0,0.0,27510.570403342866
t554,0.0,0.0,0.0,27818.617633096954
t555,0.0,0.0,0.0,28045.136020226113
t556,0.0,0.0,0.0,32208.59880650474
t557,0.0,0.0,0.0,30679.332072364396
t558,0.0,0.0,0.0,29218.611093503696
t559,0.0,0.0,0.0,27228.213170485447
t560,0.0,0.0,0.0,27409.294207024162
t561,0.0,0.0,0.0,27409.294207024162
t562,0.0,0.0,0.0,27301.060464061095
t563,0.0,0.0,0.0,26416.786553129958
t564,0.0,0.0,0.0,26416.786553129958
t565,0.0,0.0,0.0,25191.030121589414
t566,0.0,0.0,0.0,23543.099868459238
t567,0.0,0.0,0.0,20654.36916746763
t568,0.0,0.0,0.0,16159.79256848513
t569,0.0,0.0,0.0,9008.18183898347
t570,0.0,0.0,0.0,2318.082555369216
t571,0.0,0.0,0.0,0.0
t572,0.0,0.0,0.0,-0.0
t573,0.0,0.0,0.0,2366.411977685544
t574,0.0,0.0,0.0,3875.678944905341
t575,0.0,0.0,0.0,5072.996802312411
t576,0.0,0.0,0.0,13407.775225202517
t577,0.0,0.0,0.0,19711.644565557166
t578,0.0,0.0,0.0,19738.590409452485
t579,0.0,0.0,0.0,9869.295204726242
t580,0.0,0.0,0.0,0.0
t581,0.0,0.0,0.0,8353.371461280292
t582,0.0,0.0,0.0,16706.742922560585
t583,0.0,0.0,0.0,7147.457195525614
t584,0.0,0.0,0.0,4161.997086779221
t585,0.0,0.0,0.0,4830.65712703036
t586,0.0,0.0,0.0,4264.703268961795
t587,0.0,0.0,0.0,12054.594433352453
t588,0.0,0.0,0.0,19775.577769986205
t589,0.0,0.0,0.0,27227.26870626273
t590,0.0,0.0,0.0,33681.18747897599
t591,0.0,0.0,0.0,36696.63293347596
t592,0.0,0.0,0.0,36696.63293347596
t593,0.0,0.0,0.0,34551.101237277515
t594,0.0,0.0,0.0,28102.588279070267
t595,0.0,0.0,0.0,21387.38973734591
t596,0.0,0.0,0.0,23234.82566963283
t597,0.0,0.0,0.0,23234.82566963283
t598,0.0,0.0,0.0,19023.4658960838
t599,0.0,0.0,0.0,14420.37513250706
t600,0.0,0.0,0.0,14420.37513250706
t601,0.0,0.0,0.0,13932.082510035581
t602,0.0,0.0,0.0,9454.393109706461
t603,0.0,0.0,0.0,3478.5715496107946
t604,0.0,0.0,0.0,284.1917758253221
t605,0.0,0.0,0.0,0.0
