region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_combined_cycle,1,1,1,9.847249188576572e8,0.0,1.548909058148122e8,0.0,5.515289797499089e7,3.494388431993553e8,0.0,7.506696339516361e7,0.0,3.3492662529975786e9,0.0,1.1396158246724703e9,0.0,2.8696075484280686e9,0.0,4.488882077670049e9,4.488882077670048e9,9.5367431640625e-7
NE,solar_pv,1,1,2,2.608841148669631e9,0.0,5.737615468820902e8,0.0,0.0,0.0,0.0,0.0,0.0,3.0551366329975305e9,0.0,1.2746606255418524e8,0.0,0.0,0.0,3.182602695551716e9,3.182602695551721e9,-5.245208740234375e-6
NE,onshore_wind,1,1,3,3.0655719612022533e9,0.0,1.3626341212319274e9,0.0,5.96231950529804e6,0.0,0.0,0.0,0.0,4.423965969147066e9,0.0,1.0202432792416424e7,0.0,0.0,0.0,4.434168401939483e9,4.434168401939479e9,3.814697265625e-6
NE,battery,1,0,4,1.7781785510621002e8,8.254540612056081e8,4.444538402496416e7,2.0630847035200185e8,3.7333946597567783e6,0.0,4.41091051483551e6,0.0,6.156542182871414e8,1.6762960387756114e9,0.0,9.711552154263051e7,0.0,0.0,0.0,1.7734115603182418e9,1.877824294150518e9,-1.044127338322761e8
