Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
t200,0.0,0.0,0.0,22.936888975246124
t201,0.0,0.0,0.0,22.936888975246124
t202,0.0,0.0,0.0,22.936888975246124
t203,0.0,0.0,0.0,22.936888975246124
t204,0.0,0.0,0.0,22.936888975246124
t205,0.0,0.0,0.0,22.936888975246124
t206,0.0,0.0,0.0,22.936888975246124
t207,0.0,0.0,0.0,22.936888975246124
t208,0.0,0.0,0.0,22.936888975246124
t209,0.0,0.0,0.0,22.936888975246124
t210,0.0,0.0,0.0,22.936888975246124
t211,0.0,0.0,0.0,22.936888975246124
t212,0.0,0.0,0.0,22.936888975246124
t213,0.0,0.0,0.0,22.936888975246124
t214,0.0,0.0,0.0,22.936888975246124
t215,0.0,0.0,0.0,22.936888975246124
t216,0.0,0.0,0.0,22.936888975246124
t217,0.0,0.0,0.0,22.936888975246124
t218,0.0,0.0,0.0,22.936888975246124
t219,0.0,0.0,0.0,22.936888975246124
t220,0.0,0.0,0.0,22.936888975246124
t221,0.0,0.0,0.0,22.936888975246124
t222,0.0,0.0,0.0,22.936888975246124
t223,0.0,0.0,0.0,22.936888975246124
t224,0.0,0.0,0.0,22.936888975246124
t225,0.0,0.0,0.0,22.936888975246124
t226,0.0,0.0,0.0,22.936888975246124
t227,0.0,0.0,0.0,22.936888975246124
t228,0.0,0.0,0.0,22.936888975246124
t229,0.0,0.0,0.0,22.936888975246124
t230,0.0,0.0,0.0,22.936888975246124
t231,0.0,0.0,0.0,22.936888975246124
t232,0.0,0.0,0.0,22.936888975246124
t233,0.0,0.0,0.0,22.936888975246124
t234,0.0,0.0,0.0,-190.95020724153312
t235,0.0,0.0,0.0,-190.95020724153312
t236,0.0,0.0,0.0,-190.95020724153312
t237,0.0,0.0,0.0,-190.95020724153312
t238,0.0,0.0,0.0,-190.95020724153312
t239,0.0,0.0,0.0,-190.95020724153312
t240,0.0,0.0,0.0,-190.95020724153312
t241,0.0,0.0,0.0,-190.95020724153312
t242,0.0,0.0,0.0,-190.95020724153312
t243,0.0,0.0,0.0,-190.95020724153312
t244,0.0,0.0,0.0,-190.95020724153312
t245,0.0,0.0,0.0,-190.95020724153312
t246,0.0,0.0,0.0,-190.95020724153312
t247,0.0,0.0,0.0,-190.95020724153312
t248,0.0,0.0,0.0,-190.95020724153312
t249,0.0,0.0,0.0,-190.95020724153312
t250,0.0,0.0,0.0,-190.95020724153312
t251,0.0,0.0,0.0,-190.95020724153312
t252,0.0,0.0,0.0,-190.95020724153312
t253,0.0,0.0,0.0,-190.95020724153312
t254,0.0,0.0,0.0,-190.95020724153312
t255,0.0,0.0,0.0,-190.95020724153312
t256,0.0,0.0,0.0,-190.95020724153312
t257,0.0,0.0,0.0,-190.95020724153312
t258,0.0,0.0,0.0,-190.95020724153312
t259,0.0,0.0,0.0,-190.95020724153312
t260,0.0,0.0,0.0,-190.95020724153312
t261,0.0,0.0,0.0,-190.95020724153312
t262,0.0,0.0,0.0,-189.85760989851036
t263,0.0,0.0,0.0,-189.85760989851036
t264,0.0,0.0,0.0,-189.85760989851036
t265,0.0,0.0,0.0,-189.85760989851036
t266,0.0,0.0,0.0,-189.85760989851036
t267,0.0,0.0,0.0,-189.85760989851036
t268,0.0,0.0,0.0,-189.85760989851036
t269,0.0,0.0,0.0,-189.85760989851036
t270,0.0,0.0,0.0,-189.85760989851036
t271,0.0,0.0,0.0,-189.85760989851036
t272,0.0,0.0,0.0,-189.85760989851036
t273,0.0,0.0,0.0,-189.85760989851036
t274,0.0,0.0,0.0,-189.85760989851036
t275,0.0,0.0,0.0,-189.85760989851036
t276,0.0,0.0,0.0,-189.85760989851036
t277,0.0,0.0,0.0,-189.85760989851036
t278,0.0,0.0,0.0,-189.85760989851036
t279,0.0,0.0,0.0,-189.85760989851036
t280,0.0,0.0,0.0,-189.85760989851036
t281,0.0,0.0,0.0,-189.85760989851036
t282,0.0,0.0,0.0,-189.85760989851036
t283,0.0,0.0,0.0,-189.85760989851036
t284,0.0,0.0,0.0,-189.85760989851036
t285,0.0,0.0,0.0,-189.85760989851036
t286,0.0,0.0,0.0,-189.85760989851036
t287,0.0,0.0,0.0,-189.85760989851036
t288,0.0,0.0,0.0,-176.7532557615104
t289,0.0,0.0,0.0,-176.7532557615104
t290,0.0,0.0,0.0,19.68978282864832
t291,0.0,0.0,0.0,22.936888975246124
t292,0.0,0.0,0.0,22.936888975246124
t293,0.0,0.0,0.0,22.936888975246124
t294,0.0,0.0,0.0,22.936888975246124
t295,0.0,0.0,0.0,22.936888975246124
t296,0.0,0.0,0.0,22.936888975246124
t297,0.0,0.0,0.0,22.936888975246124
t298,0.0,0.0,0.0,22.936888975246124
t299,0.0,0.0,0.0,22.936888975246124
t300,0.0,0.0,0.0,22.936888975246124
t301,0.0,0.0,0.0,22.936888975246124
t302,0.0,0.0,0.0,22.936888975246124
t303,0.0,0.0,0.0,22.936888975246124
t304,0.0,0.0,0.0,22.936888975246124
t305,0.0,0.0,0.0,22.936888975246124
t306,0.0,0.0,0.0,22.936888975246124
t307,0.0,0.0,0.0,22.936888975246124
t308,0.0,0.0,0.0,22.936888975246124
t309,0.0,0.0,0.0,22.936888975246124
t310,0.0,0.0,0.0,22.936888975246124
t311,0.0,0.0,0.0,22.936888975246124
t312,0.0,0.0,0.0,22.936888975246124
t313,0.0,0.0,0.0,22.936888975246124
t314,0.0,0.0,0.0,22.936888975246124
t315,0.0,0.0,0.0,22.936888975246124
t316,0.0,0.0,0.0,22.936888975246124
t317,0.0,0.0,0.0,22.936888975246124
t318,0.0,0.0,0.0,22.936888975246124
t319,0.0,0.0,0.0,22.936888975246124
t320,0.0,0.0,0.0,22.936888975246124
t321,0.0,0.0,0.0,22.936888975246124
t322,0.0,0.0,0.0,23.036542354795515
t323,0.0,0.0,0.0,23.036542354795515
t324,0.0,0.0,0.0,23.036542354795515
t325,0.0,0.0,0.0,23.036542354795515
t326,0.0,0.0,0.0,23.036542354795515
t327,0.0,0.0,0.0,23.036542354795515
t328,0.0,0.0,0.0,23.036542354795515
t329,0.0,0.0,0.0,22.936888975246124
t330,0.0,0.0,0.0,22.936888975246124
t331,0.0,0.0,0.0,22.936888975246124
t332,0.0,0.0,0.0,22.936888975246124
t333,0.0,0.0,0.0,22.936888975246124
t334,0.0,0.0,0.0,22.936888975246124
t335,0.0,0.0,0.0,22.936888975246124
t336,0.0,0.0,0.0,22.936888975246124
t337,0.0,0.0,0.0,22.936888975246127
t338,0.0,0.0,0.0,22.936888975246127
t339,0.0,0.0,0.0,22.936888975246127
t340,0.0,0.0,0.0,22.936888975246127
t341,0.0,0.0,0.0,22.936888975246127
t342,0.0,0.0,0.0,22.936888975246127
t343,0.0,0.0,0.0,22.936888975246127
t344,0.0,0.0,0.0,22.936888975246127
t345,0.0,0.0,0.0,22.936888975246127
t346,0.0,0.0,0.0,22.936888975246127
t347,0.0,0.0,0.0,22.936888975246127
t348,0.0,0.0,0.0,22.936888975246127
t349,0.0,0.0,0.0,22.936888975246127
t350,0.0,0.0,0.0,22.936888975246127
t351,0.0,0.0,0.0,22.936888975246127
t352,0.0,0.0,0.0,22.936888975246127
t353,0.0,0.0,0.0,22.936888975246127
t354,0.0,0.0,0.0,22.936888975246127
t355,0.0,0.0,0.0,22.936888975246127
t356,0.0,0.0,0.0,22.936888975246127
t357,0.0,0.0,0.0,22.936888975246127
t358,0.0,0.0,0.0,22.936888975246127
t359,0.0,0.0,0.0,22.936888975246127
t360,0.0,0.0,0.0,22.936888975246127
t361,0.0,0.0,0.0,22.936888975246127
t362,0.0,0.0,0.0,22.936888975246127
t363,0.0,0.0,0.0,22.936888975246127
t364,0.0,0.0,0.0,22.936888975246127
t365,0.0,0.0,0.0,22.936888975246127
t366,0.0,0.0,0.0,22.936888975246127
t367,0.0,0.0,0.0,22.936888975246127
t368,0.0,0.0,0.0,22.936888975246127
t369,0.0,0.0,0.0,22.936888975246127
t370,0.0,0.0,0.0,22.936888975246127
t371,0.0,0.0,0.0,22.936888975246127
t372,0.0,0.0,0.0,22.936888975246127
t373,0.0,0.0,0.0,22.936888975246127
t374,0.0,0.0,0.0,22.936888975246127
t375,0.0,0.0,0.0,22.936888975246127
t376,0.0,0.0,0.0,22.936888975246127
t377,0.0,0.0,0.0,22.936888975246127
t378,0.0,0.0,0.0,22.936888975246127
t379,0.0,0.0,0.0,22.936888975246127
t380,0.0,0.0,0.0,22.936888975246127
t381,0.0,0.0,0.0,22.936888975246127
t382,0.0,0.0,0.0,22.936888975246127
t383,0.0,0.0,0.0,22.936888975246127
t384,0.0,0.0,0.0,22.936888975246127
t385,0.0,0.0,0.0,22.936888975246124
t386,0.0,0.0,0.0,22.936888975246127
t387,0.0,0.0,0.0,22.936888975246127
t388,0.0,0.0,0.0,22.936888975246127
t389,0.0,0.0,0.0,22.936888975246127
t390,0.0,0.0,0.0,22.936888975246127
t391,0.0,0.0,0.0,22.936888975246127
t392,0.0,0.0,0.0,22.936888975246127
t393,0.0,0.0,0.0,22.936888975246127
t394,0.0,0.0,0.0,22.936888975246127
t395,0.0,0.0,0.0,22.936888975246127
t396,0.0,0.0,0.0,22.936888975246127
t397,0.0,0.0,0.0,22.936888975246127
t398,0.0,0.0,0.0,22.936888975246127
t399,0.0,0.0,0.0,22.936888975246127
t400,0.0,0.0,0.0,22.936888975246127
t401,0.0,0.0,0.0,22.936888975246127
t402,0.0,0.0,0.0,22.936888975246127
t403,0.0,0.0,0.0,22.936888975246127
t404,0.0,0.0,0.0,22.936888975246127
t405,0.0,0.0,0.0,22.936888975246127
t406,0.0,0.0,0.0,22.936888975246127
t407,0.0,0.0,0.0,22.936888975246127
t408,0.0,0.0,0.0,22.93688897524613
t409,0.0,0.0,0.0,22.936888975246127
t410,0.0,0.0,0.0,22.936888975246127
t411,0.0,0.0,0.0,22.936888975246127
t412,0.0,0.0,0.0,22.936888975246127
t413,0.0,0.0,0.0,22.936888975246127
t414,0.0,0.0,0.0,22.936888975246127
t415,0.0,0.0,0.0,22.936888975246127
t416,0.0,0.0,0.0,22.936888975246127
t417,0.0,0.0,0.0,22.936888975246127
t418,0.0,0.0,0.0,22.936888975246127
t419,0.0,0.0,0.0,22.936888975246127
t420,0.0,0.0,0.0,22.936888975246127
t421,0.0,0.0,0.0,22.936888975246127
t422,0.0,0.0,0.0,22.936888975246127
t423,0.0,0.0,0.0,22.936888975246127
t424,0.0,0.0,0.0,22.936888975246127
t425,0.0,0.0,0.0,22.936888975246127
t426,0.0,0.0,0.0,22.936888975246127
t427,0.0,0.0,0.0,-196.7978427536114
t428,0.0,0.0,0.0,-196.7978427536114
t429,0.0,0.0,0.0,-196.7978427536114
t430,0.0,0.0,0.0,-196.7978427536114
t431,0.0,0.0,0.0,-196.7978427536114
t432,0.0,0.0,0.0,-196.7978427536114
t433,0.0,0.0,0.0,22.936888975246127
t434,0.0,0.0,0.0,22.936888975246127
t435,0.0,0.0,0.0,22.936888975246127
t436,0.0,0.0,0.0,22.936888975246127
t437,0.0,0.0,0.0,22.936888975246124
t438,0.0,0.0,0.0,22.936888975246127
t439,0.0,0.0,0.0,22.936888975246127
t440,0.0,0.0,0.0,22.936888975246127
t441,0.0,0.0,0.0,23.036542354795518
t442,0.0,0.0,0.0,23.036542354795518
t443,0.0,0.0,0.0,23.036542354795518
t444,0.0,0.0,0.0,23.036542354795518
t445,0.0,0.0,0.0,23.036542354795518
t446,0.0,0.0,0.0,23.036542354795518
t447,0.0,0.0,0.0,23.036542354795518
t448,0.0,0.0,0.0,23.036542354795518
t449,0.0,0.0,0.0,22.936888975246127
t450,0.0,0.0,0.0,22.936888975246127
t451,0.0,0.0,0.0,22.936888975246127
t452,0.0,0.0,0.0,22.936888975246127
t453,0.0,0.0,0.0,22.936888975246127
t454,0.0,0.0,0.0,22.936888975246127
t455,0.0,0.0,0.0,22.936888975246127
t456,0.0,0.0,0.0,22.936888975246127
t457,0.0,0.0,0.0,22.936888975246127
t458,0.0,0.0,0.0,22.936888975246127
t459,0.0,0.0,0.0,22.936888975246127
t460,0.0,0.0,0.0,22.93688897524613
t461,0.0,0.0,0.0,22.93688897524613
t462,0.0,0.0,0.0,22.93688897524613
t463,0.0,0.0,0.0,22.936888975246127
t464,0.0,0.0,0.0,22.936888975246127
t465,0.0,0.0,0.0,23.036542354795518
t466,0.0,0.0,0.0,23.036542354795518
t467,0.0,0.0,0.0,23.036542354795518
t468,0.0,0.0,0.0,23.036542354795518
t469,0.0,0.0,0.0,23.036542354795518
t470,0.0,0.0,0.0,23.036542354795518
t471,0.0,0.0,0.0,23.036542354795518
t472,0.0,0.0,0.0,22.936888975246127
t473,0.0,0.0,0.0,22.936888975246127
t474,0.0,0.0,0.0,22.936888975246127
t475,0.0,0.0,0.0,22.936888975246127
t476,0.0,0.0,0.0,22.936888975246127
t477,0.0,0.0,0.0,22.936888975246127
t478,0.0,0.0,0.0,22.936888975246127
t479,0.0,0.0,0.0,22.936888975246127
t480,0.0,0.0,0.0,22.936888975246127
t481,0.0,0.0,0.0,22.936888975246127
t482,0.0,0.0,0.0,22.936888975246127
t483,0.0,0.0,0.0,22.936888975246127
t484,0.0,0.0,0.0,22.936888975246127
t485,0.0,0.0,0.0,22.93688897524613
t486,0.0,0.0,0.0,22.936888975246127
t487,0.0,0.0,0.0,22.936888975246127
t488,0.0,0.0,0.0,22.936888975246127
t489,0.0,0.0,0.0,22.936888975246127
t490,0.0,0.0,0.0,22.936888975246127
t491,0.0,0.0,0.0,22.936888975246127
t492,0.0,0.0,0.0,22.936888975246127
t493,0.0,0.0,0.0,22.936888975246127
t494,0.0,0.0,0.0,22.936888975246127
t495,0.0,0.0,0.0,22.936888975246127
t496,0.0,0.0,0.0,22.936888975246127
t497,0.0,0.0,0.0,22.936888975246127
t498,0.0,0.0,0.0,22.936888975246127
t499,0.0,0.0,0.0,22.936888975246127
t500,0.0,0.0,0.0,22.936888975246127
t501,0.0,0.0,0.0,22.936888975246127
t502,0.0,0.0,0.0,22.936888975246127
t503,0.0,0.0,0.0,22.936888975246127
t504,0.0,0.0,0.0,22.936888975246127
t505,0.0,0.0,0.0,22.936888975246124
t506,0.0,0.0,0.0,22.936888975246124
t507,0.0,0.0,0.0,22.936888975246124
t508,0.0,0.0,0.0,22.936888975246124
t509,0.0,0.0,0.0,22.936888975246124
t510,0.0,0.0,0.0,22.936888975246124
t511,0.0,0.0,0.0,22.936888975246124
t512,0.0,0.0,0.0,22.936888975246124
t513,0.0,0.0,0.0,22.93688897524612
t514,0.0,0.0,0.0,22.936888975246124
t515,0.0,0.0,0.0,22.936888975246124
t516,0.0,0.0,0.0,22.936888975246124
t517,0.0,0.0,0.0,22.936888975246124
t518,0.0,0.0,0.0,22.936888975246124
t519,0.0,0.0,0.0,22.936888975246124
t520,0.0,0.0,0.0,22.936888975246124
t521,0.0,0.0,0.0,22.936888975246124
t522,0.0,0.0,0.0,22.936888975246124
t523,0.0,0.0,0.0,22.936888975246124
t524,0.0,0.0,0.0,22.936888975246124
t525,0.0,0.0,0.0,22.936888975246124
t526,0.0,0.0,0.0,22.936888975246124
t527,0.0,0.0,0.0,22.936888975246124
t528,0.0,0.0,0.0,22.936888975246124
t529,0.0,0.0,0.0,22.936888975246124
t530,0.0,0.0,0.0,22.936888975246124
t531,0.0,0.0,0.0,22.93688897524612
t532,0.0,0.0,0.0,22.93688897524612
t533,0.0,0.0,0.0,22.936888975246124
t534,0.0,0.0,0.0,22.936888975246124
t535,0.0,0.0,0.0,22.936888975246124
t536,0.0,0.0,0.0,22.936888975246124
t537,0.0,0.0,0.0,22.936888975246124
t538,0.0,0.0,0.0,22.936888975246124
t539,0.0,0.0,0.0,22.936888975246124
t540,0.0,0.0,0.0,22.936888975246124
t541,0.0,0.0,0.0,22.936888975246124
t542,0.0,0.0,0.0,22.936888975246124
t543,0.0,0.0,0.0,22.936888975246124
t544,0.0,0.0,0.0,22.936888975246124
t545,0.0,0.0,0.0,22.93688897524612
t546,0.0,0.0,0.0,22.936888975246124
t547,0.0,0.0,0.0,22.936888975246124
t548,0.0,0.0,0.0,22.93688897524612
t549,0.0,0.0,0.0,-176.83272540284935
t550,0.0,0.0,0.0,-176.83272540284935
t551,0.0,0.0,0.0,-176.83272540284935
t552,0.0,0.0,0.0,-176.83272540284935
t553,0.0,0.0,0.0,-176.83272540284935
t554,0.0,0.0,0.0,-176.83272540284935
t555,0.0,0.0,0.0,-176.83272540284935
t556,0.0,0.0,0.0,-176.83272540284935
t557,0.0,0.0,0.0,-176.83272540284935
t558,0.0,0.0,0.0,-176.83272540284935
t559,0.0,0.0,0.0,-176.83272540284935
t560,0.0,0.0,0.0,-176.83272540284935
t561,0.0,0.0,0.0,-176.83272540284935
t562,0.0,0.0,0.0,-176.83272540284935
t563,0.0,0.0,0.0,-176.83272540284935
t564,0.0,0.0,0.0,-176.83272540284935
t565,0.0,0.0,0.0,-176.83272540284935
t566,0.0,0.0,0.0,-176.83272540284935
t567,0.0,0.0,0.0,-176.83272540284935
t568,0.0,0.0,0.0,-176.83272540284935
t569,0.0,0.0,0.0,-176.83272540284935
t570,0.0,0.0,0.0,-176.83272540284935
t571,0.0,0.0,0.0,-176.83272540284935
t572,0.0,0.0,0.0,-164.79095576151047
t573,0.0,0.0,0.0,19.689782828648312
t574,0.0,0.0,0.0,22.93688897524612
t575,0.0,0.0,0.0,22.936888975246124
t576,0.0,0.0,0.0,22.936888975246124
t577,0.0,0.0,0.0,22.936888975246124
t578,0.0,0.0,0.0,22.936888975246124
t579,0.0,0.0,0.0,22.936888975246124
t580,0.0,0.0,0.0,22.936888975246124
t581,0.0,0.0,0.0,22.936888975246124
t582,0.0,0.0,0.0,22.936888975246124
t583,0.0,0.0,0.0,22.936888975246124
t584,0.0,0.0,0.0,22.936888975246124
t585,0.0,0.0,0.0,22.936888975246127
t586,0.0,0.0,0.0,22.936888975246124
t587,0.0,0.0,0.0,22.936888975246124
t588,0.0,0.0,0.0,22.936888975246124
t589,0.0,0.0,0.0,22.936888975246124
t590,0.0,0.0,0.0,22.936888975246124
t591,0.0,0.0,0.0,22.936888975246124
t592,0.0,0.0,0.0,22.93688897524612
t593,0.0,0.0,0.0,-179.76970742157937
t594,0.0,0.0,0.0,-179.76970742157937
t595,0.0,0.0,0.0,-179.76970742157937
t596,0.0,0.0,0.0,-179.76970742157937
t597,0.0,0.0,0.0,-179.76970742157937
