Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_combined_cycle,1,0.0,0.0,15056.955945835736,15056.955945835736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,0.0,0.0,30584.304204802243,30584.304204802243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,0.0,0.0,31538.806185208363,31538.806185208363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,0.0,0.0,9079.751588348143,9079.751588348143,0.0,0.0,36696.63293347596,36696.63293347596,0.0,0.0,0.0,0.0
Total,n/a,0.0,0.0,86259.81792419449,86259.81792419449,0.0,0.0,36696.63293347596,36696.63293347596,0.0,0.0,0.0,0.0
