Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery,Total
t60,0.0,19329.28025743502,0.0,2660.235665456562,21989.515922891584
t61,0.0,19729.93464251793,0.0,2428.4084729151073,22158.343115433036
t62,0.0,18983.677619920756,0.0,2790.536984213694,21774.21460413445
t63,0.0,16833.601034323157,0.0,3836.075277012494,20669.67631133565
t64,0.0,11563.925419835728,4830.409201032053,4162.208483740181,20556.543104607965
t65,0.0,4193.1081064783875,3587.1403051734683,9079.751588348143,16860.0
t66,0.0,-0.0,9115.248411651857,9079.751588348143,18195.0
t67,0.0,-0.0,11921.158349471061,7694.296619438541,19615.454968909602
t68,0.0,-0.0,8844.248411651855,9079.751588348143,17924.0
t69,0.0,-0.0,26420.751588348146,-0.0,26420.751588348146
t70,0.0,-0.0,10027.548099592406,7685.101744377869,17712.649843970277
t71,0.0,-0.0,21670.888332475264,1180.4316279364405,22851.319960411704
t72,0.0,-0.0,22835.751588348146,-0.0,22835.751588348146
t73,0.0,-0.0,9546.48894652645,6272.631320910846,15819.120267437294
t74,0.0,-0.0,3541.248411651857,9079.751588348143,12621.0
t75,0.0,-0.0,21501.751588348143,-0.0,21501.751588348143
t76,0.0,-0.0,3364.248411651857,9079.751588348143,12444.0
t77,0.0,-0.0,21863.751588348143,-0.0,21863.751588348143
t78,0.0,-0.0,13413.410751966901,4753.170418190621,18166.581170157522
t79,0.0,-0.0,11652.852331130987,6593.949628608577,18246.801959739565
t80,0.0,-0.0,21678.786030901007,2103.9827787235686,23782.768809624577
t81,0.0,6964.046067433471,18943.705520914667,-0.0,25907.75158834814
t82,0.0,13769.05375300197,10129.73054115605,981.9836470950611,24880.76794125308
t83,-0.0,18491.270322223438,0.0,3666.7406330623526,22158.01095528579
t84,-0.0,20769.800985481204,2724.6037513563388,1083.1734257552998,24577.578162592843
t85,-0.0,20577.119868990947,1289.353452750146,1778.6391333035256,23645.11245504462
t86,-0.0,19824.745985552814,707.5501565142469,2375.7277231405424,22908.023865207604
t87,-0.0,16148.512620135583,298.39835927056134,2043.8740427692742,18490.78502217542
t88,4729.716193859515,10224.33289566539,426.90082812292275,861.0500823521727,16242.000000000002
t89,7390.181552905494,856.3605177344629,197.90096260319285,8933.556966756852,17378.0
t90,7390.181552905494,-0.0,1832.0668587463622,9079.751588348143,18302.0
t91,7390.181552905494,-0.0,7069.553661683999,3700.264785410507,18160.0
t92,7390.181552905494,-0.0,8688.360222292584,1658.4582248019206,17737.0
t93,3907.8208971932877,-0.0,13150.179102806713,0.0,17058.0
t94,3612.293547103526,-0.0,12323.706452896473,0.0,15936.0
t95,386.9453362379427,-0.0,14629.635926796434,0.0,15016.581263034377
t96,386.9453362379427,-0.0,13242.823273656351,0.0,13629.768609894294
t97,826.806274012698,-0.0,10278.46366231888,1230.730063668423,12336.000000000002
t98,386.9453362379427,-0.0,16487.174755431406,0.0,16874.12009166935
t99,386.9453362379427,-0.0,11542.811004886573,0.0,11929.756341124516
t100,386.9453362379427,-0.0,13384.777074885511,0.0,13771.722411123454
t101,386.9453362379427,-0.0,13659.950888057407,0.0,14046.89622429535
t102,826.806274012698,-0.0,11444.494358972881,618.699367014422,12890.000000000002
t103,826.806274012698,-0.0,7194.880582757991,6725.313143229311,14747.0
t104,826.806274012698,-0.0,8042.214008320924,6965.979717666379,15835.0
t105,529.1560153681268,3159.3586243560717,9378.161442544013,2884.3239177317896,15951.000000000002
t106,0.0,8575.838899026548,8358.521962533012,0.0,16934.36086155956
t107,0.0,13371.45779833954,7779.555361141829,773.0686332240106,21924.08179270538
t108,0.0,18084.49907629957,6608.816583039306,56.217964504634566,24749.533623843512
t109,0.0,16359.544319148721,6726.339731143667,762.4337690278775,23848.317819320266
t110,0.0,14845.621261011009,9120.179561235525,284.47538305080434,24250.27620529734
t111,0.0,12151.14406056793,12261.607527780212,-0.0,24412.751588348143
t112,0.0,9016.2528795757,7171.081741292083,4162.208483740181,20349.543104607965
t113,0.0,2743.4120871707614,14423.922533697023,4162.208483740181,21329.543104607965
t114,-0.0,-0.0,14802.41491893643,5881.168334705856,20683.583253642286
t115,0.0,-0.0,21615.25432279913,2443.2486327745064,24058.502955573636
t116,2238.7219890561164,-0.0,14468.617516465632,318.66049447824975,17025.999999999996
t117,1637.0654544972851,-0.0,15129.42378756114,0.0,16766.489242058426
t118,3712.030794661258,-0.0,3066.741893217693,8561.22731212105,15340.0
t119,2158.597402222908,-0.0,11768.402597777093,0.0,13927.0
t120,3712.030794661258,-0.0,5297.97514239786,3697.9940629408825,12708.0
t121,1737.230411901469,-0.0,10524.121820644737,0.0,12261.352232546207
t122,2052.5151483290233,-0.0,9423.484851670977,0.0,11476.0
t123,3712.030794661258,-0.0,4798.288331968171,2743.6808733705698,11253.999999999998
t124,3712.030794661258,-0.0,2201.5392108463443,5285.429994492399,11199.0
t125,3712.030794661258,-0.0,4688.084394615213,3071.884810723529,11472.0
t126,3712.030794661258,-0.0,6596.04904351941,2133.920161819332,12442.0
t127,3712.030794661258,-0.0,7629.34851664893,2923.6206886898126,14265.0
t128,2375.699708583205,-0.0,7340.924967149372,5641.375324267424,15358.0
t129,0.0,3128.7743201512694,13670.448958161827,-0.0,16799.223278313097
t130,0.0,8988.72700579138,15591.024582556767,-0.0,24579.751588348146
t131,0.0,15402.255597538411,7934.859002869481,587.318493970125,23924.433094378015
t132,0.0,18962.26860697739,259.26465391901843,2530.609163725866,21752.142424622274
t133,-0.0,18188.485710595894,5843.265877752248,-0.0,24031.751588348143
t134,0.0,13031.972021666235,9467.492367187477,700.1435997472161,23199.607988600925
t135,0.0,11160.212604332339,5586.80330324197,3473.367840386918,20220.383747961227
t136,1081.154333515631,6092.3933975966065,4202.9782265953945,3308.4740422923683,14685.0
t137,1689.3036461181732,461.8229934925139,8884.596850554579,4505.276509834735,15541.000000000002
t138,1689.3036461181732,-0.0,12939.057734965609,1733.6386189162167,16361.999999999998
t139,1689.3036461181732,-0.0,10995.071700891905,3415.6246529899227,16100.0
t140,1689.3036461181732,-0.0,5503.1486383193,8442.547715562527,15635.0
t141,1689.3036461181732,-0.0,9440.700592876428,3886.995761005398,15017.0
t142,1689.3036461181732,-0.0,9953.955776192668,2568.7405776891587,14212.0
t143,790.5941063833051,-0.0,12371.253726325169,0.0,13161.847832708474
t144,790.5941063833051,-0.0,12716.012427592454,0.0,13506.606533975759
t145,790.5941063833051,-0.0,11315.783229378798,0.0,12106.377335762103
t146,790.5941063833051,-0.0,14016.138180366801,0.0,14806.732286750106
t147,790.5941063833051,-0.0,16220.62198031382,0.0,17011.216086697124
t148,790.5941063833051,-0.0,15185.50937275552,0.0,15976.103479138825
t149,790.5941063833051,-0.0,10601.528774217342,0.0,11392.122880600647
t150,1689.3036461181732,-0.0,3170.7251479774877,5904.97120590434,10765.0
t151,1689.3036461181732,-0.0,2157.883479174034,7630.812874707793,11478.0
t152,1689.3036461181732,-0.0,2300.073474522714,8240.622879359114,12230.000000000002
t153,1081.154333515631,5759.024481764262,5034.288677063995,1126.532507656111,13001.0
t154,0.0,12438.636520093074,8196.991298912151,-0.0,20635.627819005225
t155,0.0,16754.081843390668,0.0,2961.334872478737,19715.416715869404
t156,0.0,19531.13666518671,0.0,1518.3074615807159,21049.444126767426
t157,0.0,19892.03145480338,0.0,1213.8600667723817,21105.89152157576
t158,0.0,19301.754383650696,0.0,1368.9986023487243,20670.75298599942
t159,0.0,15576.586131505783,0.0,3133.58272842118,18710.168859926962
t160,0.0,9144.70695723587,0.0,6417.022315556136,15561.729272792007
t161,0.0,1691.3120225255643,3072.9363891262915,9079.751588348143,13843.999999999998
t162,0.0,-0.0,13684.120807188716,5093.3153905797135,18777.43619776843
t163,0.0,-0.0,23697.751588348143,-0.0,23697.751588348143
t164,0.0,-0.0,23228.751588348143,-0.0,23228.751588348143
t165,0.0,-0.0,22783.751588348146,-0.0,22783.751588348146
t166,0.0,-0.0,3983.248411651857,9079.751588348143,13063.0
t167,0.0,-0.0,3144.2484116518567,9079.751588348143,12224.0
t168,0.0,-0.0,20381.751588348146,-0.0,20381.751588348146
t169,0.0,-0.0,20501.751588348143,-0.0,20501.751588348143
t170,0.0,-0.0,20160.751588348143,-0.0,20160.751588348143
t171,0.0,-0.0,3395.917653387421,8324.41696748036,11720.334620867781
t172,0.0,-0.0,20053.751588348143,-0.0,20053.751588348143
t173,0.0,-0.0,11877.334620867785,4162.208483740181,16039.543104607965
t174,0.0,-0.0,2384.248411651857,9079.751588348143,11464.0
t175,0.0,-0.0,2937.248411651856,9079.751588348143,12016.999999999998
t176,0.0,1229.4890290330502,2320.759382618807,9079.751588348143,12630.0
t177,0.0,9817.561649741521,1239.2340659174579,5757.477936344583,16814.27365200356
t178,0.0,16041.467555418776,0.0,3576.142016464684,19617.60957188346
t179,0.0,19699.350338313125,0.0,1900.7006250175093,21600.050963330636
t180,0.0,21788.25831550112,0.0,889.746636423511,22678.00495192463
t181,0.0,22500.872603473013,0.0,502.939492437565,23003.81209591058
t182,0.0,22598.742376928378,0.0,375.5046057098825,22974.24698263826
t183,0.0,19045.37181351177,0.0,2074.189887418185,21119.561700929957
t184,0.0,16335.076875784878,0.0,3468.3373562816328,19803.414232066512
t185,0.0,9802.26949763912,0.0,7035.241045354512,16837.51054299363
t186,0.0,1290.6576374426547,21376.742106653786,1289.1759221258503,23956.575666222292
t187,0.0,-0.0,9149.917653387423,8324.41696748036,17474.334620867783
t188,0.0,-0.0,25511.75158834814,-0.0,25511.75158834814
t189,0.0,-0.0,6777.248411651856,9079.751588348143,15857.0
t190,0.0,-0.0,19731.28184299734,2127.7348726754017,21859.016715672744
t191,0.0,-0.0,4743.248411651857,9079.751588348143,13823.0
t192,0.0,-0.0,13102.339496183484,4385.2060460823295,17487.545542265812
t193,0.0,-0.0,11997.292461241726,4588.229563553208,16585.522024794933
t194,0.0,-0.0,2671.248411651856,9079.751588348143,11750.999999999998
t195,0.0,-0.0,2535.2484116518567,9079.751588348143,11615.0
t196,0.0,-0.0,20723.751588348143,-0.0,20723.751588348143
t197,0.0,-0.0,5693.548099592405,7685.101744377869,13378.649843970274
t198,0.0,-0.0,22085.751588348146,-0.0,22085.751588348146
t199,0.0,-0.0,23951.751588348146,-0.0,23951.751588348146
t200,0.0,180.44739480833326,6522.801016843522,9079.751588348143,15782.999999999998
t201,0.0,8141.541779318358,16790.209809029784,-0.0,24931.751588348143
t202,0.0,14769.160500499003,2614.6090410572656,3725.9910233959386,21109.76056495221
t203,0.0,17671.610969534737,0.0,3535.5703094067035,21207.18127894144
t204,0.0,18341.40723161991,0.0,3131.1721783641174,21472.579409984028
t205,0.0,20476.191665115104,0.0,1916.27996161652,22392.471626731625
t206,0.0,21616.986211954227,0.0,1231.8826881969578,22848.868900151185
t207,0.0,20522.068121422308,0.0,1643.3417334629175,22165.409854885227
t208,0.0,15961.948364486292,0.0,3874.901611930926,19836.84997641722
t209,0.0,9634.055824512707,6102.278796355076,4162.208483740181,19898.543104607965
t210,0.0,1495.5724756148297,15473.762145252953,4162.208483740181,21131.543104607965
t211,0.0,-0.0,7648.248411651858,9079.751588348143,16728.0
t212,0.0,-0.0,7334.248411651858,9079.751588348143,16414.0
t213,0.0,-0.0,21553.14000018603,1678.8057940810565,23231.94579426709
t214,0.0,-0.0,7890.248323930436,8003.751632208853,15893.999956139289
t215,0.0,-0.0,16922.490010889323,2821.6307887294106,19744.120799618733
t216,0.0,-0.0,16087.798631936475,2633.9764782058337,18721.77511014231
t217,0.0,-0.0,20582.751588348146,-0.0,20582.751588348146
t218,0.0,-0.0,20186.751588348143,-0.0,20186.751588348143
t219,0.0,-0.0,3392.9176533874206,8324.41696748036,11717.33462086778
t220,0.0,-0.0,20037.751588348143,-0.0,20037.751588348143
t221,-0.0,-0.0,7585.495065951481,6394.6282611983315,13980.123327149813
t222,-0.0,-0.0,17562.174175784083,1929.7887062820305,19491.962882066113
t223,-0.0,-0.0,13619.472938082512,4856.639325132816,18476.112263215327
t224,-0.0,189.6226860697739,11700.697580224376,6173.215661026998,18063.535927321147
t225,-0.0,6480.814060997596,10553.360217845602,3630.7886547524718,20664.96293359567
t226,-0.0,11034.81695709265,4641.17814742223,4285.878241916631,19961.87334643151
t227,-0.0,13255.237442361293,544.4030344599763,5210.555555763436,19010.196032584703
t228,-0.0,15169.814885581913,0.0,4459.968351383115,19629.783236965028
t229,-0.0,14815.036956806207,218.12938519187415,4441.792623175031,19474.95896517311
t230,-0.0,17696.07841289858,734.6804683708867,2676.4963535393395,21107.255234808807
t231,-0.0,12472.279254718354,5351.834056336759,2897.319138646514,20721.432449701628
t232,-0.0,10533.234368133892,5201.986722695567,3901.765248759343,19636.986339588802
t233,-0.0,6878.410015660024,10464.593238595537,3249.8741670462914,20592.87742130185
t234,5110.646170426016,373.1285112985874,8183.229782376522,2235.9955358988755,15903.000000000002
t235,3972.8758119012628,-0.0,12362.124188098738,0.0,16335.0
t236,7985.3846412906505,-0.0,4366.725248282114,3568.890110427235,15921.0
t237,7985.3846412906505,-0.0,4663.617093397627,2652.998265311723,15302.0
t238,7985.3846412906505,-0.0,3463.807420693889,2849.8079380154595,14299.0
t239,7985.3846412906505,-0.0,4754.872989076605,247.74236963274276,12987.999999999998
t240,7024.284597346416,-0.0,4802.715402653584,0.0,11827.0
t241,7952.278810151397,-0.0,3085.721189848603,0.0,11038.0
t242,5588.633428578728,-0.0,5027.366571421272,0.0,10616.0
t243,4226.774090608162,-0.0,6184.225909391838,0.0,10411.0
t244,4436.4450397736155,-0.0,5953.554960226385,0.0,10390.0
t245,6524.8681311877845,-0.0,4153.131868812216,0.0,10678.0
t246,7985.3846412906505,-0.0,1985.9358001806497,1762.679558528699,11734.0
t247,7985.3846412906505,-0.0,335.0748369833401,5302.540521726009,13623.0
t248,7985.3846412906505,-0.0,698.6877835150095,5948.92757519434,14633.0
t249,7985.3846412906505,4342.971197081918,426.322911038385,2077.321250589048,14832.000000000002
t250,5622.498158678315,8857.214497710731,401.2873436109542,0.0,14881.0
t251,3737.160012124025,11719.90537128022,472.5505377386799,0.0,15929.615921142924
t252,3737.160012124025,12236.78011234138,396.221927488354,0.0,16370.162051953757
t253,3737.160012124025,12169.494643090813,32.70006502894773,0.0,15939.354720243786
t254,3737.160012124025,12157.260921408893,7.487848748073613,0.0,15901.90878228099
t255,3737.160012124025,13307.230759509457,12.53774777803062,0.0,17056.928519411515
t256,3737.160012124025,11016.466374569769,282.47823222319806,0.0,15036.104618916992
t257,7708.4836733549755,6664.31988622641,358.1964404186154,0.0,14731.0
t258,7985.3846412906505,36.701165045762686,947.6748628337161,6812.23933082987,15782.0
t259,7985.3846412906505,-0.0,4120.561901358782,4040.0534573505684,16146.0
t260,7985.3846412906505,-0.0,5005.940399590095,2775.674959119254,15767.0
t261,7985.3846412906505,-0.0,6567.152779288042,570.4625794213065,15123.0
t262,5848.561984502358,-0.0,8266.43801549764,0.0,14115.0
t263,3460.107940126266,-0.0,11178.203829028722,0.0,14638.311769154989
t264,6516.877823712088,-0.0,5060.122176287912,0.0,11577.0
t265,3460.1079401262664,-0.0,8371.27493112445,0.0,11831.382871250717
t266,3460.1079401262664,-0.0,8063.571110166555,0.0,11523.679050292822
t267,3460.1079401262664,-0.0,10860.582788159916,0.0,14320.690728286183
t268,3460.1079401262664,-0.0,8697.389183266092,0.0,12157.497123392359
t269,3460.1079401262664,-0.0,11503.2597019124,0.0,14963.367642038667
t270,3461.5343333083147,-0.0,8359.465666691685,0.0,11821.0
t271,7393.393034457834,-0.0,4346.01295732894,1969.5940082132267,13709.000000000002
t272,7393.393034457834,-0.0,1217.2492132778796,6017.357752264287,14628.0
t273,6612.599259013867,7676.660355405363,455.74038558077007,0.0,14744.999999999998
t274,3460.1079401262664,12172.553073511293,20.563617020817702,0.0,15653.224630658378
t275,3460.1079401262664,17668.552539114255,-0.0,0.0,21128.66047924052
t276,3460.1079401262664,15971.123655747731,-0.0,0.0,19431.231595873996
t277,3460.1079401262664,13429.567976328664,15.279763126578821,0.0,16904.955679581508
t278,3460.1079401262664,12359.117329160588,1223.306114850524,0.0,17042.53138413738
t279,3460.1079401262664,11548.633267733328,723.387841122242,0.0,15732.129048981837
t280,5603.574137926673,7881.575193577538,1024.8506684957893,0.0,14510.0
t281,4254.821395130264,2556.8478315214675,8221.330773348267,0.0,15032.999999999998
t282,6586.013239767393,-0.0,9423.986760232609,0.0,16010.000000000002
t283,7393.393034457834,-0.0,6249.15812972117,2575.448835820996,16218.0
t284,7393.393034457834,-0.0,2344.065472946571,6075.541492595596,15813.0
t285,7393.393034457834,-0.0,3870.388332151387,3921.2186333907794,15185.0
t286,7393.393034457834,-0.0,1321.749073682988,5454.857891859179,14170.000000000002
t287,7393.393034457834,-0.0,4288.8572604406945,1151.7497051014711,12833.999999999998
t288,5292.2614959401035,-0.0,6348.7385040598965,0.0,11641.0
t289,3539.1297109426628,-0.0,7283.870289057338,-0.0,10823.0
t290,-0.0,-0.0,10826.828980077516,0.0,10826.828980077516
t291,0.0,-0.0,15516.007455879293,397.66324873761033,15913.670704616903
t292,-0.0,-0.0,19149.751588348146,-0.0,19149.751588348146
t293,-0.0,-0.0,15909.337260351029,1750.7071639985572,17660.044424349588
t294,0.0,-0.0,2212.2484116518563,9079.751588348143,11292.0
t295,0.0,-0.0,10965.367097058011,5591.192245645066,16556.559342703076
t296,0.0,-0.0,12542.35666993369,5331.6974592072265,17874.054129140917
t297,0.0,3459.0848055631336,14211.222475267205,2917.222153758903,20587.52943458924
t298,0.0,9478.075873068216,8642.956925369552,2730.3593949551887,20851.392193392952
t299,0.0,13646.71653618276,0.0,4978.017526082692,18624.734062265452
t300,0.0,15203.457620207195,8288.29396814095,-0.0,23491.751588348146
t301,0.0,16793.84143885691,2566.366827299621,1943.2716610958048,21303.479927252338
t302,0.0,17702.195273739537,5372.556314608605,-0.0,23074.751588348143
t303,0.0,18151.784545550134,4687.967042798011,-0.0,22839.751588348146
t304,0.0,14087.130516731915,303.2041041358689,4162.208483740181,18552.543104607965
t305,0.0,8750.169432993924,0.0,7101.29107767711,15851.460510671033
t306,0.0,1223.3721681920897,20230.127640549552,1223.1258898032513,22676.625698544893
t307,0.0,-0.0,6180.248411651856,9079.751588348143,15260.0
t308,0.0,-0.0,9856.834885286024,7051.9583515310605,16908.793236817084
t309,0.0,-0.0,22423.503598185107,517.1239950815183,22940.627593266625
t310,0.0,-0.0,22741.751588348143,-0.0,22741.751588348143
t311,0.0,-0.0,5214.684314249709,8262.033637049217,13476.717951298926
t312,0.0,-0.0,20570.984927485853,62.38333043114519,20633.368257916998
t313,0.0,-0.0,11599.334620867783,4162.208483740181,15761.543104607965
t314,0.0,-0.0,11162.334620867781,4162.208483740181,15324.543104607961
t315,0.0,-0.0,10957.334620867783,4162.208483740181,15119.543104607965
t316,0.0,-0.0,10871.334620867781,4162.208483740181,15033.543104607961
t317,0.0,-0.0,1141.2484116518567,9079.751588348143,10221.0
t318,0.0,-0.0,11055.496194763526,4339.127696792309,15394.623891555835
t319,0.0,-0.0,2254.2484116518563,9079.751588348143,11334.0
t320,0.0,2098.0832684494335,890.1651432024224,9079.751588348143,12067.999999999998
t321,0.0,10196.807021881068,0.0,5878.472283233538,16075.279305114607
t322,0.0,16362.602749569201,0.0,3026.074419389471,19388.67716895867
t323,0.0,20986.9495453353,0.0,782.9010215064222,21769.850566841724
t324,0.0,16231.328625541537,0.0,3105.211481403303,19336.54010694484
t325,0.0,21812.725758864955,0.0,183.51291474159302,21996.23867360655
t326,0.0,21084.81931879067,0.0,386.9661347787376,21471.785453569406
t327,0.0,19142.716001785724,0.0,1257.5177932812087,20400.23379506693
t328,0.0,14175.82499892584,0.0,3747.4632947111513,17923.288293636993
t329,0.0,7881.575193577538,5891.759427290248,4162.208483740181,17935.54310460797
t330,0.0,990.9314562355927,13839.403164632187,4162.208483740181,18992.54310460796
t331,0.0,-0.0,15263.334620867781,4162.208483740181,19425.54310460796
t332,0.0,-0.0,14882.334620867785,4162.208483740181,19044.543104607965
t333,0.0,-0.0,6128.058202069545,8318.8466931393,14446.904895208845
t334,0.0,-0.0,10075.517815355912,6029.1168864961155,16104.634701852028
t335,0.0,-0.0,3122.2484116518567,9079.751588348143,12202.0
t336,0.0,-0.0,17322.680119433095,1545.5357344575243,18868.21585389062
t337,0.0,-0.0,18434.751588348143,-0.0,18434.751588348143
t338,0.0,-0.0,18121.751588348143,-0.0,18121.751588348143
t339,0.0,-0.0,9681.334620867783,4162.208483740181,13843.543104607965
t340,0.0,-0.0,9687.334620867783,4162.208483740181,13849.543104607965
t341,0.0,-0.0,178.2484116518557,9079.751588348143,9257.999999999998
t342,0.0,-0.0,1212.2484116518563,9079.751588348143,10292.0
t343,0.0,1361.0015371137,1540.2468745381566,9079.751588348143,11981.0
t344,0.0,6572.566973612003,6061.798590031889,4781.193012352126,17415.55857599602
t345,0.0,11842.242588099429,0.0,5378.754500124357,17220.997088223787
t346,0.0,15876.312312712844,639.2178272641793,3126.6107241855607,19642.140864162582
t347,0.0,18852.165111840102,4070.5864765080405,-0.0,22922.751588348143
t348,0.0,18638.07498240649,4285.676605941653,-0.0,22923.751588348146
t349,0.0,19002.02820244363,3809.723385904512,-0.0,22811.751588348143
t350,0.0,17907.110111911712,0.0,2400.820738218215,20307.930850129927
t351,0.0,16772.43242591355,0.0,2857.6595812172964,19630.092007130846
t352,0.0,13224.653138156491,0.0,4555.049225095827,17779.70236325232
t353,0.0,8997.902297052822,5800.113806526255,3769.3677423845343,18567.38384596361
t354,0.0,3789.395290974998,10377.939329892786,4162.208483740181,18329.543104607965
t355,0.0,128.45407766016942,14170.880543207613,4162.208483740181,18461.543104607965
t356,0.0,-0.0,5036.248411651856,9079.751588348143,14116.0
t357,0.0,-0.0,17916.67310433891,2651.539242004615,20568.212346343527
t358,0.0,-0.0,4080.2484116518567,9079.751588348143,13160.0
t359,0.0,-0.0,20898.751588348143,-0.0,20898.751588348143
t360,0.0,-0.0,19652.751588348146,-0.0,19652.751588348146
t361,0.0,-0.0,2254.917653387421,8324.41696748036,10579.334620867781
t362,0.0,-0.0,18526.75158834814,-0.0,18526.75158834814
t363,0.0,-0.0,10030.334620867783,4162.208483740181,14192.543104607965
t364,0.0,-0.0,181.2484116518558,9079.751588348143,9260.999999999998
t365,0.0,-0.0,500.2484116518566,9079.751588348143,9580.0
t366,0.0,-0.0,5965.304784931627,6844.723401708258,12810.028186639885
t367,0.0,1822.8245306062138,1314.4238810456432,9079.751588348143,12217.0
t368,0.0,7404.460047982623,11783.987561931124,1568.6519892171984,20757.099599130946
t369,0.0,13481.561293476829,0.0,4525.095147435657,18006.656440912484
t370,0.0,17867.350516445473,0.0,2375.2005359513355,20242.551052396808
t371,0.0,21090.936179631626,0.0,807.907704358259,21898.843883989884
t372,0.0,20974.715823653376,0.0,849.5178823473832,21824.23370600076
t373,0.0,19393.507296265103,0.0,1599.6221460415204,20993.129442306625
t374,0.0,17561.507474397447,0.0,2498.6220569753473,20060.129531372793
t375,0.0,16120.986746351264,2979.9524903913266,1637.9061758027779,20738.845412545368
t376,0.0,13765.99532258149,130.33929828629277,4162.208483740181,18058.543104607965
t377,0.0,9820.620080162,0.0,6211.065754093072,16031.685834255073
t378,0.0,4593.762491561298,13527.28667001227,2113.3512133872896,20234.400374960856
