BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.773144069966206e6,38560.30273737488,-45921.37270345503,0.0,0.0,0.0,3.053726898365111e-12,0.0,0.0,-9.765783e6
t1,23206.0000000001,3.319000529956359e-10,-2.683510074755841e-10,0.0,0.0,0.0,9.074838580198972e-15,0.0,0.0,-23206.0
t2,22039.21095967444,4.773257545122789e-10,-130.21095967492178,0.0,0.0,0.0,9.07483858052209e-15,0.0,0.0,-21909.0
t3,22066.418133611827,2.534840981454473e-10,-132.4181336120757,0.0,0.0,0.0,9.074838580509165e-15,0.0,0.0,-21934.0
t4,22364.159815421543,1.9809225855265377e-10,-94.15981542173868,0.0,0.0,0.0,9.074838580483315e-15,0.0,0.0,-22270.0
t5,23259.913460270123,1.7035998044520198e-10,-95.9134602702936,0.0,0.0,0.0,9.074838580366993e-15,0.0,0.0,-23164.0
t6,24885.847724005027,1.385149900339821e-10,-88.84772400515983,0.0,0.0,0.0,9.074838580224821e-15,0.0,0.0,-24797.0
t7,26506.29572522713,1.2934106083367487e-10,-78.29572522727028,0.0,0.0,0.0,9.074838579901704e-15,0.0,0.0,-26428.0
t8,27855.327303363105,1.2201160489049337e-10,-76.32730336322581,0.0,0.0,0.0,9.074838579681984e-15,0.0,0.0,-27779.0
t9,29344.66172762509,1.1577414562703936e-10,-74.66172762521222,0.0,0.0,0.0,9.074838579526888e-15,0.0,0.0,-29270.0
t10,31502.699228831378,1.1033727754916242e-10,-67.69922883148651,0.0,0.0,0.0,9.074838578906502e-15,0.0,0.0,-31435.0
t11,32781.316323835264,1.1039710350533817e-10,-60.316323835474954,0.0,0.0,0.0,9.074838577510635e-15,0.0,0.0,-32721.0
t12,34316.1580686796,256.8419313207056,-9.578711763167202e-11,0.0,0.0,0.0,9.076399798961325e-15,0.0,0.0,-34573.0
t13,34176.53078672043,107.46921327985775,-9.609461815302453e-11,0.0,0.0,0.0,9.07639986616975e-15,0.0,0.0,-34284.0
t14,32666.035686454623,1.039202695695455e-10,-51.03568645474292,0.0,0.0,0.0,9.074838574344084e-15,0.0,0.0,-32615.0
t15,31758.664782857435,1.0356650729832829e-10,-59.66478285752444,0.0,0.0,0.0,9.074838576308638e-15,0.0,0.0,-31699.0
t16,31280.81467698457,1.0320947106318725e-10,-62.81467698463272,0.0,0.0,0.0,9.074838576786852e-15,0.0,0.0,-31218.0
t17,31922.857112363123,1.0284833761728966e-10,-48.85711236322505,0.0,0.0,0.0,9.074838575714102e-15,0.0,0.0,-31874.0
t18,29924.076884731687,1.0248450741796427e-10,-77.07688473178533,0.0,0.0,0.0,9.074838577148744e-15,0.0,0.0,-29847.0
t19,32252.636836190584,1.0211625597643421e-10,-45.63683619069303,0.0,0.0,0.0,9.074838575856274e-15,0.0,0.0,-32207.0
t20,33069.39039763857,1.0174277666216501e-10,-86.39039763870426,0.0,0.0,0.0,9.074838570957814e-15,0.0,0.0,-32983.0
t21,33752.882697416004,1.0136313629731756e-10,-58.88269741575648,0.0,0.0,0.0,9.074838554362503e-15,0.0,0.0,-33694.0
t22,32165.722525503017,1.0097868265213017e-10,-48.72252550307803,0.0,0.0,0.0,9.074838576075994e-15,0.0,0.0,-32117.0
t23,29915.507769476717,1.0058546414997961e-10,-62.50776947680269,0.0,0.0,0.0,9.074838578622159e-15,0.0,0.0,-29853.0
t24,27193.379636342914,1.0018436742424455e-10,-90.37963634299705,0.0,0.0,0.0,9.074838579940478e-15,0.0,0.0,-27103.0
t25,23623.971423992243,9.977197864860328e-11,-95.97142399234573,0.0,0.0,0.0,9.074838580560864e-15,0.0,0.0,-23528.0
t26,23333.24243294128,9.934563763604032e-11,-98.24243294137396,0.0,0.0,0.0,9.07483858052209e-15,0.0,0.0,-23235.0
t27,23306.449236054817,9.890169195163507e-11,-86.44923605491448,0.0,0.0,0.0,9.07483858049624e-15,0.0,0.0,-23220.0
t28,24067.47596767429,9.843647846805236e-11,-93.47596767440041,0.0,0.0,0.0,9.074838580444541e-15,0.0,0.0,-23974.0
t29,25025.704001495556,9.794353508776955e-11,-103.70400149565775,0.0,0.0,0.0,9.074838580418692e-15,0.0,0.0,-24922.0
t30,27421.430734073474,9.741148283581828e-11,-115.43073407357846,0.0,0.0,0.0,9.074838580237746e-15,0.0,0.0,-27306.0
t31,31218.027652948673,9.681720535106987e-11,-126.02765294875975,0.0,0.0,0.0,9.074838579940478e-15,0.0,0.0,-31092.0
