Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,6363.305820343656,93.55669964369736,0.20242708701482118
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,7.3035517554606814e-9,6.730260793119669e-11,0.0
battery_2,1,31716.534433995304,3795.9878490159367,0.0
fixed_offshore_wind_2,1,1.148222001758289e6,5946.0,0.5747271083392842
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,8.279370856519315e6,32437.74801759578,0.759639191927113
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,339187.9058682479,1960.4999999999998,0.514913448142857
pumped_hydro_2,1,6843.768303379451,388.8944518675605,0.0
