Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,1.6988291522828472e-9,6.912159733474255e-11,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,1.0945699939042529e-8,1.382431946694851e-10,0.0
battery_2,1,10134.442421368945,4812.999999999994,0.0
fixed_offshore_wind_2,1,1.2041580968727705e6,5946.0,0.6027251698184306
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,8.352526530360589e6,36900.9999999994,0.6736595190316758
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,41931.07818246107,280.5682140337917,0.4447933489999996
pumped_hydro_2,1,343.45170575193214,114.48390176846624,0.0
