BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,7.443894730736186e6,26519.048647555137,-31362.77944388941,0.0,0.0,0.0,2.28180550552386e-9,0.0,0.0,-7.439051e6
t1,16620.800093424066,4.473553405800254e-7,-181.80009387890576,0.0,0.0,0.0,6.777900111147816e-12,0.0,0.0,-16439.0
t2,15447.194351102813,1.0920184716090977e-6,-814.1943521948235,0.0,0.0,0.0,6.777900109878517e-12,0.0,0.0,-14633.0
t3,14411.935232217744,4.996947125806676e-7,-408.9352327174406,0.0,0.0,0.0,6.7779001094034434e-12,0.0,0.0,-14003.0
t4,13932.574744904898,3.542568381215247e-7,-301.5747452591595,0.0,0.0,0.0,6.777900109226407e-12,0.0,0.0,-13631.0
t5,13754.394043922348,2.991911594861597e-7,-247.39404422155184,0.0,0.0,0.0,6.777900109075359e-12,0.0,0.0,-13507.0
t6,14462.757924552747,2.638292338267652e-7,-213.7579248165867,0.0,0.0,0.0,6.777900109600782e-12,0.0,0.0,-14249.0
t7,15219.703560087552,2.421011761183593e-7,-178.7035603296583,0.0,0.0,0.0,6.777900110041747e-12,0.0,0.0,-15041.0
t8,15433.067141483762,2.2609181006262237e-7,-165.06714170986646,0.0,0.0,0.0,6.777900109915061e-12,0.0,0.0,-15268.0
t9,16302.546013493326,2.12665501272778e-7,-152.54601370599656,0.0,0.0,0.0,6.777900110166809e-12,0.0,0.0,-16150.0
t10,18319.089262969523,2.0136098793900244e-7,-139.08926317087423,0.0,0.0,0.0,6.7779001115335595e-12,0.0,0.0,-18180.0
t11,19852.142092111273,1.9191389555763178e-7,-132.14209230319872,0.0,0.0,0.0,6.777900112264442e-12,0.0,0.0,-19720.0
t12,21702.501131146168,1.8424169671072062e-7,-125.50113133039483,0.0,0.0,0.0,6.777900113466337e-12,0.0,0.0,-21577.0
t13,23211.30971357217,1.7703439052312515e-7,-121.30971374924725,0.0,0.0,0.0,6.777900115682535e-12,0.0,0.0,-23090.0
t14,23231.785272157744,1.7074495835515662e-7,-112.78527232850453,0.0,0.0,0.0,6.777900114958961e-12,0.0,0.0,-23119.0
t15,23921.148694003343,1.6512440254088262e-7,-106.14869416843507,0.0,0.0,0.0,6.7779001159326595e-12,0.0,0.0,-23815.0
t16,24485.33240338236,1.6015632813923262e-7,-97.33240354250854,0.0,0.0,0.0,6.777900115981385e-12,0.0,0.0,-24388.0
t17,26494.478816373194,1.6411495805315872e-7,-124.47881653732783,0.0,0.0,0.0,6.777900121541775e-12,0.0,0.0,-26370.0
t18,26688.699602604524,1.5184033435394527e-7,-118.69960275637209,0.0,0.0,0.0,6.777900120720751e-12,0.0,0.0,-26570.0
t19,28167.05096224187,2.1876909453395114e-7,-7.050962460630375,0.0,0.0,0.0,6.77790013278031e-12,0.0,0.0,-28160.0
t20,28497.543323788832,1.4473723120301498e-7,-95.54332393355507,0.0,0.0,0.0,6.777900124900586e-12,0.0,0.0,-28402.0
t21,28029.179188078935,1.4163271746807733e-7,-91.17918822056505,0.0,0.0,0.0,6.777900119272791e-12,0.0,0.0,-27938.0
t22,24756.099156572414,1.3885549538925815e-7,-87.09915671126998,0.0,0.0,0.0,6.777900113160991e-12,0.0,0.0,-24669.0
t23,21420.34766523,1.3615361857473272e-7,-82.34766536616588,0.0,0.0,0.0,6.7779001110796005e-12,0.0,0.0,-21338.0
