Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,4.2259619488794003e-7,9.778887033462524e-9,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,2.2330165118590175e-6,1.765693014021963e-8,0.0
battery_2,1,25931.396695746174,4812.9999999997735,0.0
fixed_offshore_wind_2,1,1.4557057795362158e6,5946.0,0.7286339854004572
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,5.988188951197224e6,27363.43839400108,0.6513067060347705
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,8.659662853460759e-8,7.000835466897115e-10,0.0
pumped_hydro_2,1,587.651951808957,195.88397247244393,0.0
