BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.074421143589525e6,50237.392674884504,-59903.60050630584,0.0,0.0,0.0,350.0643106683958,0.0,0.0,-9.065105e6
t1,21227.053248974673,1.9592870400311755e-7,-10.053249170600262,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-21217.0
t2,19603.943315246466,4.07487168138813e-10,-972.9433152476893,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-18631.0
t3,18403.66025778436,4.073362971511846e-10,-626.6602577847657,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17777.0
t4,17626.48772847312,4.073362972010389e-10,-542.4877284735272,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17084.0
t5,17023.953958292146,4.0733629723086015e-10,-498.9539582925506,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-16525.0
t6,17540.409490590337,4.073362972544784e-10,-466.4094905907401,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17074.0
t7,17697.871361052155,4.07336297303506e-10,-388.87136105256036,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17309.0
t8,17472.473682395066,4.073362973228498e-10,-374.473682395471,0.0,0.0,0.0,3.62943063416432e-14,0.0,0.0,-17098.0
t9,19168.08547872451,4.0733629733964e-10,-364.0854787249174,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-18804.0
t10,21376.327217564132,4.0733629735275364e-10,-356.3272175645382,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-21020.0
t11,24096.191372824484,4.0733629736511296e-10,-348.19137282489123,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-23748.0
t12,27069.285184027733,4.0733629740532965e-10,-307.28518402813813,0.0,0.0,0.0,3.6294306341643444e-14,0.0,0.0,-26762.0
t13,29937.03549598811,4.073362974186004e-10,-305.03549598851646,0.0,0.0,0.0,3.629430634164344e-14,0.0,0.0,-29632.0
t14,32095.42929931133,4.073362974253764e-10,-306.4292993117392,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-31789.0
t15,33616.978426247835,4.073362974280887e-10,-308.97842624824534,0.0,0.0,0.0,3.629430634164384e-14,0.0,0.0,-33308.0
t16,35278.93461710976,4.073362974314513e-10,-311.93461711016346,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-34967.0
t17,37430.90560742821,4.0733629747742506e-10,-275.905607428631,0.0,0.0,0.0,3.6294306341644005e-14,0.0,0.0,-37155.0
t18,36895.12437971212,4.07336297473784e-10,-282.1243797125289,0.0,0.0,0.0,3.629430634164385e-14,0.0,0.0,-36613.0
t19,38510.37122942387,786.6287705765967,-4.593186874708988e-10,0.0,0.0,0.0,3.6300043033472554e-14,0.0,0.0,-39297.0
t20,38455.98799189341,3.134983882321411e-9,-24.98799189634714,0.0,0.0,0.0,3.629430634177383e-14,0.0,0.0,-38431.0
t21,35925.36883206515,4.0733629745710816e-10,-306.36883206554097,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-35619.0
t22,33072.89159357066,4.073362975080299e-10,-252.89159357106098,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-32820.0
t23,29089.332892986076,4.0733629752191466e-10,-253.3328929864847,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-28836.0
t24,25750.10504495153,4.073362975238945e-10,-257.1050449519364,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-25493.0
t25,20828.89198473756,4.0733629751934337e-10,-260.89198473796273,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-20568.0
t26,19403.707529750467,4.073362975156407e-10,-263.70752975086884,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-19140.0
t27,18440.567029243557,4.0733629754157106e-10,-243.56702924396313,0.0,0.0,0.0,3.629430634164344e-14,0.0,0.0,-18197.0
t28,18146.184400573886,4.0733629753973224e-10,-249.1844005742923,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17897.0
t29,17897.508814643064,4.0733629753229195e-10,-257.5088146434739,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17640.0
t30,19113.1230967428,4.073362975238512e-10,-266.12309674320517,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-18847.0
t31,20725.209455661734,4.073362975164845e-10,-271.2094556621389,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-20454.0
t32,23440.891855440153,4.0733629753685117e-10,-252.8918554405608,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-23188.0
t33,25601.968666882094,4.0733629753318117e-10,-259.96866688249975,0.0,0.0,0.0,3.6294306341643444e-14,0.0,0.0,-25342.0
t34,26489.533160071223,4.073362975248947e-10,-266.5331600716317,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-26223.0
t35,28196.299789224297,4.0733629751515013e-10,-274.2997892247024,0.0,0.0,0.0,3.6294306341643444e-14,0.0,0.0,-27922.0
t36,30174.24548440029,4.0733629750706217e-10,-278.24548440069935,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-29896.0
t37,31923.049715077337,4.0733629752726135e-10,-259.04971507774087,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-31664.0
t38,32858.52750782853,4.0733629752005676e-10,-267.527507828928,0.0,0.0,0.0,3.629430634164384e-14,0.0,0.0,-32591.0
t39,34593.95381998253,4.0733629750586384e-10,-279.9538199829433,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-34314.0
t40,38190.948021837234,4.073362974841221e-10,-304.94802183764705,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-37886.0
t41,42039.2236939593,4.0733629755784015e-10,-291.2236939597175,0.0,0.0,0.0,3.629430634164441e-14,0.0,0.0,-41748.0
t42,41414.14612632998,3187.85387367049,-4.5931868720896117e-10,0.0,0.0,0.0,3.6300043033474965e-14,0.0,0.0,-44602.0
t43,40852.47593942233,147.52406057813388,-4.593186877484131e-10,0.0,0.0,0.0,3.630004303346974e-14,0.0,0.0,-41000.0
t44,35003.477888856345,4.0733629747525795e-10,-295.47788885675664,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-34708.0
t45,32608.094154991595,4.0733629748379477e-10,-316.0941549920029,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-32292.0
t46,29531.503036710314,4.0733629749099486e-10,-311.5030367107212,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-29220.0
t47,26059.239931914697,4.073362975268091e-10,-274.23993191510306,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-25785.0
t48,23323.301752680487,4.073362975285775e-10,-277.3017526808927,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-23046.0
t49,20813.74735195871,4.0733629752374423e-10,-283.7473519591155,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-20530.0
t50,19209.9118281381,4.073362975164714e-10,-290.9118281385097,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-18919.0
t51,18206.359473379056,4.0733629751021657e-10,-296.3594733794655,0.0,0.0,0.0,3.62943063416432e-14,0.0,0.0,-17910.0
t52,17991.296593929877,4.073362975314469e-10,-274.29659393028294,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17717.0
t53,17733.89407984503,4.073362975277766e-10,-284.8940798454394,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-17449.0
t54,18976.69795056108,4.073362975186721e-10,-296.6979505614871,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-18680.0
t55,20580.32351506237,4.0733629750794306e-10,-307.3235150627776,0.0,0.0,0.0,3.62943063416436e-14,0.0,0.0,-20273.0
t56,23444.51614635602,4.0733629749935936e-10,-315.5161463564289,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-23129.0
t57,25569.94586567976,4.073362975161394e-10,-295.9458656801718,0.0,0.0,0.0,3.62943063416434e-14,0.0,0.0,-25274.0
