Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,351504.78261035436,4122.008183087382,0.25379502899404194
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,170172.88742294643,1684.0810571852744,0.3007378562291424
battery_2,1,39889.534579474705,4813.0,0.0
fixed_offshore_wind_2,1,988127.978571299,5946.0,0.4945941942618982
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,7.296305763561538e6,36901.0,0.588471741277622
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,268309.73142338445,1960.5,0.4073149030000007
pumped_hydro_2,1,10347.858095409794,1798.0,0.0
