Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,10585.734104014458,151.813629140157,0.20752524791279736
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,0.001229311378360298,9.851533832261339e-6,0.0
battery_2,1,17827.08112695535,2430.8666512236687,0.0
fixed_offshore_wind_2,1,1.5448234561550426e6,5946.0,0.7732406420457943
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.1922915512983585e6,26938.4278575072,0.6841319485403083
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,9.677660273155198e-6,7.827065928722732e-8,0.0
pumped_hydro_2,1,1596.9044160140493,173.1191839911014,0.0
