BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,8.968983093406899e6,54144.10268086265,-64424.43301850132,0.0,0.0,0.0,1088.2369307374877,0.0,0.0,-8.959791e6
t1,19725.534482616513,1.7866308602714395e-10,-8.534482616691903,0.0,0.0,0.0,1.165266777197523e-14,0.0,0.0,-19717.0
t2,18514.14234861688,2.8204193071423583e-10,-1069.1423486171652,0.0,0.0,0.0,1.1652246633655153e-14,0.0,0.0,-17445.0
t3,17373.010352484776,1.3179616184741128e-10,-661.0103524849129,0.0,0.0,0.0,1.1652310841024636e-14,0.0,0.0,-16712.0
t4,16740.01882337644,1.3146501526968692e-10,-565.0188233765698,0.0,0.0,0.0,1.1652348493298995e-14,0.0,0.0,-16175.0
t5,16229.277869256213,1.3140106473568257e-10,-507.27786925634604,0.0,0.0,0.0,1.1652275379401207e-14,0.0,0.0,-15722.0
t6,16768.387831817297,1.3147026585743433e-10,-454.38783181742957,0.0,0.0,0.0,1.1652241533069664e-14,0.0,0.0,-16314.0
t7,16974.935090796505,1.319951305652311e-10,-337.9350907966392,0.0,0.0,0.0,1.1652415583863049e-14,0.0,0.0,-16637.0
t8,16796.833797746855,1.3225434640161376e-10,-309.83379774698517,0.0,0.0,0.0,1.165241811580757e-14,0.0,0.0,-16487.0
t9,18436.496379882286,1.3234490552163562e-10,-296.49637988241614,0.0,0.0,0.0,1.165263802030404e-14,0.0,0.0,-18140.0
t10,20612.943704166748,1.3243029471486577e-10,-280.9437041668832,0.0,0.0,0.0,1.1653069761571823e-14,0.0,0.0,-20332.0
t11,23138.28828577228,1.3251061589717533e-10,-267.28828577241114,0.0,0.0,0.0,1.1653294201676096e-14,0.0,0.0,-22871.0
t12,25715.342946243825,1.3299042616922404e-10,-224.34294624395798,0.0,0.0,0.0,1.1653386515949706e-14,0.0,0.0,-25491.0
t13,28146.306511565977,1.330211664903265e-10,-226.30651156611148,0.0,0.0,0.0,1.1653454087930049e-14,0.0,0.0,-27920.0
t14,30070.16338208926,1.328695084476664e-10,-238.16338208939396,0.0,0.0,0.0,1.165343831736776e-14,0.0,0.0,-29832.0
t15,31741.757944798814,1.3263253238113213e-10,-253.75794479894728,0.0,0.0,0.0,1.1653214535161264e-14,0.0,0.0,-31488.0
t16,33727.88052260417,1.3270517460098644e-10,-246.88052260429225,0.0,0.0,0.0,1.165308711596769e-14,0.0,0.0,-33481.0
t17,36208.66127934646,1.3614903981522693e-10,-171.66127934658715,0.0,0.0,0.0,1.1652900317115433e-14,0.0,0.0,-36037.0
t18,36480.36657691226,1.3502523724762102e-10,-164.366576912393,0.0,0.0,0.0,1.1653061762670677e-14,0.0,0.0,-36316.0
t19,38199.43590463105,549.5640953691066,-1.4986166283532956e-10,0.0,0.0,0.0,1.1656187452101268e-14,0.0,0.0,-38749.0
t20,38225.519025772956,1.5122245618303754e-10,-168.51902577309895,0.0,0.0,0.0,1.1653904254807939e-14,0.0,0.0,-38057.0
t21,35207.876602654556,1.3260787368876546e-10,-216.87660265467764,0.0,0.0,0.0,1.1652607330664564e-14,0.0,0.0,-34991.0
t22,32100.889626451175,1.3289750479302925e-10,-201.88962645131377,0.0,0.0,0.0,1.1652244772365489e-14,0.0,0.0,-31899.0
t23,28557.94231669541,1.3290004470991264e-10,-206.94231669554296,0.0,0.0,0.0,1.165250400880814e-14,0.0,0.0,-28351.0
t24,25303.845455220275,1.327376347698366e-10,-215.8454552204073,0.0,0.0,0.0,1.1652585693254713e-14,0.0,0.0,-25088.0
t25,20393.852153884425,1.3266282230603726e-10,-214.85215388456038,0.0,0.0,0.0,1.1652587643443271e-14,0.0,0.0,-20179.0
t26,18702.566642154197,1.3256422394098455e-10,-214.56664215433082,0.0,0.0,0.0,1.1652453320951694e-14,0.0,0.0,-18488.0
t27,17429.647152874535,1.3291137281954667e-10,-184.64715287466439,0.0,0.0,0.0,1.1652315856018741e-14,0.0,0.0,-17245.0
t28,16889.269909778362,1.3297961090358916e-10,-183.26990977849692,0.0,0.0,0.0,1.1652379209036263e-14,0.0,0.0,-16706.0
t29,16480.22475809509,1.3288143134742926e-10,-189.22475809522072,0.0,0.0,0.0,1.1652325620981596e-14,0.0,0.0,-16291.0
t30,17655.698812572602,1.327322465466534e-10,-194.6988125727355,0.0,0.0,0.0,1.1652404317074224e-14,0.0,0.0,-17461.0
t31,18854.0743309671,1.3272106698146858e-10,-191.07433096723656,0.0,0.0,0.0,1.1652560275568071e-14,0.0,0.0,-18663.0
t32,21515.288495768356,1.3306198974680366e-10,-168.28849576848805,0.0,0.0,0.0,1.1652637437478559e-14,0.0,0.0,-21347.0
t33,23615.64149049464,1.3302112355052394e-10,-173.64149049477135,0.0,0.0,0.0,1.1652763116282913e-14,0.0,0.0,-23442.0
t34,24258.536139271648,1.330212573446289e-10,-173.53613927177727,0.0,0.0,0.0,1.1653182588379316e-14,0.0,0.0,-24085.0
t35,25876.918609393262,1.3285572356345795e-10,-178.91860939339412,0.0,0.0,0.0,1.165334643002032e-14,0.0,0.0,-25698.0
t36,27694.585060869726,1.3266288532421981e-10,-185.58506086985886,0.0,0.0,0.0,1.1653269274987386e-14,0.0,0.0,-27509.0
t37,29210.57105277687,1.3309021540754013e-10,-159.57105277700322,0.0,0.0,0.0,1.165336027836148e-14,0.0,0.0,-29051.0
t38,30696.314299827518,1.3311386734151e-10,-159.3142998276498,0.0,0.0,0.0,1.16534525147234e-14,0.0,0.0,-30537.0
t39,33113.28690743563,1.328949707628561e-10,-169.2869074357564,0.0,0.0,0.0,1.165311820514146e-14,0.0,0.0,-32944.0
t40,37588.25669972302,1.3275749024592498e-10,-174.25669972313898,0.0,0.0,0.0,1.1652912330099123e-14,0.0,0.0,-37414.0
