Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,31477.14877855826,378.2588162325592,0.24766637654462145
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,2.9521183531535072e-9,4.9112713895738125e-11,0.0
battery_2,1,45582.637981529304,4813.0,0.0
fixed_offshore_wind_2,1,853044.0188005273,5946.0,0.42697973167261666
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,7.816152194404428e6,36901.0,0.6303991144262147
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,268309.73142338445,1960.4999999999998,0.4073149030000007
pumped_hydro_2,1,8561.464699333366,1798.0,0.0
