BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,8.855749353438059e6,29250.698423508766,-34805.051861987566,0.0,0.0,0.0,7.10851214081693e-11,0.0,0.0,-8.850195e6
t1,22934.76011788941,7.910511925323855e-9,-294.7601178974319,0.0,0.0,0.0,2.11279604281455e-13,0.0,0.0,-22640.0
t2,21208.046897009797,7.954639047118895e-8,-121.04689708933938,0.0,0.0,0.0,2.1126387571393953e-13,0.0,0.0,-21087.0
t3,21120.821351838727,2.1305658425023023e-8,-123.82135186003846,0.0,0.0,0.0,2.1125253542136114e-13,0.0,0.0,-20997.0
t4,21329.979642525246,7.664438810409263e-9,-95.97964253291379,0.0,0.0,0.0,2.1126680325667423e-13,0.0,0.0,-21234.0
t5,21938.231651577902,1.1592203024244423e-8,-102.23165158949568,0.0,0.0,0.0,2.1126843858499043e-13,0.0,0.0,-21836.0
t6,23399.57690107249,6.553077519511572e-9,-99.57690107903674,0.0,0.0,0.0,2.1124700093388148e-13,0.0,0.0,-23300.0
t7,24680.529169530222,6.522499419675438e-9,-89.52916953673707,0.0,0.0,0.0,2.1123778670785597e-13,0.0,0.0,-24591.0
t8,25707.501842138256,6.418668305779754e-9,-89.50184214468307,0.0,0.0,0.0,2.1122189159522729e-13,0.0,0.0,-25618.0
t9,26977.355704959744,6.265518540434453e-9,-94.35570496600738,0.0,0.0,0.0,2.111871875453019e-13,0.0,0.0,-26883.0
t10,29020.30024517827,6.10453706999719e-9,-98.30024518440126,0.0,0.0,0.0,2.111828644770125e-13,0.0,0.0,-28922.0
t11,30250.867551725274,5.996993620784966e-9,-98.86755173126828,0.0,0.0,0.0,2.1117097053564803e-13,0.0,0.0,-30152.0
t12,31695.799544128167,6.147175323380194e-9,-92.79954413435381,0.0,0.0,0.0,2.1113333853735925e-13,0.0,0.0,-31603.0
t13,32062.354732572945,6.115459009917164e-9,-92.35473257905024,0.0,0.0,0.0,2.1114974289013527e-13,0.0,0.0,-31970.0
t14,30829.344686750053,5.895435062971689e-9,-100.34468675596192,0.0,0.0,0.0,2.1116159188209167e-13,0.0,0.0,-30729.0
t15,30692.931625245335,5.823008060282952e-9,-100.93162525120701,0.0,0.0,0.0,2.111579632499177e-13,0.0,0.0,-30592.0
t16,30471.325782376807,5.772824174824323e-9,-98.32578238256743,0.0,0.0,0.0,2.1116122599410225e-13,0.0,0.0,-30373.0
