Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,3.328065253624125e-8,5.20230969414115e-10,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,58776.14070506079,382.1819516944215,0.4577112797139621
battery_2,1,42099.055377977245,3649.7935333769447,0.0
fixed_offshore_wind_2,1,1.346706001499679e6,5946.0,0.6740756098035489
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.949638671503348e6,28099.96970690453,0.7360665738373058
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,3.747300070244819e-8,2.353317540837452e-10,0.0
pumped_hydro_2,1,5605.666894963516,367.8787832599746,0.0
