BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.1460561780165689e7,49189.46675450664,-59265.09825457351,0.0,0.0,0.0,1279.8513343758657,0.0,0.0,-1.1451766e7
t1,34417.86264111459,9.778309322562302e-11,-122.86264111475128,0.0,0.0,0.0,1.5565118996712588e-14,0.0,0.0,-34295.0
t2,35060.28894255406,4.4225694585988156e-11,-1159.2889425540961,0.0,0.0,0.0,1.683985821829795e-14,0.0,0.0,-33901.0
t3,35202.133984717126,3.76418530524512e-11,-1175.1339847171603,0.0,0.0,0.0,1.7166329025973986e-14,0.0,0.0,-34027.0
t4,35446.916455650324,3.609108182502418e-11,-868.9164556503576,0.0,0.0,0.0,1.713923247869746e-14,0.0,0.0,-34578.0
t5,36519.38141785449,3.116677533963065e-11,-913.3814178545224,0.0,0.0,0.0,1.666701979214323e-14,0.0,0.0,-35606.0
t6,37962.67232595791,3.6147080624558114e-11,-898.6723259579455,0.0,0.0,0.0,1.597364200107065e-14,0.0,0.0,-37064.0
t7,39828.31485503577,4.975047609768181e-11,-780.3148550358267,0.0,0.0,0.0,1.5184888646208924e-14,0.0,0.0,-39048.0
t8,42156.605918418194,5.5252424890781696e-11,-894.6059184182553,0.0,0.0,0.0,1.4785649873102188e-14,0.0,0.0,-41262.0
t9,43328.13060607058,9.484305416419822e-11,-119.13060607067261,0.0,0.0,0.0,1.441155001899024e-14,0.0,0.0,-43209.0
t10,43090.72146500914,1331.27853499091,-4.837859783135056e-11,0.0,0.0,0.0,1.5031964583995634e-14,0.0,0.0,-44422.0
t11,42536.57645614749,2253.423543852565,-5.1554261986155204e-11,0.0,0.0,0.0,1.542905108970698e-14,0.0,0.0,-44790.0
t12,41802.22474660944,4213.775253390644,-8.524541330120908e-11,0.0,0.0,0.0,1.4662073804723052e-14,0.0,0.0,-46016.0
t13,41529.118316810476,3734.8816831895806,-5.239756459490996e-11,0.0,0.0,0.0,1.5059060787165024e-14,0.0,0.0,-45264.0
t14,41307.91961957755,8.220181792204106e-11,-128.91961957763118,0.0,0.0,0.0,1.664817329934745e-14,0.0,0.0,-41179.0
t15,39273.5576048857,5.5499351597281487e-11,-351.5576048857508,0.0,0.0,0.0,1.67681041347615e-14,0.0,0.0,-38922.0
t16,37181.04231120317,5.6189491911427445e-11,-370.04231120321873,0.0,0.0,0.0,1.6602444698300925e-14,0.0,0.0,-36811.0
t17,37270.36775179261,6.447272103074604e-11,-301.36775179267397,0.0,0.0,0.0,1.5679067671759426e-14,0.0,0.0,-36969.0
t18,37580.018625535464,6.159185771711924e-11,-303.0186255355152,0.0,0.0,0.0,1.5021216147210536e-14,0.0,0.0,-37277.0
t19,40684.0629650123,5.5134942760262494e-11,-245.0629650123559,0.0,0.0,0.0,1.4192182772611518e-14,0.0,0.0,-40439.0
t20,41871.782394384456,5.407101340297405e-11,-235.7823943845094,0.0,0.0,0.0,1.3959181206940771e-14,0.0,0.0,-41636.0
t21,40992.07671534761,4.714762447443576e-11,-293.0767153476668,0.0,0.0,0.0,1.4476575344241427e-14,0.0,0.0,-40699.0
t22,39574.00274890278,6.44144282385626e-11,-206.00274890284044,0.0,0.0,0.0,1.5164865905373828e-14,0.0,0.0,-39368.0
t23,37166.56685076881,6.43094283168499e-11,-199.56685076888368,0.0,0.0,0.0,1.5777690211654394e-14,0.0,0.0,-36967.0
