Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,235432.3297127088,3304.2896544569703,0.21205509527083277
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,1.5452377571605688e6,9501.0,0.4840460894970231
battery_2,1,27548.39393541861,3137.3809152525782,0.0
fixed_offshore_wind_2,1,1.2505095744260503e6,5946.0,0.6259257796488087
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,8.078124854414791e6,36901.0,0.6515280956393289
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,351257.264451576,1960.5,0.533235667
pumped_hydro_2,1,21641.07281908803,1798.0,0.0
