BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,7.70619765173088e6,32568.916029831395,-38521.567760707265,0.0,0.0,0.0,1.8325085630937912e-11,0.0,0.0,-7.700245e6
t1,16716.71685573254,7.2840182162163995e-9,-253.7168557398196,0.0,0.0,0.0,5.4473953726770864e-14,0.0,0.0,-16463.0
t2,14798.686351923334,4.009429656618391e-8,-241.68635196342518,0.0,0.0,0.0,5.445837944740089e-14,0.0,0.0,-14557.0
t3,14076.289696584401,3.1181523889797025e-8,-149.28969661558153,0.0,0.0,0.0,5.447184164425153e-14,0.0,0.0,-13927.0
t4,13701.441861718828,3.6763203273909516e-9,-129.44186172250076,0.0,0.0,0.0,5.4478257732131687e-14,0.0,0.0,-13572.0
t5,13688.02734976048,4.6420047226729074e-9,-120.02734976512077,0.0,0.0,0.0,5.447736357222674e-14,0.0,0.0,-13568.0
t6,14605.041389129345,2.635687532261183e-9,-111.04138913197582,0.0,0.0,0.0,5.447017501352116e-14,0.0,0.0,-14494.0
t7,15091.690368175827,2.5636724609593338e-9,-90.6903681783901,0.0,0.0,0.0,5.44725399800738e-14,0.0,0.0,-15001.0
t8,15497.4356031806,2.7810925981502024e-9,-87.4356031833825,0.0,0.0,0.0,5.4476295228569087e-14,0.0,0.0,-15410.0
t9,16815.095170047258,2.8039425803041746e-9,-88.09517005005905,0.0,0.0,0.0,5.446950176161093e-14,0.0,0.0,-16727.0
t10,18945.89631270162,2.8271530796100395e-9,-87.89631270444823,0.0,0.0,0.0,5.4461193999729195e-14,0.0,0.0,-18858.0
t11,20796.46308176978,2.869537847815253e-9,-85.46308177264572,0.0,0.0,0.0,5.446035473388535e-14,0.0,0.0,-20711.0
t12,22636.156672410878,3.100061284001305e-9,-75.15667241397736,0.0,0.0,0.0,5.4442160299551497e-14,0.0,0.0,-22561.0
t13,24163.977628402048,3.069003653312302e-9,-74.9776284051192,0.0,0.0,0.0,5.4438281932209667e-14,0.0,0.0,-24089.0
t14,24328.400679899936,2.987581052500443e-9,-75.40067990292349,0.0,0.0,0.0,5.4442325365573906e-14,0.0,0.0,-24253.0
t15,24753.841646828692,2.8429940613984417e-9,-77.84164683153418,0.0,0.0,0.0,5.442770502458183e-14,0.0,0.0,-24676.0
t16,25665.854069576042,2.7490394847520463e-9,-78.85406957878921,0.0,0.0,0.0,5.441730990599563e-14,0.0,0.0,-25587.0
t17,27337.124322768595,2.7971800376609196e-9,-70.12432277138707,0.0,0.0,0.0,5.4409525010269e-14,0.0,0.0,-27267.0
t18,26460.962769801146,2.766311976542932e-9,-70.96276980391067,0.0,0.0,0.0,5.440740351920644e-14,0.0,0.0,-26390.0
t19,28514.939503685648,2.6184758529367904e-9,-72.93950368826432,0.0,0.0,0.0,5.4405198628708584e-14,0.0,0.0,-28442.0
t20,28675.456655272872,2.4844431308023274e-9,-75.45665527535398,0.0,0.0,0.0,5.440498990760604e-14,0.0,0.0,-28600.0
t21,27450.608464140216,2.4113540385117265e-9,-76.60846414262191,0.0,0.0,0.0,5.4406329102494486e-14,0.0,0.0,-27374.0
t22,24935.179611036107,2.516684920984176e-9,-69.1796110386239,0.0,0.0,0.0,5.4414763713152775e-14,0.0,0.0,-24866.0
t23,21667.49670491575,2.4964456446227448e-9,-70.49670491824436,0.0,0.0,0.0,5.4428033131616755e-14,0.0,0.0,-21597.0
t24,18933.11413697971,2.396365349943691e-9,-73.11413698210917,0.0,0.0,0.0,5.444045480380879e-14,0.0,0.0,-18860.0
t25,15135.020274978426,2.3366928652235646e-9,-74.02027498076083,0.0,0.0,0.0,5.447037776049087e-14,0.0,0.0,-15061.0
t26,14035.712119087699,2.2496620395235376e-9,-75.71211908994398,0.0,0.0,0.0,5.447477160899331e-14,0.0,0.0,-13960.0
t27,13316.870933565351,2.326783741390657e-9,-66.87093356767532,0.0,0.0,0.0,5.447863826003927e-14,0.0,0.0,-13250.0
t28,13273.781311103874,2.2686090700204523e-9,-69.78131110614201,0.0,0.0,0.0,5.4477552581965116e-14,0.0,0.0,-13204.0
t29,13400.877401434962,2.1899822994602024e-9,-71.87740143715321,0.0,0.0,0.0,5.4476380969071806e-14,0.0,0.0,-13329.0
t30,14751.269070764094,2.0926432885678206e-9,-75.26907076618313,0.0,0.0,0.0,5.446492270800825e-14,0.0,0.0,-14676.0
t31,16927.024893404105,2.051986166482052e-9,-75.02489340615327,0.0,0.0,0.0,5.4452607315367804e-14,0.0,0.0,-16852.0
t32,21013.565260426843,2.0892482699932663e-9,-67.56526042893059,0.0,0.0,0.0,5.4432101689283266e-14,0.0,0.0,-20946.0
t33,22552.683214112414,2.0632420740596134e-9,-68.68321411447708,0.0,0.0,0.0,5.4428417268623694e-14,0.0,0.0,-22484.0
t34,23078.878274022103,2.0228029617013385e-9,-69.87827402412434,0.0,0.0,0.0,5.4437580952868236e-14,0.0,0.0,-23009.0
t35,23533.46920831406,1.965371395580555e-9,-71.46920831602912,0.0,0.0,0.0,5.4443475642289014e-14,0.0,0.0,-23462.0
t36,24536.028396491627,1.911232426042197e-9,-72.0283964935348,0.0,0.0,0.0,5.443241079524749e-14,0.0,0.0,-24464.0
t37,25074.55234583741,1.988914156943052e-9,-64.5523458393999,0.0,0.0,0.0,5.443562996613723e-14,0.0,0.0,-25010.0
t38,25013.23034091055,1.9805020952331846e-9,-66.23034091252963,0.0,0.0,0.0,5.44366641436675e-14,0.0,0.0,-24947.0
t39,26229.12090756493,1.9095839690817514e-9,-68.12090756684067,0.0,0.0,0.0,5.442212229074582e-14,0.0,0.0,-26161.0
t40,28737.170998005793,1.8404035173500011e-9,-68.17099800763656,0.0,0.0,0.0,5.441287239520553e-14,0.0,0.0,-28669.0
t41,32347.36888076862,1.7537589887938805e-9,-62.36888077036946,0.0,0.0,0.0,5.440327829104832e-14,0.0,0.0,-32285.0
t42,34554.805746328406,1.7010620998931493e-9,-55.805746330104796,0.0,0.0,0.0,5.4394456548086365e-14,0.0,0.0,-34499.0
t43,32849.593667956215,1.7166237983415558e-9,-61.59366795793235,0.0,0.0,0.0,5.4398971462168603e-14,0.0,0.0,-32788.0
t44,28275.54955803582,1.700750050717068e-9,-71.54955803751812,0.0,0.0,0.0,5.440684933948087e-14,0.0,0.0,-28204.0
t45,26711.04743131771,1.6388767934029197e-9,-74.04743131934775,0.0,0.0,0.0,5.440842659856794e-14,0.0,0.0,-26637.0
t46,23165.727808402495,1.6349082520601615e-9,-73.72780840413381,0.0,0.0,0.0,5.44221887073399e-14,0.0,0.0,-23092.0
t47,19798.91171945741,1.7054646561688176e-9,-63.91171945911666,0.0,0.0,0.0,5.443776606955906e-14,0.0,0.0,-19735.0
t48,17514.613865799318,1.6831941755615296e-9,-65.61386580100269,0.0,0.0,0.0,5.445067949630087e-14,0.0,0.0,-17449.0
t49,15494.76159539788,1.6320705767344783e-9,-67.76159539951514,0.0,0.0,0.0,5.4466445858069525e-14,0.0,0.0,-15427.0
t50,14257.868682955874,1.579001965306473e-9,-69.86868295745232,0.0,0.0,0.0,5.447307473967526e-14,0.0,0.0,-14188.0
t51,13512.892118605569,1.5502509873568314e-9,-69.89211860712255,0.0,0.0,0.0,5.447559653779397e-14,0.0,0.0,-13443.0
t52,13368.884517840102,1.5902891295351526e-9,-62.88451784169263,0.0,0.0,0.0,5.447777670349416e-14,0.0,0.0,-13306.0
t53,13313.956040128302,1.5861144027144786e-9,-62.956040129886446,0.0,0.0,0.0,5.4478702222558196e-14,0.0,0.0,-13251.0
