BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.781116071006302e6,25460.994983772827,-30355.06599009173,0.0,0.0,0.0,5.664840205355612e-12,0.0,0.0,-9.776222e6
t1,22609.61293467501,3.714089167485447e-10,-364.61293467513394,0.0,0.0,0.0,1.683232402540329e-14,0.0,0.0,-22245.0
t2,21620.946985785096,2.8104517810971546e-9,-65.94698578790529,0.0,0.0,0.0,1.683280144227749e-14,0.0,0.0,-21555.0
t3,21879.099871400547,5.294306158629544e-10,-70.0998714010723,0.0,0.0,0.0,1.6832690109789948e-14,0.0,0.0,-21809.0
t4,22415.116906620926,3.4203267831009963e-10,-49.11690662126648,0.0,0.0,0.0,1.6832683212241012e-14,0.0,0.0,-22366.0
t5,23471.566883342188,2.7131510211389225e-10,-50.566883342456585,0.0,0.0,0.0,1.6832693121354225e-14,0.0,0.0,-23421.0
t6,25248.071698927706,2.474932981762741e-10,-48.07169892795452,0.0,0.0,0.0,1.6832813600068272e-14,0.0,0.0,-25200.0
t7,27043.440158528036,2.3728763271853664e-10,-41.44015852826663,0.0,0.0,0.0,1.683286442191586e-14,0.0,0.0,-27002.0
t8,28975.218480614123,2.2950596513035755e-10,-43.21848061435378,0.0,0.0,0.0,1.683318075490419e-14,0.0,0.0,-28932.0
t9,31496.19961879362,2.2308213693621115e-10,-45.19961879383864,0.0,0.0,0.0,1.683347137223668e-14,0.0,0.0,-31451.0
t10,33793.59519986274,2.1787576424765827e-10,-45.59519986296936,0.0,0.0,0.0,1.6833338166463568e-14,0.0,0.0,-33748.0
t11,34782.727118731964,2.102395555271871e-10,-52.72711873218604,0.0,0.0,0.0,1.683326956171915e-14,0.0,0.0,-34730.0
t12,35366.46530603536,1235.5346939649519,-1.9176001765029613e-10,0.0,0.0,0.0,1.6836416968840943e-14,0.0,0.0,-36602.0
t13,34808.368133011245,1817.6318669889126,-1.9455800223748466e-10,0.0,0.0,0.0,1.6836479547813705e-14,0.0,0.0,-36626.0
t14,34256.2207935232,1.8511707976517097e-10,-6.2207935252369255,0.0,0.0,0.0,1.6831025969183276e-14,0.0,0.0,-34250.0
t15,33117.19067014381,2.1008923032808933e-10,-94.19067014234236,0.0,0.0,0.0,1.683319014295824e-14,0.0,0.0,-33023.0
t16,31606.75750181233,2.0735532784845698e-10,-86.75750181254129,0.0,0.0,0.0,1.6833551164385625e-14,0.0,0.0,-31520.0
t17,31875.671520125798,2.0799747947873606e-10,-161.6715201260039,0.0,0.0,0.0,1.6834530285455738e-14,0.0,0.0,-31714.0
t18,30274.201044110217,2.0515078509552482e-10,-64.20104411042313,0.0,0.0,0.0,1.6834289665963236e-14,0.0,0.0,-30210.0
t19,32188.09677744079,2.0163051348090036e-10,-107.0967774409847,0.0,0.0,0.0,1.6835321022429206e-14,0.0,0.0,-32081.0
t20,33203.2611718858,1.9643050223911554e-10,-130.26117188603305,0.0,0.0,0.0,1.6836050007442504e-14,0.0,0.0,-33073.0
t21,34169.2429985104,399.75700148931924,-1.908805128974479e-10,0.0,0.0,0.0,1.6840745555187575e-14,0.0,0.0,-34569.0
t22,33125.14186315851,2.0208607574397417e-10,-70.14186315871441,0.0,0.0,0.0,1.6834972523424158e-14,0.0,0.0,-33055.0
t23,30799.771884637496,2.0357658663851888e-10,-44.77188463770132,0.0,0.0,0.0,1.6833883242705216e-14,0.0,0.0,-30755.0
t24,28100.762966443963,2.0228872932956976e-10,-40.76296644417161,0.0,0.0,0.0,1.683337183942888e-14,0.0,0.0,-28060.0
t25,24398.65075793254,2.0047124699891327e-10,-49.65075793273499,0.0,0.0,0.0,1.683288936672338e-14,0.0,0.0,-24349.0
t26,23937.422131571137,1.9963658925950487e-10,-53.4221315713407,0.0,0.0,0.0,1.6832947044140487e-14,0.0,0.0,-23884.0
t27,23771.87625151971,2.008380889046684e-10,-46.876251519911584,0.0,0.0,0.0,1.6832768786595697e-14,0.0,0.0,-23725.0
t28,24157.478906206044,2.0036085669197902e-10,-50.47890620624391,0.0,0.0,0.0,1.683276431973638e-14,0.0,0.0,-24107.0
t29,24738.770967309298,1.9962929528573664e-10,-54.770967309495646,0.0,0.0,0.0,1.6832767920847788e-14,0.0,0.0,-24684.0
t30,26808.259850849245,1.9881093176444518e-10,-58.25985084944,0.0,0.0,0.0,1.6832853445293755e-14,0.0,0.0,-26750.0
t31,29827.109704901435,1.986181586316203e-10,-58.109704901638146,0.0,0.0,0.0,1.683291622070899e-14,0.0,0.0,-29769.0
t32,34529.57297540408,2.0031523019114907e-10,-56.5729754042792,0.0,0.0,0.0,1.6833309220383093e-14,0.0,0.0,-34473.0
t33,35899.88993121029,1.995791674425549e-10,-63.889931210488456,0.0,0.0,0.0,1.6833596545149004e-14,0.0,0.0,-35836.0
t34,35942.7149821012,1.9910914208603044e-10,-63.714982101387946,0.0,0.0,0.0,1.68335399502916e-14,0.0,0.0,-35879.0
t35,35647.250337467354,1.9866327065755534e-10,-59.25033746754851,0.0,0.0,0.0,1.6833350990406163e-14,0.0,0.0,-35588.0
t36,36147.362076221565,1.9811576050737343e-10,-60.36207622175418,0.0,0.0,0.0,1.6833385993212942e-14,0.0,0.0,-36087.0
t37,36159.4935299757,1.9977911608079067e-10,-50.493529975901964,0.0,0.0,0.0,1.6833310766131626e-14,0.0,0.0,-36109.0
t38,35249.35218999609,1.9988533181310825e-10,-50.352189996299344,0.0,0.0,0.0,1.6833369086384392e-14,0.0,0.0,-35199.0
t39,35897.32137943652,1.9961231828055485e-10,-50.32137943671164,0.0,0.0,0.0,1.6833479839238043e-14,0.0,0.0,-35847.0
t40,37467.798344510746,1.9748397696080357e-10,-59.79834451094396,0.0,0.0,0.0,1.683408200484247e-14,0.0,0.0,-37408.0
t41,39738.84012588672,146.1598741136135,-1.872963214577008e-10,0.0,0.0,0.0,1.6839082557563564e-14,0.0,0.0,-39885.0
t42,39738.840125886214,605.1598741138007,-1.8789645715246434e-10,0.0,0.0,0.0,1.6838687230842988e-14,0.0,0.0,-40344.0
t43,37490.94474703661,1.9564520480954237e-10,-37.94474703680423,0.0,0.0,0.0,1.6835129322688937e-14,0.0,0.0,-37453.0
t44,34030.07927898462,1.9753272151050868e-10,-35.079278984817854,0.0,0.0,0.0,1.683367593208931e-14,0.0,0.0,-33995.0
t45,34571.48458148264,1.9602874123980887e-10,-38.484581482837164,0.0,0.0,0.0,1.683379832191369e-14,0.0,0.0,-34533.0
t46,30949.02271916758,1.9639710059047768e-10,-37.02271916777953,0.0,0.0,0.0,1.6832961576734497e-14,0.0,0.0,-30912.0
t47,27836.210316461355,1.9754997599823122e-10,-33.2103164615523,0.0,0.0,0.0,1.6832729662658783e-14,0.0,0.0,-27803.0
t48,25721.032904553158,1.971016085204146e-10,-36.03290455334601,0.0,0.0,0.0,1.683269077198034e-14,0.0,0.0,-25685.0
t49,23750.58996031033,1.9619210139065663e-10,-39.58996031053379,0.0,0.0,0.0,1.6832667060757608e-14,0.0,0.0,-23711.0
t50,22889.113661407442,1.9524198121996978e-10,-43.11366140763373,0.0,0.0,0.0,1.6832702264252622e-14,0.0,0.0,-22846.0
t51,22087.464092184688,1.9472365411360708e-10,-45.46409218487606,0.0,0.0,0.0,1.6832696029960366e-14,0.0,0.0,-22042.0
t52,22323.411179879462,1.9644004669090967e-10,-38.41117987965859,0.0,0.0,0.0,1.6832615112651917e-14,0.0,0.0,-22285.0
t53,22780.959185148437,1.962574685370587e-10,-40.95918514863488,0.0,0.0,0.0,1.6832645707497223e-14,0.0,0.0,-22740.0
t54,24681.453865676307,1.956209904816911e-10,-44.453865676500286,0.0,0.0,0.0,1.6832672918042913e-14,0.0,0.0,-24637.0
t55,27659.16459149292,1.9476353988453004e-10,-48.16459149311715,0.0,0.0,0.0,1.6832868547673036e-14,0.0,0.0,-27611.0
t56,32127.767982139227,1.943550535702536e-10,-50.7679821394153,0.0,0.0,0.0,1.683340825040079e-14,0.0,0.0,-32077.0
t57,34063.56907353974,1.9598797713065972e-10,-44.569073539939424,0.0,0.0,0.0,1.6833557208193696e-14,0.0,0.0,-34019.0
t58,34568.35151931663,1.9608709713266464e-10,-47.351519316815754,0.0,0.0,0.0,1.6833722248070844e-14,0.0,0.0,-34521.0
t59,34383.042212715125,1.9585645820487262e-10,-46.04221271530948,0.0,0.0,0.0,1.6833188655564714e-14,0.0,0.0,-34337.0
t60,34902.7285187789,1.9504876950343744e-10,-48.728518779098465,0.0,0.0,0.0,1.6833249769884955e-14,0.0,0.0,-34854.0
t61,34030.146562347945,1.9417222095002348e-10,-51.146562348134864,0.0,0.0,0.0,1.6833269238905453e-14,0.0,0.0,-33979.0
t62,32412.162587380895,1.9576922470880781e-10,-46.16258738108734,0.0,0.0,0.0,1.6833114661467187e-14,0.0,0.0,-32366.0
t63,32591.144811240512,1.9558083932168737e-10,-48.144811240714404,0.0,0.0,0.0,1.683306383219436e-14,0.0,0.0,-32543.0
t64,34240.85017546172,1.953797042345027e-10,-48.85017546190457,0.0,0.0,0.0,1.683317865932612e-14,0.0,0.0,-34192.0
t65,36550.662415426516,1.9755148911189487e-10,-47.662415426696676,0.0,0.0,0.0,1.6833586623608695e-14,0.0,0.0,-36503.0
t66,37391.80340718386,1.9556194270574837e-10,-44.80340718404237,0.0,0.0,0.0,1.6833845384251242e-14,0.0,0.0,-37347.0
t67,34562.77098483579,1.9625771850812815e-10,-42.77098483598108,0.0,0.0,0.0,1.6833124282889568e-14,0.0,0.0,-34520.0
t68,31130.98016705473,1.9542528623433918e-10,-46.98016705492435,0.0,0.0,0.0,1.6832841096307928e-14,0.0,0.0,-31084.0
t69,31565.452771396664,1.9455472054652924e-10,-47.45277139685333,0.0,0.0,0.0,1.6833039151748595e-14,0.0,0.0,-31518.0
t70,28537.118852034357,1.9328922555817364e-10,-50.118852034547764,0.0,0.0,0.0,1.6832847663882885e-14,0.0,0.0,-28487.0
t71,25590.27105586772,1.9266720302769968e-10,-50.271055867912246,0.0,0.0,0.0,1.6832732554779473e-14,0.0,0.0,-25540.0
t72,23753.09468919634,1.9522401386381312e-10,-40.09468919653739,0.0,0.0,0.0,1.683259934752002e-14,0.0,0.0,-23713.0
t73,21844.369769920377,1.9487078166401435e-10,-41.369769920567606,0.0,0.0,0.0,1.683259101651232e-14,0.0,0.0,-21803.0
t74,21143.416626935345,1.9399206235070972e-10,-43.41662693553579,0.0,0.0,0.0,1.683261789983699e-14,0.0,0.0,-21100.0
t75,20769.251538305063,1.9300567191661334e-10,-45.251538305254364,0.0,0.0,0.0,1.6832613104554658e-14,0.0,0.0,-20724.0
t76,21067.4506489306,1.9244692703016255e-10,-46.4506489307924,0.0,0.0,0.0,1.6832643362937787e-14,0.0,0.0,-21021.0
t77,21660.24494707067,1.9513823700125503e-10,-38.2449470708685,0.0,0.0,0.0,1.6832566491447263e-14,0.0,0.0,-21622.0
t78,23449.794817163034,1.9474317028014865e-10,-40.79481716322316,0.0,0.0,0.0,1.6832648187934e-14,0.0,0.0,-23409.0
t79,26349.924478239394,1.935433350911489e-10,-44.924478239583664,0.0,0.0,0.0,1.683281678457792e-14,0.0,0.0,-26305.0
t80,30860.839401850368,1.9241344558239192e-10,-47.83940185056242,0.0,0.0,0.0,1.683327689959959e-14,0.0,0.0,-30813.0
t81,32748.59477609214,1.9243055941542313e-10,-47.59477609233388,0.0,0.0,0.0,1.6833389936583255e-14,0.0,0.0,-32701.0
t82,33374.11560284227,1.9508872913944505e-10,-39.115602842465044,0.0,0.0,0.0,1.683318560598244e-14,0.0,0.0,-33335.0
t83,33526.918724278956,1.9474009248736134e-10,-40.91872427914739,0.0,0.0,0.0,1.6833110142398555e-14,0.0,0.0,-33486.0
t84,33756.673587245146,1.936130385567088e-10,-43.673587245339974,0.0,0.0,0.0,1.6833177519148117e-14,0.0,0.0,-33713.0
t85,33128.50556879362,1.9197827686561515e-10,-46.505568793811875,0.0,0.0,0.0,1.683311213471476e-14,0.0,0.0,-33082.0
t86,30977.75076689164,1.9096195617861745e-10,-48.75076689183086,0.0,0.0,0.0,1.6833055941983453e-14,0.0,0.0,-30929.0
t87,30849.247012626292,1.939482703670983e-10,-39.24701262648533,0.0,0.0,0.0,1.6833017630512384e-14,0.0,0.0,-30810.0
t88,32118.11883814207,1.9343859776394352e-10,-42.1188381422625,0.0,0.0,0.0,1.683325205153989e-14,0.0,0.0,-32076.0
t89,34378.64595941777,1.9270313359532197e-10,-44.64595941797245,0.0,0.0,0.0,1.683351578343452e-14,0.0,0.0,-34334.0
t90,35959.22899741553,1.935770362481752e-10,-52.22899741572749,0.0,0.0,0.0,1.6834324135600413e-14,0.0,0.0,-35907.0
t91,33354.36879831798,1.9017424506248663e-10,-50.368798318170256,0.0,0.0,0.0,1.6833688126036933e-14,0.0,0.0,-33304.0
t92,29883.049252768033,1.931056793028387e-10,-40.04925276823145,0.0,0.0,0.0,1.6832919587062663e-14,0.0,0.0,-29843.0
t93,30117.46988842364,1.9252400947012045e-10,-42.46988842383582,0.0,0.0,0.0,1.6833268453788267e-14,0.0,0.0,-30075.0
t94,26604.269322658613,1.9141450927575157e-10,-45.269322658804924,0.0,0.0,0.0,1.6832956961628903e-14,0.0,0.0,-26559.0
t95,23902.770355663037,1.9018830897490553e-10,-47.770355663223526,0.0,0.0,0.0,1.6832818354922153e-14,0.0,0.0,-23855.0
