Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,4.3930425708168e-9,7.275957614183426e-11,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,7.451589852874178e-9,5.820766091346741e-11,0.0
battery_2,1,20308.752541584814,3294.633135756194,0.0
fixed_offshore_wind_2,1,1.353847599918966e6,5946.0,0.6776502410178541
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,8.052090345122509e6,32676.23856052069,0.7333939172403026
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,375178.12596482405,1960.4999999999998,0.5695493830000001
pumped_hydro_2,1,5152.242442187993,413.29521681501933,0.0
