Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,2.8702871049056446e-9,1.0913936421275139e-10,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,3.6830987996173294e-8,3.510649548843503e-10,0.0
battery_2,1,34661.483734976915,4812.999999999999,0.0
fixed_offshore_wind_2,1,1.3266127021798603e6,5946.0,0.6640181785773651
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,9.16495952206696e6,36360.6133508596,0.7501706580426003
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,6.8375811679288745e-9,4.5702108764089644e-11,0.0
pumped_hydro_2,1,337.00051961154395,112.33350578607178,0.0
