BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.918606658572305e6,41186.860608441515,-49032.519180750605,0.0,0.0,0.0,5.3620634906630505e-12,0.0,0.0,-9.910761e6
t1,23192.99999999993,5.823118800005231e-10,-4.773633598845973e-10,0.0,0.0,0.0,1.593366074706858e-14,0.0,0.0,-23193.0
t2,21685.35340509777,1.518884099638793e-9,-51.35340509929063,0.0,0.0,0.0,1.593366074702496e-14,0.0,0.0,-21634.0
t3,21549.55169545053,8.432350608915063e-10,-52.55169545136982,0.0,0.0,0.0,1.5933660747530638e-14,0.0,0.0,-21497.0
t4,21495.620463077565,6.298775626011069e-10,-36.620463078192756,0.0,0.0,0.0,1.5933660746992648e-14,0.0,0.0,-21459.0
t5,22024.130560474536,5.288631708375758e-10,-37.13056047506435,0.0,0.0,0.0,1.5933660746921562e-14,0.0,0.0,-21987.0
t6,23537.37000159105,4.760762366320358e-10,-34.37000159153324,0.0,0.0,0.0,1.593366074669861e-14,0.0,0.0,-23503.0
t7,24856.0810712555,4.279644802612794e-10,-29.08107125593035,0.0,0.0,0.0,1.5933660746060454e-14,0.0,0.0,-24827.0
t8,25973.79077067929,3.9725399949929277e-10,-28.79077067968342,0.0,0.0,0.0,1.5933660745572547e-14,0.0,0.0,-25945.0
t9,27089.89604994571,3.7320283088938367e-10,-29.89604994608584,0.0,0.0,0.0,1.5933660744840686e-14,0.0,0.0,-27060.0
t10,29236.011250056505,3.5359200524677357e-10,-31.011250056859087,0.0,0.0,0.0,1.593366074332365e-14,0.0,0.0,-29205.0
t11,30428.78290672844,3.273288788019293e-10,-31.782906728767763,0.0,0.0,0.0,1.5933660742299367e-14,0.0,0.0,-30397.0
t12,31990.842830372836,3.0981468306612356e-10,-25.842830373150527,0.0,0.0,0.0,1.5933660739916376e-14,0.0,0.0,-31965.0
t13,32028.99170391254,2.987761242548394e-10,-26.991703912839146,0.0,0.0,0.0,1.5933660739147357e-14,0.0,0.0,-32002.0
