BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,8.99341466371105e6,21902.35908401687,-25910.02279491989,0.0,0.0,0.0,8.725155376721624e-11,0.0,0.0,-8.989407e6
t1,20468.61978268235,1.5861144164742206e-8,-117.61978270069922,0.0,0.0,0.0,2.5947367695095743e-13,0.0,0.0,-20351.0
t2,19212.129171104614,4.938383511150488e-8,-529.1291711539983,0.0,0.0,0.0,2.5939114622007417e-13,0.0,0.0,-18683.0
t3,18521.89631065629,2.5683493775485905e-8,-335.89631068197184,0.0,0.0,0.0,2.594330032965814e-13,0.0,0.0,-18186.0
t4,18429.959788943186,1.4552119814591772e-8,-293.9597889577378,0.0,0.0,0.0,2.594424414664049e-13,0.0,0.0,-18136.0
t5,18684.631068277657,1.2168886947656868e-8,-274.63106828982467,0.0,0.0,0.0,2.594379991039192e-13,0.0,0.0,-18410.0
t6,19751.743893641993,8.2909242875884e-9,-256.7438936502818,0.0,0.0,0.0,2.59402153424915e-13,0.0,0.0,-19495.0
t7,21181.973504432695,7.3623292766158844e-9,-209.97350444005684,0.0,0.0,0.0,2.593680006587385e-13,0.0,0.0,-20972.0
t8,22849.410085942432,6.676403051881364e-9,-201.41008594910795,0.0,0.0,0.0,2.593689018720104e-13,0.0,0.0,-22648.0
t9,24114.377752729128,6.468825458592329e-9,-200.3777527355982,0.0,0.0,0.0,2.593722516525914e-13,0.0,0.0,-23914.0
t10,25885.63924135327,6.451753299182128e-9,-199.6392413597234,0.0,0.0,0.0,2.5939130839987307e-13,0.0,0.0,-25686.0
t11,26768.333934916758,6.391785608896239e-9,-195.3339349231468,0.0,0.0,0.0,2.594240668966105e-13,0.0,0.0,-26573.0
t12,27865.75255994843,6.467467961597626e-9,-167.7525599548969,0.0,0.0,0.0,2.594224892301209e-13,0.0,0.0,-27698.0
t13,28521.430663676496,6.349614306549307e-9,-168.43066368284653,0.0,0.0,0.0,2.5944378496245486e-13,0.0,0.0,-28353.0
t14,26657.0697070642,6.131173706484039e-9,-175.06970707033452,0.0,0.0,0.0,2.5948732118231415e-13,0.0,0.0,-26482.0
t15,25395.515615344964,5.916555258621931e-9,-180.51561535087959,0.0,0.0,0.0,2.594134793784516e-13,0.0,0.0,-25215.0
t16,25354.05338475827,5.743224064169336e-9,-183.05338476401695,0.0,0.0,0.0,2.593105271540365e-13,0.0,0.0,-25171.0
t17,26427.144226767196,5.686052714795596e-9,-164.14422677288184,0.0,0.0,0.0,2.5918384465112766e-13,0.0,0.0,-26263.0
t18,27285.84810790519,5.571249131200186e-9,-164.84810791076296,0.0,0.0,0.0,2.591556486799901e-13,0.0,0.0,-27121.0
t19,31005.636878889534,5.392444481554744e-9,-174.6368788949261,0.0,0.0,0.0,2.5906452389641085e-13,0.0,0.0,-30831.0
t20,30827.960367983123,5.268122299390791e-9,-178.96036798838935,0.0,0.0,0.0,2.5907021641053956e-13,0.0,0.0,-30649.0
t21,29553.571897541602,5.166014507269443e-9,-179.5718975467659,0.0,0.0,0.0,2.5908545738286784e-13,0.0,0.0,-29374.0
t22,27653.901448760906,5.162178619298085e-9,-157.90144876606814,0.0,0.0,0.0,2.591564311546261e-13,0.0,0.0,-27496.0
t23,25194.99230326248,5.089876834293616e-9,-160.99230326756833,0.0,0.0,0.0,2.5923698448543633e-13,0.0,0.0,-25034.0
t24,21918.43334945443,4.978309649419806e-9,-169.43334945940478,0.0,0.0,0.0,2.593410802486593e-13,0.0,0.0,-21749.0
t25,18182.006756701776,4.8791932613536914e-9,-177.00675670665518,0.0,0.0,0.0,2.5947520957219325e-13,0.0,0.0,-18005.0
t26,16938.18339187142,4.791684039639657e-9,-179.183391876206,0.0,0.0,0.0,2.595045726707647e-13,0.0,0.0,-16759.0
t27,16280.216116633535,4.775903129413459e-9,-159.21611663831007,0.0,0.0,0.0,2.59559930372419e-13,0.0,0.0,-16121.0
t28,16302.632328973357,4.713876702615812e-9,-163.63232897807012,0.0,0.0,0.0,2.595463593669289e-13,0.0,0.0,-16139.0
t29,16517.48776543267,4.6352537422021175e-9,-170.48776543730293,0.0,0.0,0.0,2.5952662378115596e-13,0.0,0.0,-16347.0
t30,18074.407930967518,4.536258258247795e-9,-179.4079309720531,0.0,0.0,0.0,2.59477422458857e-13,0.0,0.0,-17895.0
t31,21823.300913531937,4.468811877573476e-9,-181.30091353640606,0.0,0.0,0.0,2.5934799244829055e-13,0.0,0.0,-21642.0
t32,27550.31278672673,4.462791632862268e-9,-159.31278673119002,0.0,0.0,0.0,2.5916899216930043e-13,0.0,0.0,-27391.0
t33,29202.533266976545,4.39678272732743e-9,-165.53326698094293,0.0,0.0,0.0,2.591274384085842e-13,0.0,0.0,-29037.0
t34,28808.70127366827,4.32712917473943e-9,-174.70127367259641,0.0,0.0,0.0,2.5916594827150123e-13,0.0,0.0,-28634.0
t35,28812.512777889326,4.263399765554817e-9,-180.51277789358593,0.0,0.0,0.0,2.5919597655717613e-13,0.0,0.0,-28632.0
t36,29641.223475229715,4.191121115608526e-9,-185.2234752339044,0.0,0.0,0.0,2.5915224536825234e-13,0.0,0.0,-29456.0
t37,30688.931567725947,4.219308104080085e-9,-159.931567730166,0.0,0.0,0.0,2.5920344187237747e-13,0.0,0.0,-30529.0
t38,30664.186861042075,4.162934168350691e-9,-169.1868610462381,0.0,0.0,0.0,2.591800449537428e-13,0.0,0.0,-30495.0
t39,31317.483888475876,4.0931293123462866e-9,-178.48388847996964,0.0,0.0,0.0,2.5912662840487386e-13,0.0,0.0,-31139.0
t40,33303.119901791346,3.992473393610637e-9,-194.11990179533998,0.0,0.0,0.0,2.590611897754245e-13,0.0,0.0,-33109.0
t41,36367.36270719898,3.8812293531456674e-9,-193.36270720287078,0.0,0.0,0.0,2.5895272873213894e-13,0.0,0.0,-36174.0
t42,39693.78234785297,4.433795170680285e-9,-175.78234785740634,0.0,0.0,0.0,2.5889372882011586e-13,0.0,0.0,-39518.0
t43,39537.40846011814,4.231078446556541e-9,-140.40846012236796,0.0,0.0,0.0,2.589161603717425e-13,0.0,0.0,-39397.0
t44,35867.34168412002,3.80023654236542e-9,-189.34168412382945,0.0,0.0,0.0,2.5896432652175465e-13,0.0,0.0,-35678.0
t45,34827.22396321098,3.749559804990069e-9,-203.22396321473062,0.0,0.0,0.0,2.589653340534395e-13,0.0,0.0,-34624.0
t46,29994.683066449634,3.763902431071574e-9,-201.68306645339953,0.0,0.0,0.0,2.590937830273696e-13,0.0,0.0,-29793.0
t47,27187.991423405376,3.788077812472717e-9,-175.99142340916381,0.0,0.0,0.0,2.591745081554227e-13,0.0,0.0,-27012.0
t48,24806.096988141082,3.748153632863979e-9,-181.09698814482812,0.0,0.0,0.0,2.5924146061859027e-13,0.0,0.0,-24625.0
t49,22519.791711819646,3.692634792760813e-9,-190.7917118233399,0.0,0.0,0.0,2.593292887861819e-13,0.0,0.0,-22329.0
t50,21862.3304188926,3.6249742028391736e-9,-201.33041889622655,0.0,0.0,0.0,2.593484472792162e-13,0.0,0.0,-21661.0
t51,21458.070761324383,3.569930747722949e-9,-207.0707613279529,0.0,0.0,0.0,2.593534230332468e-13,0.0,0.0,-21251.0
t52,21586.43470628125,3.5859892371076135e-9,-188.4347062848321,0.0,0.0,0.0,2.593523867737226e-13,0.0,0.0,-21398.0
