Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,408438.0216836067,5192.469901586162,0.23410619094344662
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,1.0247166360500341e6,9501.0,0.32099272634523246
battery_2,1,41070.880885070095,4813.0,0.0
fixed_offshore_wind_2,1,1.070817243754242e6,5946.0,0.5359831958630863
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.9477492672328325e6,36901.0,0.5603594807755269
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,259529.17636497563,1960.4999999999998,0.39398534199999946
pumped_hydro_2,1,5394.0000002143815,1798.0,0.0
