Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,0.0007991920143287815,1.9700928532984108e-5,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,0.0012080258604748714,1.688454722170718e-5,0.0
battery_2,1,25469.43545750972,4812.999999709196,0.0
fixed_offshore_wind_2,1,1.3583532136910788e6,5946.0,0.6799054655045603
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.303165704656565e6,29205.89596962731,0.6423162555792903
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,0.00010208501043962315,6.544894404214574e-7,0.0
pumped_hydro_2,1,958.6352318501025,319.5346206685124,0.0
