BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.735242621859709e6,64550.941824444046,-76696.9682361724,0.0,0.0,0.0,697.4045524406539,0.0,0.0,-9.723794e6
t1,18995.733842938862,3.6646084317273997e-9,-23.73384294252439,0.0,0.0,0.0,7.865357731416944e-14,0.0,0.0,-18972.0
t2,17276.33798187445,8.78689284561489e-9,-432.3379818827818,0.0,0.0,0.0,7.865357906282838e-14,0.0,0.0,-16844.0
t3,16432.736616576385,8.841579863166984e-10,-274.73661657726774,0.0,0.0,0.0,7.865357969301054e-14,0.0,0.0,-16158.0
t4,15769.909472750185,8.818330708308492e-10,-237.90947275106697,0.0,0.0,0.0,7.865358073501583e-14,0.0,0.0,-15532.0
t5,15326.503625146555,8.801993623734105e-10,-216.5036251474365,0.0,0.0,0.0,7.86535807750488e-14,0.0,0.0,-15110.0
t6,15978.686153144414,8.787577546179135e-10,-198.68615314529285,0.0,0.0,0.0,7.8653581199951e-14,0.0,0.0,-15780.0
t7,16579.496469891088,8.753364508152273e-10,-167.49646989196492,0.0,0.0,0.0,7.86535807139284e-14,0.0,0.0,-16412.0
t8,16320.322077342784,8.730791147836746e-10,-161.32207734365596,0.0,0.0,0.0,7.865358451208236e-14,0.0,0.0,-16159.0
t9,17636.225989699404,8.697534428112248e-10,-159.22598970027101,0.0,0.0,0.0,7.865359334547498e-14,0.0,0.0,-17477.0
t10,19863.684420709807,8.756929193579624e-10,-557.684420710683,0.0,0.0,0.0,7.86536421463973e-14,0.0,0.0,-19306.0
t11,25465.25721017616,8.90562308002633e-10,-4030.257210177053,0.0,0.0,0.0,7.86545661978082e-14,0.0,0.0,-21435.0
t12,27791.456678428487,8.908647750198168e-10,-4481.456678429375,0.0,0.0,0.0,7.865462589129803e-14,0.0,0.0,-23310.0
t13,27446.618158728135,8.881492135900859e-10,-2252.618158729024,0.0,0.0,0.0,7.865447085333886e-14,0.0,0.0,-25194.0
t14,28345.471893344766,8.837803041354033e-10,-1699.4718933456556,0.0,0.0,0.0,7.865420053798693e-14,0.0,0.0,-26646.0
t15,28007.869880713963,8.649648677096002e-10,-144.86988071482915,0.0,0.0,0.0,7.865360167630463e-14,0.0,0.0,-27863.0
t16,29428.47293055254,8.698440086952187e-10,-142.47293055340975,0.0,0.0,0.0,7.865358083212804e-14,0.0,0.0,-29286.0
t17,31344.718166293645,8.714569943035599e-10,-133.71816629451712,0.0,0.0,0.0,7.86535746598398e-14,0.0,0.0,-31211.0
t18,31269.562655631868,8.717268117722274e-10,-134.56265563273723,0.0,0.0,0.0,7.86535741992564e-14,0.0,0.0,-31135.0
t19,33580.044717193385,8.719594866641948e-10,-144.04471719425317,0.0,0.0,0.0,7.865357008506321e-14,0.0,0.0,-33436.0
