Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,1.7776811882059828e6,22000.0,0.24048717372916434
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,538024.1171652816,5740.829304963326,0.27892525076188956
battery_2,1,56420.40902482409,4813.0,0.0
fixed_offshore_wind_2,1,1.0973344094242086e6,5946.0,0.549256007151771
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.061419365690915e6,36901.0,0.4888739759997241
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,260783.54137331963,1960.5,0.39588956499999944
pumped_hydro_2,1,8130.532799619945,1798.0,0.0
