BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.009904680823326e6,10067.350956020973,-11914.031779367688,0.0,0.0,0.0,2.8119687744496442e-11,0.0,0.0,-9.008058e6
t1,18504.766380261182,4.2121339774144435e-9,-123.76638028082367,0.0,0.0,0.0,8.41274308597955e-14,0.0,0.0,-18381.0
t2,16658.030016486635,2.61383658811993e-7,-307.03001674801743,0.0,0.0,0.0,8.386395611865062e-14,0.0,0.0,-16351.0
t3,15831.306759348163,6.819238416362176e-9,-186.3067593549812,0.0,0.0,0.0,8.393090708952224e-14,0.0,0.0,-15645.0
t4,15452.080371008802,4.779456211528911e-9,-162.08037101358354,0.0,0.0,0.0,8.395030065265842e-14,0.0,0.0,-15290.0
t5,15478.567231706638,5.9641789950600605e-9,-150.56723171260268,0.0,0.0,0.0,8.395878748377381e-14,0.0,0.0,-15328.0
t6,16356.54589418461,4.828313068996198e-9,-140.54589418943567,0.0,0.0,0.0,8.39566065080993e-14,0.0,0.0,-16216.0
t7,17627.137937237258,4.839351298453743e-9,-112.13793724209522,0.0,0.0,0.0,8.39590732421803e-14,0.0,0.0,-17515.0
t8,18996.39704515508,5.309447114861171e-9,-107.3970451603905,0.0,0.0,0.0,8.396951454331362e-14,0.0,0.0,-18889.0
t9,19994.74565405777,5.67037596532748e-9,-106.74565406343635,0.0,0.0,0.0,8.392100144448967e-14,0.0,0.0,-19888.0
t10,21708.73733156324,5.874579804908516e-9,-106.73733156911129,0.0,0.0,0.0,8.387254454053905e-14,0.0,0.0,-21602.0
t11,22816.7804612578,6.120444141855587e-9,-103.78046126391784,0.0,0.0,0.0,8.392316388597237e-14,0.0,0.0,-22713.0
t12,24292.976446085042,6.936269686766324e-9,-87.9764460919785,0.0,0.0,0.0,8.388901076519895e-14,0.0,0.0,-24205.0
t13,26169.899157951066,6.9972220776774155e-9,-88.89915795806151,0.0,0.0,0.0,8.375235856509271e-14,0.0,0.0,-26081.0
t14,25795.978678350093,6.923934235217939e-9,-90.97867835701305,0.0,0.0,0.0,8.37192122543686e-14,0.0,0.0,-25705.0
t15,24834.794579663474,6.7682503590538005e-9,-93.79457967024179,0.0,0.0,0.0,8.364657871623476e-14,0.0,0.0,-24741.0
t16,25228.061945823923,6.82853890020105e-9,-91.06194583074986,0.0,0.0,0.0,8.359666857500407e-14,0.0,0.0,-25137.0
t17,26583.578258939713,6.987886605081255e-9,-78.5782589466975,0.0,0.0,0.0,8.347798699488105e-14,0.0,0.0,-26505.0
t18,27354.022737012983,6.842156833410445e-9,-80.02273701982305,0.0,0.0,0.0,8.342081223256026e-14,0.0,0.0,-27274.0
t19,31021.53315032612,6.315645595215859e-9,-86.53315033242797,0.0,0.0,0.0,8.326010534007239e-14,0.0,0.0,-30935.0
t20,30890.122150103725,6.326397107865675e-9,-90.1221501100534,0.0,0.0,0.0,8.327032656535326e-14,0.0,0.0,-30800.0
t21,29460.141048201243,6.414813336690626e-9,-89.14104820765564,0.0,0.0,0.0,8.332722932333871e-14,0.0,0.0,-29371.0
t22,27502.600547017453,6.636856179436612e-9,-75.60054702409009,0.0,0.0,0.0,8.346060464166516e-14,0.0,0.0,-27427.0
t23,24859.675074666004,6.625128226067099e-9,-76.67507467262355,0.0,0.0,0.0,8.360779830429512e-14,0.0,0.0,-24783.0
t24,21651.93767391418,6.479105662350625e-9,-80.93767392065956,0.0,0.0,0.0,8.375110544719666e-14,0.0,0.0,-21571.0
t25,18164.492260000032,6.365604590805445e-9,-83.4922600063959,0.0,0.0,0.0,8.389468132786718e-14,0.0,0.0,-18081.0
t26,17454.812334963233,6.2570051025973415e-9,-83.81233496948896,0.0,0.0,0.0,8.39021005887276e-14,0.0,0.0,-17371.0
t27,17033.25265166052,6.299102466961578e-9,-75.25265166681515,0.0,0.0,0.0,8.394530570857387e-14,0.0,0.0,-16958.0
t28,17194.735354314813,6.2941740010068046e-9,-74.73535432110388,0.0,0.0,0.0,8.394126617185507e-14,0.0,0.0,-17120.0
t29,17536.506192035635,6.153267988605797e-9,-78.50619204178693,0.0,0.0,0.0,8.392492729511327e-14,0.0,0.0,-17458.0
t30,19266.729565706657,5.9988707349100855e-9,-81.72956571265503,0.0,0.0,0.0,8.384878064205695e-14,0.0,0.0,-19185.0
t31,23215.748295766705,5.873559530742544e-9,-82.74829577257944,0.0,0.0,0.0,8.367355696102739e-14,0.0,0.0,-23133.0
t32,29032.413916087455,5.708449387421248e-9,-76.41391609315819,0.0,0.0,0.0,8.339846457330089e-14,0.0,0.0,-28956.0
t33,30691.014619352325,5.445669133887873e-9,-79.01461935776419,0.0,0.0,0.0,8.328724973516847e-14,0.0,0.0,-30612.0
t34,30249.153189359455,5.3730844789810685e-9,-81.15318936483281,0.0,0.0,0.0,8.339023067057815e-14,0.0,0.0,-30168.0
t35,29999.04332875705,5.2152343799639346e-9,-88.04332876226859,0.0,0.0,0.0,8.341774118580842e-14,0.0,0.0,-29911.0
t36,30633.89076817163,5.0341521722580864e-9,-90.890768176667,0.0,0.0,0.0,8.337176974733737e-14,0.0,0.0,-30543.0
t37,31014.355959063374,5.099364220952247e-9,-78.35595906847549,0.0,0.0,0.0,8.335351884004284e-14,0.0,0.0,-30936.0
t38,29546.379223088657,5.153775779697962e-9,-76.37922309380636,0.0,0.0,0.0,8.338164890923373e-14,0.0,0.0,-29470.0
t39,29168.3841117453,5.072081892468653e-9,-79.3841117503731,0.0,0.0,0.0,8.3340858918615e-14,0.0,0.0,-29089.0
t40,30346.584998347374,4.8538001284926704e-9,-85.58499835222125,0.0,0.0,0.0,8.328887734098755e-14,0.0,0.0,-30261.0
t41,33302.143973795224,4.578680577938356e-9,-82.14397379920835,0.0,0.0,0.0,8.313724034053107e-14,0.0,0.0,-33220.0
t42,37099.10266051385,6.886381386286817e-9,-148.10266051988134,0.0,0.0,0.0,8.291803309368569e-14,0.0,0.0,-36951.0
t43,37081.08401072267,7.688777574109588e-9,-162.08401073204686,0.0,0.0,0.0,8.29390518620968e-14,0.0,0.0,-36919.0
t44,33416.12043543432,4.43480550949207e-9,-79.12043543875065,0.0,0.0,0.0,8.312995002207332e-14,0.0,0.0,-33337.0
