Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,6.1999946244946245e-9,9.822542779147625e-11,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,9.892574379636242e-9,1.127773430198431e-10,0.0
battery_2,1,23299.5222326994,4813.0,0.0
fixed_offshore_wind_2,1,944239.290907398,5946.0,0.4726263008482083
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,7.098362458679617e6,36901.0,0.5725069441497599
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,248634.76461317978,1960.4999999999998,0.37744678321428543
pumped_hydro_2,1,5998.801352405532,1797.9999999999998,0.0
