Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,4.601999823321009e-8,7.421476766467094e-10,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,373092.82195690804,4463.765398349615,0.24875754085412385
battery_2,1,47241.43111035114,4683.396623481588,0.0
fixed_offshore_wind_2,1,788423.3715821422,5946.0,0.3946347342261615
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,7.565282067118758e6,36900.999999999985,0.6101655900342391
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,259529.17636497563,1960.4999999999998,0.39398534199999946
pumped_hydro_2,1,8531.955395226893,1797.9999999999995,0.0
