BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,9.176888887055356e6,12912.713117660516,-15289.600173015066,0.0,0.0,0.0,3.5841840568734265e-11,0.0,0.0,-9.174512e6
t1,23719.87251039819,2.621171438120463e-8,-30.872510428190036,0.0,0.0,0.0,1.064897351483515e-13,0.0,0.0,-23689.0
t2,22590.590580552955,2.1450404261078477e-8,-439.590580574402,0.0,0.0,0.0,1.0649059641846004e-13,0.0,0.0,-22151.0
t3,21973.401853574935,5.5074584683433015e-9,-239.40185358044323,0.0,0.0,0.0,1.0649251461001427e-13,0.0,0.0,-21734.0
t4,21899.20673017808,5.436848815391107e-9,-206.20673018352315,0.0,0.0,0.0,1.0649311113135179e-13,0.0,0.0,-21693.0
t5,22270.071005732872,5.2112917713075165e-9,-191.07100573808162,0.0,0.0,0.0,1.0649302100008496e-13,0.0,0.0,-22079.0
t6,23368.28620670963,5.066868438892821e-9,-176.2862067146937,0.0,0.0,0.0,1.064920131431675e-13,0.0,0.0,-23192.0
t7,24750.271353427965,5.222243147968159e-9,-141.27135343319165,0.0,0.0,0.0,1.0649128657398041e-13,0.0,0.0,-24609.0
t8,26381.101243584497,5.494078987345015e-9,-133.10124358999744,0.0,0.0,0.0,1.0649391988597336e-13,0.0,0.0,-26248.0
t9,28043.374343232575,5.437412935828533e-9,-133.3743432380218,0.0,0.0,0.0,1.064977231581405e-13,0.0,0.0,-27910.0
t10,30182.94377124148,5.349928498066102e-9,-124.94377124682437,0.0,0.0,0.0,1.0650339515001181e-13,0.0,0.0,-30058.0
t11,31442.07037858645,5.154174041594681e-9,-121.07037859160086,0.0,0.0,0.0,1.0649999045014409e-13,0.0,0.0,-31321.0
t12,31844.068115076287,5.283235916430291e-9,-104.06811508156657,0.0,0.0,0.0,1.065007683803842e-13,0.0,0.0,-31740.0
t13,32482.377883532856,5.036222831461045e-9,-105.37788353790361,0.0,0.0,0.0,1.0649626648530112e-13,0.0,0.0,-32377.0
t14,30923.65084266162,4.825395017255168e-9,-99.65084266644858,0.0,0.0,0.0,1.0650149650624765e-13,0.0,0.0,-30824.0
t15,29321.943194861982,4.495781697308719e-9,-102.94319486647609,0.0,0.0,0.0,1.064997797652129e-13,0.0,0.0,-29219.0
t16,29466.106823760423,4.26164531925508e-9,-102.10682376468975,0.0,0.0,0.0,1.064928043778969e-13,0.0,0.0,-29364.0
t17,30416.7491481798,4.227213218603038e-9,-91.74914818403109,0.0,0.0,0.0,1.0648330072527832e-13,0.0,0.0,-30325.0
t18,31235.49991173456,4.084975532720211e-9,-92.49991173864329,0.0,0.0,0.0,1.0648338104297776e-13,0.0,0.0,-31143.0
t19,35046.963764828004,3.6916253028959847e-9,-107.96376483169158,0.0,0.0,0.0,1.0647898509914582e-13,0.0,0.0,-34939.0
t20,34696.30744862649,3.5275665414273683e-9,-107.3074486300217,0.0,0.0,0.0,1.0647912889985535e-13,0.0,0.0,-34589.0
t21,33978.40595684688,3.414806940000073e-9,-104.40595685029449,0.0,0.0,0.0,1.0647962218573077e-13,0.0,0.0,-33874.0
t22,32437.52777569223,3.5699033480131648e-9,-81.52777569579435,0.0,0.0,0.0,1.0648217769445947e-13,0.0,0.0,-32356.0
t23,30286.09891406161,3.4852239996950943e-9,-80.0989140650988,0.0,0.0,0.0,1.0648478053284723e-13,0.0,0.0,-30206.0
t24,27401.777893308972,3.3218793245513603e-9,-82.7778933122967,0.0,0.0,0.0,1.0648858501759653e-13,0.0,0.0,-27319.0
t25,24113.392875650745,3.1957545678851715e-9,-82.3928756539478,0.0,0.0,0.0,1.0649090632737633e-13,0.0,0.0,-24031.0
t26,23449.443850909058,3.0925014373560686e-9,-81.44385091214546,0.0,0.0,0.0,1.0649118556545655e-13,0.0,0.0,-23368.0
t27,22975.76192690355,3.1199800748817072e-9,-72.76192690667338,0.0,0.0,0.0,1.0649290239254393e-13,0.0,0.0,-22903.0
t28,23389.77250459167,3.064903216924794e-9,-72.77250459474129,0.0,0.0,0.0,1.0649157812186524e-13,0.0,0.0,-23317.0
t29,23886.068934380848,2.956332267555477e-9,-76.06893438380771,0.0,0.0,0.0,1.064913131692459e-13,0.0,0.0,-23810.0
t30,25329.646607520834,2.8400212179863785e-9,-80.6466075236709,0.0,0.0,0.0,1.0649065996599022e-13,0.0,0.0,-25249.0
t31,27580.43964606377,2.7728162216440265e-9,-80.43964606654603,0.0,0.0,0.0,1.0648787058591491e-13,0.0,0.0,-27500.0
t32,31236.759472230224,2.7537517952315317e-9,-76.75947223297194,0.0,0.0,0.0,1.0648861061603182e-13,0.0,0.0,-31160.0
t33,33743.798307233905,1.9761848583040405e-9,-84.79830723591608,0.0,0.0,0.0,1.0649551965722007e-13,0.0,0.0,-33659.0
t34,34809.71000022349,3.7055770144525735e-9,-110.7100002271798,0.0,0.0,0.0,1.064994590684914e-13,0.0,0.0,-34699.0
t35,35639.05277927569,1.7768730188547766e-8,-199.05277929347298,0.0,0.0,0.0,1.0652538825904132e-13,0.0,0.0,-35440.0
t36,35465.83241314478,1.0822549552172436e-8,-224.8324131557585,0.0,0.0,0.0,1.0652768181304709e-13,0.0,0.0,-35241.0
t37,34213.428124998696,2.420052585772379e-9,-62.428125001098856,0.0,0.0,0.0,1.0650800301353587e-13,0.0,0.0,-34151.0
t38,32028.823573459882,1.9387348663282945e-9,-63.82357346182326,0.0,0.0,0.0,1.0650394456477054e-13,0.0,0.0,-31965.0
t39,30931.58530963435,2.0935682902295e-9,-64.58530963644824,0.0,0.0,0.0,1.0650253610955569e-13,0.0,0.0,-30867.0
t40,32180.133425896995,1.85131689382796e-9,-67.13342589883727,0.0,0.0,0.0,1.0649224788115381e-13,0.0,0.0,-32113.0
t41,34379.69975463067,1.5851680422551894e-9,-85.69975463216322,0.0,0.0,0.0,1.0647410243209558e-13,0.0,0.0,-34294.0
t42,36686.39129414442,828.6087058566474,-9.732893045492215e-10,0.0,0.0,0.0,1.0649182929657656e-13,0.0,0.0,-37515.0
t43,36290.235358434365,1.7968261932245772e-9,-109.23535843614998,0.0,0.0,0.0,1.0647227996419535e-13,0.0,0.0,-36181.0
t44,31893.77545982711,2.150025080643718e-9,-58.77545982926402,0.0,0.0,0.0,1.0648187565514566e-13,0.0,0.0,-31835.0
t45,30755.002907685554,2.125315907438657e-9,-63.00290768767996,0.0,0.0,0.0,1.064839530215563e-13,0.0,0.0,-30692.0
t46,29159.89232803797,2.1322217060070866e-9,-61.89232804010752,0.0,0.0,0.0,1.0648658817792937e-13,0.0,0.0,-29098.0
t47,26812.512173412648,2.187130621664969e-9,-55.51217341483205,0.0,0.0,0.0,1.0648930670246304e-13,0.0,0.0,-26757.0
t48,24817.247705412487,2.1843788186557914e-9,-56.24770541467652,0.0,0.0,0.0,1.064910924290167e-13,0.0,0.0,-24761.0
t49,22742.112104687578,2.16199117563793e-9,-57.11210468973196,0.0,0.0,0.0,1.0649231746655962e-13,0.0,0.0,-22685.0
t50,21692.658966099156,2.1286278584679208e-9,-58.65896610128375,0.0,0.0,0.0,1.0649277185125528e-13,0.0,0.0,-21634.0
t51,21038.27959213423,2.1135081621587703e-9,-58.27959213633901,0.0,0.0,0.0,1.0649308091973021e-13,0.0,0.0,-20980.0
t52,20840.66081215181,2.1709686312575407e-9,-51.660812153983926,0.0,0.0,0.0,1.0649376752399619e-13,0.0,0.0,-20789.0
t53,21204.72290296682,2.1714961738510765e-9,-52.722902968994966,0.0,0.0,0.0,1.0649315503212749e-13,0.0,0.0,-21152.0
t54,22606.785950328653,2.1341569299579703e-9,-55.78595033078419,0.0,0.0,0.0,1.064922070853427e-13,0.0,0.0,-22551.0
t55,25186.426386035953,2.1005584889959964e-9,-58.42638603805578,0.0,0.0,0.0,1.0648959251045112e-13,0.0,0.0,-25128.0
t56,29914.349256390182,2.0651054059165015e-9,-61.34925639223672,0.0,0.0,0.0,1.0648784692231969e-13,0.0,0.0,-29853.0
t57,31244.197937564935,2.112045350568531e-9,-55.197937567046296,0.0,0.0,0.0,1.0649107000705835e-13,0.0,0.0,-31189.0
t58,31323.996011273608,2.1428115727812787e-9,-52.996011275746945,0.0,0.0,0.0,1.0649607793636936e-13,0.0,0.0,-31271.0
t59,31846.771188485985,2.121923779237869e-9,-53.77118848810179,0.0,0.0,0.0,1.0649917943309307e-13,0.0,0.0,-31793.0
t60,32256.008941638254,2.0894752900316934e-9,-55.008941640369585,0.0,0.0,0.0,1.0649945040832398e-13,0.0,0.0,-32201.0
t61,32543.82560760601,2.0606260520773335e-9,-55.82560760807826,0.0,0.0,0.0,1.0649118592278565e-13,0.0,0.0,-32488.0
t62,30883.038179535393,2.112910082701205e-9,-49.038179537513884,0.0,0.0,0.0,1.064914115145713e-13,0.0,0.0,-30834.0
t63,30219.95752432705,2.1050131225208e-9,-49.957524329153834,0.0,0.0,0.0,1.0648799877324141e-13,0.0,0.0,-30170.0
t64,31360.500522920545,2.070641749485947e-9,-52.50052292262158,0.0,0.0,0.0,1.0648393343081747e-13,0.0,0.0,-31308.0
t65,34039.36801805668,1.9957341305788387e-9,-58.36801805867183,0.0,0.0,0.0,1.0647963474486571e-13,0.0,0.0,-33981.0
t66,37229.68142443094,1.7926540555587543e-9,-73.68142443274935,0.0,0.0,0.0,1.0647493543463792e-13,0.0,0.0,-37156.0
t67,35713.25296070209,1.9626929229410987e-9,-56.252960704045094,0.0,0.0,0.0,1.0647753160328746e-13,0.0,0.0,-35657.0
t68,31605.70388691416,2.0691622263931618e-9,-48.7038869162381,0.0,0.0,0.0,1.0648259759963056e-13,0.0,0.0,-31557.0
t69,30561.96170801287,2.035956680787834e-9,-50.961708014902634,0.0,0.0,0.0,1.0648362059629261e-13,0.0,0.0,-30511.0
t70,27453.361341189622,2.0315302859955564e-9,-50.361341191657424,0.0,0.0,0.0,1.0648758151981749e-13,0.0,0.0,-27403.0
t71,24936.37176597796,2.0270770440888163e-9,-49.37176597998809,0.0,0.0,0.0,1.064898187256337e-13,0.0,0.0,-24887.0
