Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,5.4495639531103215e-9,1.127773430198431e-10,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,8.275042474002124e-9,1.0186340659856796e-10,0.0
battery_2,1,18843.02767320659,4813.0,0.0
fixed_offshore_wind_2,1,1.5055964856639043e6,5946.0,0.7536061085803503
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.204189870272777e6,29466.904036305303,0.6266301604550403
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,2.2919266484677792e-10,1.5916157281026244e-12,0.0
pumped_hydro_2,1,1001.1057948646958,309.82779663662996,0.0
