Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,571981.0614449967,9059.64757874568,0.18790185521428504
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,477455.20498326205,2535.0663665502216,0.5605366599583282
battery_2,1,32358.639487897537,3540.8254698369624,0.0
fixed_offshore_wind_2,1,1.423369946905911e6,5946.0,0.7124487184791651
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,8.607596568887541e6,36901.0,0.6942317804724241
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,370052.2270691281,1960.5,0.5617678724285715
pumped_hydro_2,1,25381.74225900171,1798.0,0.0
