Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,316319.37405159854,5230.064479370132,0.18000288757439536
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,3.5921400789088485e-8,2.8558133635669947e-10,0.0
battery_2,1,14767.777606505251,2626.465084069006,0.0
fixed_offshore_wind_2,1,1.3528192807576896e6,5946.0,0.6771355296666475
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,9.01386034746848e6,36229.58295969131,0.7404712703895624
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,354010.9321706714,1960.499999999977,0.5374159473571423
pumped_hydro_2,1,4262.98602285788,473.66511360599884,0.0
