Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,412703.6926155012,5916.466570719083,0.207604451875
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,1.5395474482542304e6,9501.0,0.48226359889880965
battery_2,1,38520.79308805869,3226.9908659362427,0.0
fixed_offshore_wind_2,1,1.347479406484128e6,5946.0,0.6744627272857142
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,7.862185988172796e6,36901.0,0.634111895613617
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,358091.796312504,1960.5,0.5436110144285714
pumped_hydro_2,1,39112.01116270913,1798.0,0.0
