BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.1520008331839163e7,77632.80425076779,-93797.76752293577,0.0,0.0,0.0,1100.631433008497,0.0,0.0,-1.1504944e7
t1,28614.000000000004,5.174262833516956e-12,-3.948470065115844e-12,0.0,0.0,0.0,2.0818703861388114e-16,0.0,0.0,-28614.0
t2,27645.067813708567,1.9403483034746943e-12,-219.0678137085684,0.0,0.0,0.0,2.0818703747620488e-16,0.0,0.0,-27426.0
t3,27463.49652863331,1.9397025395739374e-12,-221.4965286333102,0.0,0.0,0.0,2.0818703700738168e-16,0.0,0.0,-27242.0
t4,27649.610065782712,1.9395903164533797e-12,-191.61006578271048,0.0,0.0,0.0,2.0818703749246172e-16,0.0,0.0,-27458.0
t5,28177.41612424701,1.9391548184724797e-12,-192.41612424701339,0.0,0.0,0.0,2.0818703744298437e-16,0.0,0.0,-27985.0
t6,29585.49296624289,1.9396654438152297e-12,-185.49296624289332,0.0,0.0,0.0,2.0818703842495842e-16,0.0,0.0,-29400.0
t7,31549.818852558485,1.9409595234656244e-12,-161.81885255849062,0.0,0.0,0.0,2.0818703907371763e-16,0.0,0.0,-31388.0
t8,33362.05622019139,1.9413892483284498e-12,-158.05622019139366,0.0,0.0,0.0,2.081870389294255e-16,0.0,0.0,-33204.0
t9,35306.65498278523,1.941465590873627e-12,-158.65498278522824,0.0,0.0,0.0,2.081870387619093e-16,0.0,0.0,-35148.0
t10,36825.03680067336,1.9412694970276246e-12,-160.03680067336305,0.0,0.0,0.0,2.081870400399397e-16,0.0,0.0,-36665.0
t11,37165.50511044264,1.941279904432112e-12,-156.5051104426434,0.0,0.0,0.0,2.0818703887086047e-16,0.0,0.0,-37009.0
t12,38091.74407385145,1.9423927074140426e-12,-139.7440738514499,0.0,0.0,0.0,2.081870389356859e-16,0.0,0.0,-37952.0
t13,36904.69723184523,1.9423559069873512e-12,-141.69723184523284,0.0,0.0,0.0,2.0818703740481612e-16,0.0,0.0,-36763.0
t14,33625.93019482109,1.9419748056455444e-12,-146.93019482109733,0.0,0.0,0.0,2.081870357320776e-16,0.0,0.0,-33479.0
t15,31868.899450237586,1.9415461349077773e-12,-150.8994502375958,0.0,0.0,0.0,2.081870353880585e-16,0.0,0.0,-31718.0
t16,30414.61882863976,1.9413738951072687e-12,-150.61882863975683,0.0,0.0,0.0,2.081870354491479e-16,0.0,0.0,-30264.0
t17,30598.565809312153,1.9424117659159177e-12,-135.56580931215117,0.0,0.0,0.0,2.0818703654774715e-16,0.0,0.0,-30463.0
t18,31303.828992778443,1.9424087497536016e-12,-137.82899277844604,0.0,0.0,0.0,2.0818703665366908e-16,0.0,0.0,-31166.0
t19,34296.08071007014,1.9420377321434037e-12,-144.08071007014541,0.0,0.0,0.0,2.081870376659354e-16,0.0,0.0,-34152.0
t20,35692.80331035316,1.941542633281845e-12,-150.8033103531667,0.0,0.0,0.0,2.0818703886581176e-16,0.0,0.0,-35542.0
t21,34295.35285455776,1.941511367221193e-12,-148.35285455775684,0.0,0.0,0.0,2.0818703725012365e-16,0.0,0.0,-34147.0
t22,33031.26312243786,1.9426284811330544e-12,-132.26312243785367,0.0,0.0,0.0,2.0818703713551794e-16,0.0,0.0,-32899.0
t23,30712.692085691113,1.94255448273212e-12,-135.69208569111404,0.0,0.0,0.0,2.081870365819774e-16,0.0,0.0,-30577.0
t24,27260.38068087891,1.942203130670142e-12,-141.38068087891332,0.0,0.0,0.0,2.0818703519105785e-16,0.0,0.0,-27119.0
t25,24135.428981455847,1.941729137898044e-12,-146.42898145585056,0.0,0.0,0.0,2.08187033292642e-16,0.0,0.0,-23989.0
t26,22726.234194201475,1.9414764622007067e-12,-147.2341942014755,0.0,0.0,0.0,2.0818703221242005e-16,0.0,0.0,-22579.0
t27,21919.838378187887,1.9425583840178096e-12,-131.83837818788777,0.0,0.0,0.0,2.0818703152852182e-16,0.0,0.0,-21788.0
t28,21679.22780020188,1.9424500863519183e-12,-135.22780020187878,0.0,0.0,0.0,2.0818703188617242e-16,0.0,0.0,-21544.0
t29,21982.661792578117,1.9421016785892863e-12,-140.6617925781146,0.0,0.0,0.0,2.0818703268265688e-16,0.0,0.0,-21842.0
t30,23241.847977594276,1.9416959737995115e-12,-144.8479775942792,0.0,0.0,0.0,2.0818703372430668e-16,0.0,0.0,-23097.0
t31,25185.072382569146,1.9414880157309345e-12,-145.0723825691529,0.0,0.0,0.0,2.0818703468184498e-16,0.0,0.0,-25040.0
t32,28401.38532402814,1.9424941815545644e-12,-130.38532402813448,0.0,0.0,0.0,2.0818703631065973e-16,0.0,0.0,-28271.0
t33,30102.689063753925,1.9424195926455205e-12,-133.6890637539239,0.0,0.0,0.0,2.081870362646155e-16,0.0,0.0,-29969.0
t34,30927.595284259172,1.9420478202818173e-12,-139.5952842591745,0.0,0.0,0.0,2.0818703674414196e-16,0.0,0.0,-30788.0
t35,31078.47671267657,1.9416000121787754e-12,-144.4767126765671,0.0,0.0,0.0,2.0818703675666276e-16,0.0,0.0,-30934.0
t36,31993.404396009155,1.9414528174542415e-12,-143.40439600915226,0.0,0.0,0.0,2.0818703696648714e-16,0.0,0.0,-31850.0
t37,32507.559504879897,1.942414240103706e-12,-129.5595048798977,0.0,0.0,0.0,2.08187037886564e-16,0.0,0.0,-32378.0
t38,30871.635463329447,1.9424162162278497e-12,-131.63546332944668,0.0,0.0,0.0,2.0818703618545173e-16,0.0,0.0,-30740.0
t39,30029.559665913213,1.942063357099044e-12,-136.55966591320998,0.0,0.0,0.0,2.0818703626087945e-16,0.0,0.0,-29893.0
t40,30358.309324830097,1.9415920763419818e-12,-141.30932483010008,0.0,0.0,0.0,2.0818703695699556e-16,0.0,0.0,-30217.0
t41,31008.973198870084,1.9413036653486496e-12,-142.97319887008857,0.0,0.0,0.0,2.0818703729111918e-16,0.0,0.0,-30866.0
t42,32980.28321889537,1.942165010613268e-12,-129.28321889536804,0.0,0.0,0.0,2.0818703837083625e-16,0.0,0.0,-32851.0
t43,32954.57641670417,1.94209631328118e-12,-132.57641670416353,0.0,0.0,0.0,2.081870386735569e-16,0.0,0.0,-32822.0
t44,30402.96229675331,1.9419134298226477e-12,-135.962296753313,0.0,0.0,0.0,2.081870369815323e-16,0.0,0.0,-30267.0
t45,29569.408132215554,1.941489278523469e-12,-140.4081322155523,0.0,0.0,0.0,2.0818703661348135e-16,0.0,0.0,-29429.0
t46,28264.7093567254,1.9412635973538115e-12,-140.70935672540435,0.0,0.0,0.0,2.0818703614546595e-16,0.0,0.0,-28124.0
t47,26058.011637694355,1.942233952165469e-12,-126.01163769435654,0.0,0.0,0.0,2.0818703479867212e-16,0.0,0.0,-25932.0
t48,23736.704793946574,1.942097641905297e-12,-129.704793946575,0.0,0.0,0.0,2.0818703404500073e-16,0.0,0.0,-23607.0
t49,21589.35493734443,1.9416241158946752e-12,-136.35493734442775,0.0,0.0,0.0,2.0818703121822811e-16,0.0,0.0,-21453.0
t50,20693.600498548567,1.941149448353715e-12,-141.60049854856823,0.0,0.0,0.0,2.0818703123458593e-16,0.0,0.0,-20552.0
t51,20209.984126357413,1.9409116048654422e-12,-141.98412635741164,0.0,0.0,0.0,2.0818703041053552e-16,0.0,0.0,-20068.0
t52,20340.238081551834,1.941844278009407e-12,-127.23808155182937,0.0,0.0,0.0,2.08187030623894e-16,0.0,0.0,-20213.0
t53,20804.118052322046,1.941757686905303e-12,-130.118052322046,0.0,0.0,0.0,2.081870310891831e-16,0.0,0.0,-20674.0
t54,22526.81138726524,1.9414392289467968e-12,-134.81138726523733,0.0,0.0,0.0,2.0818703282119347e-16,0.0,0.0,-22392.0
t55,26710.172529201547,1.9409676885890255e-12,-140.1725292015472,0.0,0.0,0.0,2.0818703531384247e-16,0.0,0.0,-26570.0
t56,32573.66597647699,1.9406006911353344e-12,-143.66597647699018,0.0,0.0,0.0,2.0818703810668776e-16,0.0,0.0,-32430.0
t57,34165.373645556145,1.94140593645908e-12,-129.37364555614815,0.0,0.0,0.0,2.081870383338797e-16,0.0,0.0,-34036.0
t58,34391.9306980737,1.9414338172123513e-12,-130.93069807369903,0.0,0.0,0.0,2.0818703761514537e-16,0.0,0.0,-34261.0
t59,33928.5341245221,1.9410370291925927e-12,-136.53412452210347,0.0,0.0,0.0,2.081870351040181e-16,0.0,0.0,-33792.0
t60,34511.21850525166,1.9405267841035295e-12,-142.21850525165442,0.0,0.0,0.0,2.0818703638871279e-16,0.0,0.0,-34369.0
t61,35136.98533809568,1.9402533058225334e-12,-142.98533809568494,0.0,0.0,0.0,2.0818703676807284e-16,0.0,0.0,-34994.0
t62,34192.8369497534,1.9410571741660103e-12,-128.83694975339725,0.0,0.0,0.0,2.0818703640890763e-16,0.0,0.0,-34064.0
t63,34104.05794483273,1.9409672689950424e-12,-131.05794483273033,0.0,0.0,0.0,2.0818703503545661e-16,0.0,0.0,-33973.0
t64,35749.15573669192,1.9405507576447756e-12,-137.1557366919311,0.0,0.0,0.0,2.0818703738946804e-16,0.0,0.0,-35612.0
t65,38568.10141712597,1.940119364271387e-12,-142.1014171259622,0.0,0.0,0.0,2.081870380983069e-16,0.0,0.0,-38426.0
t66,41612.89641264394,1.9395933834364318e-12,-150.896412643938,0.0,0.0,0.0,2.0818704053006846e-16,0.0,0.0,-41462.0
t67,43038.16982988945,1.940083901831257e-12,-138.16982988943676,0.0,0.0,0.0,2.0818704183738137e-16,0.0,0.0,-42900.0
t68,42026.08330800345,1.9400898166606732e-12,-139.0833080034502,0.0,0.0,0.0,2.0818704053602593e-16,0.0,0.0,-41887.0
t69,42027.70933738313,1.9396715128852925e-12,-147.70933738312883,0.0,0.0,0.0,2.0818704113510584e-16,0.0,0.0,-41880.0
t70,36875.22994989255,1.939489562809919e-12,-147.2299498925516,0.0,0.0,0.0,2.0818703847796987e-16,0.0,0.0,-36728.0
t71,34421.71906480222,1.939240337952933e-12,-147.71906480222228,0.0,0.0,0.0,2.0818703756304268e-16,0.0,0.0,-34274.0
t72,32194.673577780526,1.9398085129793535e-12,-133.67357778052707,0.0,0.0,0.0,2.081870369149903e-16,0.0,0.0,-32061.0
t73,30580.060900261386,1.93955418857333e-12,-139.0609002613864,0.0,0.0,0.0,2.0818703674333416e-16,0.0,0.0,-30441.0
t74,30577.54838903566,1.939105326028006e-12,-147.5483890356631,0.0,0.0,0.0,2.0818703692114972e-16,0.0,0.0,-30430.0
t75,30361.891245319657,1.938648350073372e-12,-154.89124531966038,0.0,0.0,0.0,2.0818703705403176e-16,0.0,0.0,-30207.0
t76,31053.84176851767,1.9383518242777578e-12,-157.84176851766648,0.0,0.0,0.0,2.081870375152819e-16,0.0,0.0,-30896.0
t77,32084.98271007195,1.9387589885073686e-12,-143.98271007195362,0.0,0.0,0.0,2.0818703767209482e-16,0.0,0.0,-31941.0
t78,34119.57639905735,1.938456537484264e-12,-152.57639905735186,0.0,0.0,0.0,2.0818703902383638e-16,0.0,0.0,-33967.0
t79,38451.43515325586,1.937734845368549e-12,-175.43515325585537,0.0,0.0,0.0,2.081870425122929e-16,0.0,0.0,-38276.0
t80,43821.12071448314,1.937235688248063e-12,-180.12071448314086,0.0,0.0,0.0,2.0818705361228527e-16,0.0,0.0,-43641.0
t81,46748.12654889864,1.9448969371255604e-12,-143.1265488986454,0.0,0.0,0.0,2.0818728979850247e-16,0.0,0.0,-46605.0
t82,47389.31997514637,1.9384073674652806e-12,-152.31997514637817,0.0,0.0,0.0,2.0818712321400043e-16,0.0,0.0,-47237.0
