Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,450510.0271605203,6513.541375125651,0.20584864285714133
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,5.735394512847751e-9,4.9112713895738125e-11,0.0
battery_2,1,33708.44573215305,2976.939017719087,0.0
fixed_offshore_wind_2,1,1.317930726882201e6,5946.0,0.6596725323958288
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,9.191681201493323e6,36081.82774426574,0.7581709620131705
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,351257.26445157453,1960.4999999999918,0.533235667
pumped_hydro_2,1,6100.567529079001,473.66511360562276,0.0
