BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,7.599530050838171e6,23446.945112917303,-27730.99595109009,0.0,0.0,0.0,1.969787682101711e-11,0.0,0.0,-7.595246e6
t1,17002.701340894364,1.2307855275365951e-9,-99.7013408961583,0.0,0.0,0.0,6.134241789435219e-14,0.0,0.0,-16903.0
t2,15637.30585083572,1.9310342100212798e-8,-360.3058508550336,0.0,0.0,0.0,5.675311497173115e-14,0.0,0.0,-15277.0
t3,15054.443328269492,3.1439987046582075e-9,-224.44332827263295,0.0,0.0,0.0,5.795185596178312e-14,0.0,0.0,-14830.0
t4,15011.76473481708,1.6960689347415472e-9,-196.76473481877514,0.0,0.0,0.0,5.763100409682216e-14,0.0,0.0,-14815.0
t5,15167.222156530963,1.6321583105923986e-9,-183.22215653259664,0.0,0.0,0.0,5.779886838606327e-14,0.0,0.0,-14984.0
t6,16258.680556788531,1.6365792076104313e-9,-169.68055679016805,0.0,0.0,0.0,5.852068856211468e-14,0.0,0.0,-16089.0
t7,17113.63323912065,1.7727869615958218e-9,-134.63323912241796,0.0,0.0,0.0,5.895596499410209e-14,0.0,0.0,-16979.0
t8,18050.639393116693,1.8635649273589744e-9,-129.63939311855458,0.0,0.0,0.0,5.931872738800526e-14,0.0,0.0,-17921.0
t9,18955.834463179566,1.8858535963114064e-9,-127.83446318144911,0.0,0.0,0.0,5.989915711361715e-14,0.0,0.0,-18828.0
t10,21113.709132125743,1.8609005765621705e-9,-127.70913212760438,0.0,0.0,0.0,6.007392531336777e-14,0.0,0.0,-20986.0
t11,22942.370308663263,1.8470705773783582e-9,-124.37030866511049,0.0,0.0,0.0,6.032895125791917e-14,0.0,0.0,-22818.0
t12,25142.500563206017,1.9726832982730012e-9,-106.50056320798937,0.0,0.0,0.0,5.969398431159664e-14,0.0,0.0,-25036.0
t13,26260.47169014256,1.9456182647993245e-9,-106.47169014450019,0.0,0.0,0.0,5.961958741541166e-14,0.0,0.0,-26154.0
t14,25895.998284857316,1.8959973604917422e-9,-108.99828485920649,0.0,0.0,0.0,5.941992274258571e-14,0.0,0.0,-25787.0
t15,26186.939693433815,1.8098073014945366e-9,-115.93969343561858,0.0,0.0,0.0,5.849388082352504e-14,0.0,0.0,-26071.0
t16,25953.139635844338,1.7596828822880824e-9,-116.13963584609516,0.0,0.0,0.0,5.771189682947341e-14,0.0,0.0,-25837.0
t17,26881.586411620323,1.837153206163476e-9,-99.58641162216165,0.0,0.0,0.0,5.725123361915406e-14,0.0,0.0,-26782.0
t18,26467.553022389744,1.8593155836006373e-9,-94.55302239160284,0.0,0.0,0.0,5.738697146112489e-14,0.0,0.0,-26373.0
t19,28350.040393258365,1.6404038006892977e-9,-114.04039326000164,0.0,0.0,0.0,5.72108320073368e-14,0.0,0.0,-28236.0
t20,28772.423174273645,1.5709225694128617e-9,-118.42317427521154,0.0,0.0,0.0,5.721145801736569e-14,0.0,0.0,-28654.0
t21,28067.587623122952,1.5457133726030749e-9,-122.58762312449669,0.0,0.0,0.0,5.720038460717882e-14,0.0,0.0,-27945.0
t22,25154.78626161242,1.7253952447464494e-9,-99.78626161413797,0.0,0.0,0.0,5.751281840274301e-14,0.0,0.0,-25055.0
t23,22210.65289059363,1.7643942599121426e-9,-93.65289059538911,0.0,0.0,0.0,5.836807606814128e-14,0.0,0.0,-22117.0
t24,19141.78820870359,1.731284054646933e-9,-98.78820870531769,0.0,0.0,0.0,5.963662597770235e-14,0.0,0.0,-19043.0
t25,15976.996038294785,1.6691318397058355e-9,-103.99603829645312,0.0,0.0,0.0,5.967964206494282e-14,0.0,0.0,-15873.0
t26,15285.807648796505,1.6077467867427604e-9,-106.8076487981112,0.0,0.0,0.0,5.861834500766447e-14,0.0,0.0,-15179.0
