Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,7.634015502630142e-9,1.4915713109076023e-10,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,2.341904778750177e-8,2.3283064365386963e-10,0.0
battery_2,1,22900.19821475586,4693.31015746202,0.0
fixed_offshore_wind_2,1,1.328169109836978e6,5946.0,0.6647972175356872
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.27136094100116e6,28217.128585698552,0.6614693145928592
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,2.444721758365631e-9,1.978150976356119e-11,0.0
pumped_hydro_2,1,546.7468981614415,182.2489654574233,0.0
