Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,6.734721590902764e-10,7.275957614183426e-12,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,1.7643300451727121e-9,1.6370904631912708e-11,0.0
battery_2,1,56406.157011255775,4470.892388425554,0.0
fixed_offshore_wind_2,1,1.3399097518205212e6,5946.0,0.6706738382648806
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.347150952469483e6,27706.448480662806,0.6818026579215714
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,8.785718819126487e-10,5.6843418860808015e-12,0.0
pumped_hydro_2,1,1992.711989125968,341.90735951373745,0.0
