Resource,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2,Total
Zone,1,1,1,1,1,1,1,1,1,1,1,1,0
AnnualSum,0.0,1.8891810389352793e-11,0.0,0.0,6.398829805294082e-10,0.0,1.4355023836287728e-9,0.0,0.0,0.0,0.0,0.0,2.0942771745475337e-9
t1,0.0,0.0,0.0,0.0,1.9567182260515876e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,5.5946970331433006e-12
t2,0.0,0.0,0.0,0.0,2.215892861292798e-12,0.0,4.092726157978177e-12,0.0,0.0,0.0,0.0,0.0,6.308619019270975e-12
t3,0.0,0.0,0.0,0.0,2.3509695146204684e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,5.988948321712181e-12
t4,0.0,0.0,0.0,0.0,1.4232140531879136e-12,0.0,3.410605131648481e-12,0.0,0.0,0.0,0.0,0.0,4.8338191848363944e-12
t5,0.0,0.0,0.0,0.0,1.4949324638000353e-12,0.0,3.410605131648481e-12,0.0,0.0,0.0,0.0,0.0,4.905537595448516e-12
t6,0.0,7.167259043360972e-14,0.0,0.0,1.7505784454305516e-12,0.0,3.183231456205249e-12,0.0,0.0,0.0,0.0,0.0,5.00548249206941e-12
t7,0.0,1.9953097491627908e-13,0.0,0.0,1.99582514123799e-12,0.0,3.183231456205249e-12,0.0,0.0,0.0,0.0,0.0,5.378587572359518e-12
t8,0.0,-8.996331110441892e-14,0.0,0.0,1.198805668526263e-12,0.0,3.183231456205249e-12,0.0,0.0,0.0,0.0,0.0,4.292073813627093e-12
t9,0.0,5.441865325374821e-13,0.0,0.0,5.279536724349772e-13,0.0,3.183231456205249e-12,0.0,0.0,0.0,0.0,0.0,4.255371661177708e-12
t10,0.0,-1.6831945457573987e-12,0.0,0.0,1.6268778547328267e-13,0.0,3.126388037344441e-12,0.0,0.0,0.0,0.0,0.0,1.6058812770603247e-12
t11,0.0,-2.3171279053829686e-12,0.0,0.0,1.144129956025278e-13,0.0,2.8990143619012088e-12,0.0,0.0,0.0,0.0,0.0,6.962994521207682e-13
t12,0.0,-1.8902234304813818e-12,0.0,0.0,1.327630050646717e-13,0.0,2.5011104298755527e-12,0.0,0.0,0.0,0.0,0.0,7.436500044588425e-13
t13,0.0,1.5739011103093473e-12,0.0,0.0,4.0092649155318417e-13,0.0,2.7000623958883807e-12,0.0,0.0,0.0,0.0,0.0,4.6748899977509126e-12
t14,0.0,6.623069945326978e-14,0.0,0.0,1.0773386690919864e-12,0.0,2.9558577807620168e-12,0.0,0.0,0.0,0.0,0.0,4.099427149307273e-12
t15,0.0,2.5524865371846234e-12,0.0,0.0,1.2263092676539962e-12,0.0,3.240074875066057e-12,0.0,0.0,0.0,0.0,0.0,7.0188706799046765e-12
t16,0.0,6.213086667120787e-13,0.0,0.0,2.046564713297041e-12,0.0,3.410605131648481e-12,0.0,0.0,0.0,0.0,0.0,6.078478511657601e-12
t17,0.0,5.715285353193831e-13,0.0,0.0,1.7428501891597457e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,5.952357531570842e-12
t18,0.0,3.182625618853471e-13,0.0,0.0,1.6593313537512915e-12,0.0,4.092726157978177e-12,0.0,0.0,0.0,0.0,0.0,6.070320073614816e-12
t19,0.0,7.894020521833207e-16,0.0,0.0,1.7595252434196695e-12,0.0,4.547473508864641e-12,0.0,0.0,0.0,0.0,0.0,6.307788154336494e-12
t20,0.0,0.0,0.0,0.0,2.3248265857075848e-12,0.0,4.547473508864641e-12,0.0,0.0,0.0,0.0,0.0,6.872300094572226e-12
t21,0.0,0.0,0.0,0.0,2.2120283281724534e-12,0.0,4.547473508864641e-12,0.0,0.0,0.0,0.0,0.0,6.7595018370370946e-12
