Resource,natural_gas_ccs_2,solar_pv_2,comm_solar_pv_2,res_solar_pv_2,onshore_wind_2,battery_2,fixed_offshore_wind_2,float_offshore_wind_2,natural_gas_2,nuclear_2,ror_hydro_2,pumped_hydro_2
Zone,1,1,1,1,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,-44.65573913043463,0.0,0.0,0.0,0.0,0.0,-46.00032228002054
t2,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-37.56198529164326
t3,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-38.38792752030298
t4,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-38.84439526257462
t5,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-39.16636455906078
t6,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-39.421172884050335
t7,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-39.63494618934026
t8,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-39.817301958684176
t9,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-39.98032258611073
t10,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-40.130671289686354
t11,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-40.2726708428428
t12,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-40.4088043286464
t13,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-40.53859085499371
t14,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-40.66393404435213
t15,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-40.78563229623071
t16,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-40.90421854198823
t17,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.02173427145011
t18,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.13632863934426
t19,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.24881254049656
t20,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.35970725747012
t21,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.47011385604487
t22,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-41.580380893997784
t23,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.68899338384337
t24,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.79672315515543
t25,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-41.903949348091324
t26,0.0,0.0,0.0,0.0,0.0,-45.064173913043334,0.0,0.0,0.0,0.0,0.0,-42.010713631849995
t27,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.11841393607723
t28,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.225711583233874
t29,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.33448963061693
t30,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.44517750444778
t31,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.558655229341745
t32,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.67506454313451
t33,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.79326904701992
t34,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-42.914442722665804
t35,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-43.039115059473566
t36,0.0,0.0,0.0,0.0,0.0,-45.06417391304334,0.0,0.0,0.0,0.0,0.0,-43.16764217828844
t37,0.0,0.0,0.0,0.0,0.0,-45.06417391304335,0.0,0.0,0.0,0.0,0.0,-43.302504891588505
t38,0.0,0.0,0.0,0.0,0.0,-45.06417391304335,0.0,0.0,0.0,0.0,0.0,-43.44169106568804
t39,0.0,0.0,0.0,0.0,0.0,-45.06417391304335,0.0,0.0,0.0,0.0,0.0,-43.58704355049888
