Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,6.390061831502471e-9,1.3460521586239338e-10,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,1.9703620481214664e-8,1.9099388737231493e-10,0.0
battery_2,1,21457.76727515257,4693.310157461951,0.0
fixed_offshore_wind_2,1,1.2212649005504549e6,5946.0,0.6112877507440251
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.499136123867977e6,28224.60618626137,0.6853122026813827
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,3.8198777474462986e-10,3.183231456205249e-12,0.0
pumped_hydro_2,1,524.3140957544903,174.7713648946101,0.0
