BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,7.720401024418453e6,21982.08137090705,-25999.10578936328,0.0,0.0,0.0,2.972950238903656e-11,0.0,0.0,-7.716384e6
t1,18807.029080506516,5.9143522009339835e-9,-22.029080521041923,0.0,0.0,0.0,8.940229232346253e-14,0.0,0.0,-18785.0
t2,18046.370741691448,1.8706753533638672e-8,-790.3707417101544,0.0,0.0,0.0,8.845768470326265e-14,0.0,0.0,-17256.0
t3,17440.776701904255,9.560870691097381e-9,-460.77670191382003,0.0,0.0,0.0,8.902243214454883e-14,0.0,0.0,-16980.0
t4,17465.209092140063,5.747534395651774e-9,-380.20909214581127,0.0,0.0,0.0,8.906302193357004e-14,0.0,0.0,-17085.0
t5,17702.79250230093,4.337306631734459e-9,-340.79250230526895,0.0,0.0,0.0,8.903912842468959e-14,0.0,0.0,-17362.0
t6,18900.325513670177,3.466104735195164e-9,-310.3255136736494,0.0,0.0,0.0,8.88878574551948e-14,0.0,0.0,-18590.0
t7,19860.69197738998,3.2122718711236475e-9,-252.69197739318912,0.0,0.0,0.0,8.89378559515025e-14,0.0,0.0,-19608.0
t8,20700.91377843177,3.0131537153140087e-9,-241.9137784347801,0.0,0.0,0.0,8.888274050472518e-14,0.0,0.0,-20459.0
t9,21522.086440091854,2.8432271825077884e-9,-235.08644009470018,0.0,0.0,0.0,8.904456183812717e-14,0.0,0.0,-21287.0
t10,23920.381912882556,2.7035448247788026e-9,-228.38191288526235,0.0,0.0,0.0,8.913893369558064e-14,0.0,0.0,-23692.0
t11,25511.580940661348,2.7098044251863374e-9,-219.58094066406096,0.0,0.0,0.0,8.907898830060964e-14,0.0,0.0,-25292.0
t12,27196.164558823726,2.694459387383153e-9,-190.16455882642464,0.0,0.0,0.0,8.880070310265965e-14,0.0,0.0,-27006.0
t13,28041.299201928276,2.615073724030481e-9,-186.29920193089737,0.0,0.0,0.0,8.858896687941479e-14,0.0,0.0,-27855.0
t14,26969.22329186413,2.5009560186898163e-9,-190.22329186662986,0.0,0.0,0.0,8.887641718152457e-14,0.0,0.0,-26779.0
t15,26462.842116121003,2.404000785661934e-9,-192.8421161234103,0.0,0.0,0.0,8.875682437362788e-14,0.0,0.0,-26270.0
t16,26065.94103156348,2.331185051796224e-9,-192.9410315658156,0.0,0.0,0.0,8.840606355017483e-14,0.0,0.0,-25873.0
t17,26840.02012155541,2.3373229705555045e-9,-172.02012155775085,0.0,0.0,0.0,8.778390411816774e-14,0.0,0.0,-26668.0
t18,26492.218445151426,2.2871166336893177e-9,-174.21844515371464,0.0,0.0,0.0,8.758927921794138e-14,0.0,0.0,-26318.0
t19,28639.470094684577,2.2455889207748276e-9,-175.47009468682404,0.0,0.0,0.0,8.742319169407164e-14,0.0,0.0,-28464.0
t20,30126.37396973039,2.146359150636668e-9,-185.37396973254192,0.0,0.0,0.0,8.721004193191408e-14,0.0,0.0,-29941.0
t21,29065.660772212705,2.1166856400714387e-9,-182.6607722148182,0.0,0.0,0.0,8.734582775307573e-14,0.0,0.0,-28883.0
t22,27104.851811880748,2.1170190246817512e-9,-164.85181188286276,0.0,0.0,0.0,8.756215311797564e-14,0.0,0.0,-26940.0
t23,24509.436710032227,2.0755571577892043e-9,-168.43671003430362,0.0,0.0,0.0,8.79527653845741e-14,0.0,0.0,-24341.0
t24,21522.671197544052,2.025783493516956e-9,-173.67119754607685,0.0,0.0,0.0,8.825239597811349e-14,0.0,0.0,-21349.0
t25,18415.308374968976,1.9826848978057164e-9,-176.30837497095524,0.0,0.0,0.0,8.882748039979171e-14,0.0,0.0,-18239.0
t26,17703.49635712205,1.9433446633155377e-9,-177.4963571239935,0.0,0.0,0.0,8.88937546677301e-14,0.0,0.0,-17526.0
t27,17063.44319029408,1.9790183845348302e-9,-163.44319029606186,0.0,0.0,0.0,8.891354875648339e-14,0.0,0.0,-16900.0
t28,17605.52377121712,1.950912648900231e-9,-166.52377121907054,0.0,0.0,0.0,8.89091027416081e-14,0.0,0.0,-17439.0
t29,18065.953807452377,1.904330067185695e-9,-171.95380745427738,0.0,0.0,0.0,8.878709367091873e-14,0.0,0.0,-17894.0
t30,19737.784197643257,1.8583593584656786e-9,-175.7841976451137,0.0,0.0,0.0,8.860224493030356e-14,0.0,0.0,-19562.0
t31,21519.94124565283,1.811964831757728e-9,-179.94124565464645,0.0,0.0,0.0,8.838661808447237e-14,0.0,0.0,-21340.0
t32,24564.871852220465,1.8281951585327246e-9,-169.87185222229203,0.0,0.0,0.0,8.794927299987297e-14,0.0,0.0,-24395.0
t33,26448.6843227613,1.871547521066189e-9,-169.6843227631751,0.0,0.0,0.0,8.803295782904525e-14,0.0,0.0,-26279.0
t34,27754.51538682364,1.907505113107034e-9,-163.51538682554553,0.0,0.0,0.0,8.815627184338384e-14,0.0,0.0,-27591.0
t35,28452.651630085562,1.8447737460563329e-9,-147.6516300873937,0.0,0.0,0.0,8.810055036067742e-14,0.0,0.0,-28305.0
t36,29063.45001936178,2.6864403791597004e-9,-15.450019364458093,0.0,0.0,0.0,8.788137798774054e-14,0.0,0.0,-29048.0
t37,28244.55820582381,1.875857802768407e-9,-115.55820582568855,0.0,0.0,0.0,8.797480544496487e-14,0.0,0.0,-28129.0
t38,26369.74176600293,1.8393869917844067e-9,-163.74176600477153,0.0,0.0,0.0,8.830213293813776e-14,0.0,0.0,-26206.0
t39,25990.566796146806,1.8064536197667277e-9,-98.56679614861321,0.0,0.0,0.0,8.818199457794365e-14,0.0,0.0,-25892.0
t40,27724.07037151596,1.4063412586440232e-9,-136.07037151736395,0.0,0.0,0.0,8.759109249884162e-14,0.0,0.0,-27588.0
t41,28412.192473178657,1309.8075268227553,-1.4072098426256597e-9,0.0,0.0,0.0,8.726242881885748e-14,0.0,0.0,-29722.0
t42,28726.807665182972,2953.192334818437,-1.4102756362467435e-9,0.0,0.0,0.0,8.699033962775825e-14,0.0,0.0,-31680.0
t43,29313.17978065486,278.82021934652823,-1.3936434990828987e-9,0.0,0.0,0.0,8.713460253880863e-14,0.0,0.0,-29592.0
t44,26567.167692613988,1.652892831139859e-9,-139.16769261564116,0.0,0.0,0.0,8.750705978584342e-14,0.0,0.0,-26428.0
t45,25875.049980165208,1.7040047630864561e-9,-152.04998016691061,0.0,0.0,0.0,8.760893301388123e-14,0.0,0.0,-25723.0
