Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_ccs_2,1,0.0,0.0,0.0
solar_pv_2,1,1.7475453664974734e-8,4.18367562815547e-10,0.0
comm_solar_pv_2,1,0.0,0.0,0.0
res_solar_pv_2,1,0.0,0.0,0.0
onshore_wind_2,1,3.8656755700700566e-8,4.856701707467437e-10,0.0
battery_2,1,18601.90236615863,4812.999999999997,0.0
fixed_offshore_wind_2,1,1.0297261798072956e6,5946.0,0.5154156154434031
float_offshore_wind_2,1,0.0,0.0,0.0
natural_gas_2,1,6.297450387734655e6,30138.696800023034,0.6218720070286377
nuclear_2,1,0.0,0.0,0.0
ror_hydro_2,1,3.4378899727016687e-10,2.9558577807620168e-12,0.0
pumped_hydro_2,1,591.7134426752357,197.23781291733803,0.0
