BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,7.327176567542002e6,19193.61580883385,-22708.18335107043,0.0,0.0,0.0,8.710171026125775e-11,0.0,0.0,-7.323662e6
t1,15932.051205959264,3.398395874131936e-8,-18.051205985769638,0.0,0.0,0.0,2.587292856101703e-13,0.0,0.0,-15914.0
t2,14909.85158759168,3.7672046146965546e-8,-710.8515876293526,0.0,0.0,0.0,2.587292856090581e-13,0.0,0.0,-14199.0
t3,14148.809217547057,1.446483821338041e-8,-447.8092175615206,0.0,0.0,0.0,2.5872928560854646e-13,0.0,0.0,-13701.0
t4,13902.074684729263,1.1577014318247953e-8,-398.07468474083925,0.0,0.0,0.0,2.587292856084797e-13,0.0,0.0,-13504.0
t5,13934.733780751158,9.90262875995945e-9,-365.7337807610589,0.0,0.0,0.0,2.58729285608324e-13,0.0,0.0,-13569.0
t6,14964.570433489786,8.569544066755547e-9,-340.57043349835493,0.0,0.0,0.0,2.5872928560899135e-13,0.0,0.0,-14624.0
t7,15757.65269757431,7.797822765462643e-9,-281.6526975821079,0.0,0.0,0.0,2.5872928560928054e-13,0.0,0.0,-15476.0
t8,16232.162857642737,7.214108885467665e-9,-272.1628576499502,0.0,0.0,0.0,2.5872928560930265e-13,0.0,0.0,-15960.0
t9,17230.101785378138,6.7513144316199456e-9,-266.101785384891,0.0,0.0,0.0,2.587292856095252e-13,0.0,0.0,-16964.0
t10,19499.524248401503,6.372934714349532e-9,-258.52424840787864,0.0,0.0,0.0,2.5872928561097115e-13,0.0,0.0,-19241.0
t11,20834.58486542778,6.100911966000822e-9,-251.58486543388705,0.0,0.0,0.0,2.5872928561143826e-13,0.0,0.0,-20583.0
t12,22418.921783807047,5.827285840788568e-9,-224.92178381287178,0.0,0.0,0.0,2.587292856125727e-13,0.0,0.0,-22194.0
t13,23413.742563093667,5.593753739524414e-9,-223.74256309926068,0.0,0.0,0.0,2.5872928561337353e-13,0.0,0.0,-23190.0
t14,23346.922469323952,5.390887205581296e-9,-228.92246932934492,0.0,0.0,0.0,2.587292856130399e-13,0.0,0.0,-23118.0
t15,24103.73136801413,5.21024786187972e-9,-232.73136801934294,0.0,0.0,0.0,2.5872928561384074e-13,0.0,0.0,-23871.0
t16,24908.071909723036,5.052317722404783e-9,-230.07190972809016,0.0,0.0,0.0,2.5872928561435217e-13,0.0,0.0,-24678.0
t17,26870.262066210507,4.896697066278936e-9,-195.26206621540229,0.0,0.0,0.0,2.5872928561826734e-13,0.0,0.0,-26675.0
t18,26973.463428695053,4.762342279191941e-9,-197.46342869981754,0.0,0.0,0.0,2.587292856183561e-13,0.0,0.0,-26776.0
t19,28592.32664856258,4.634234965293627e-9,-168.32664856721178,0.0,0.0,0.0,2.587292856274544e-13,0.0,0.0,-28424.0
t20,28546.08205268235,4.529113003994365e-9,-173.08205268687772,0.0,0.0,0.0,2.5872928562785474e-13,0.0,0.0,-28373.0
t21,27859.71581915724,4.429745817971245e-9,-192.71581916166963,0.0,0.0,0.0,2.587292856229165e-13,0.0,0.0,-27667.0
t22,24803.522798895094,4.351975953102554e-9,-207.52279889945135,0.0,0.0,0.0,2.587292856149751e-13,0.0,0.0,-24596.0
t23,21496.001350782164,4.272666375057519e-9,-221.00135078643345,0.0,0.0,0.0,2.587292856121057e-13,0.0,0.0,-21275.0
t24,18348.50529660815,4.1940848607227406e-9,-226.50529661234384,0.0,0.0,0.0,2.587292856107042e-13,0.0,0.0,-18122.0
t25,14964.666391843532,4.119350851782268e-9,-230.66639184764668,0.0,0.0,0.0,2.5872928560865763e-13,0.0,0.0,-14734.0
t26,14013.407789423441,4.049303685499343e-9,-229.40778942748932,0.0,0.0,0.0,2.5872928560856877e-13,0.0,0.0,-13784.0
t27,13349.272658425893,3.976934915365422e-9,-215.2726584298684,0.0,0.0,0.0,2.587292856080125e-13,0.0,0.0,-13134.0
t28,13406.421691831403,3.9084640016862854e-9,-217.42169183531306,0.0,0.0,0.0,2.587292856081906e-13,0.0,0.0,-13189.0
t29,13558.504456276512,3.846679618576219e-9,-225.5044562803586,0.0,0.0,0.0,2.587292856079903e-13,0.0,0.0,-13333.0
t30,14997.25707714759,3.786927967178485e-9,-235.25707715137415,0.0,0.0,0.0,2.587292856087911e-13,0.0,0.0,-14762.0
t31,16977.363049410982,3.7043419728197023e-9,-239.3630494146887,0.0,0.0,0.0,2.5872928560961416e-13,0.0,0.0,-16738.0
t32,20503.912203461216,3.6415180878622766e-9,-225.9122034648588,0.0,0.0,0.0,2.587292856119721e-13,0.0,0.0,-20278.0
t33,22030.027135438493,3.583360624774748e-9,-232.02713544207506,0.0,0.0,0.0,2.587292856125949e-13,0.0,0.0,-21798.0
t34,22633.78378220837,3.5276250318913933e-9,-243.78378221190295,0.0,0.0,0.0,2.5872928561277293e-13,0.0,0.0,-22390.0
t35,23455.057177321334,3.47089027339984e-9,-257.057177324805,0.0,0.0,0.0,2.5872928561357376e-13,0.0,0.0,-23198.0
t36,24421.341110826168,3.366335253070767e-9,-267.3411108295318,0.0,0.0,0.0,2.587292856147082e-13,0.0,0.0,-24154.0
t37,24829.362825816504,3.3043436864784786e-9,-262.36282581981374,0.0,0.0,0.0,2.5872928561521994e-13,0.0,0.0,-24567.0
t38,25011.846748835094,3.2392907507790678e-9,-303.8467488383362,0.0,0.0,0.0,2.5872928561510857e-13,0.0,0.0,-24708.0
t39,26467.056144366998,3.1613034589975637e-9,-333.0561443701574,0.0,0.0,0.0,2.587292856178669e-13,0.0,0.0,-26134.0
t40,29700.32740205635,3.0913959751694606e-9,-339.3274020594412,0.0,0.0,0.0,2.587292856755696e-13,0.0,0.0,-29361.0
t41,30380.71014282737,2614.2898569647737,-2.3920358450607026e-11,0.0,0.0,0.0,2.8010435272606506e-13,0.0,0.0,-32995.0
t42,30391.762187082644,5010.237812917371,-1.0560343938569414e-12,0.0,0.0,0.0,3.8444512724731306e-13,0.0,0.0,-35402.0
t43,30362.15497198306,1746.8450280169857,-1.0625073230116243e-11,0.0,0.0,0.0,2.8010435269069623e-13,0.0,0.0,-32109.0
t44,27744.583165496955,1.2194037724660463e-9,-357.58316549817664,0.0,0.0,0.0,2.587292856233614e-13,0.0,0.0,-27387.0
t45,26518.464236579366,2.8532898579903498e-9,-382.4642365822162,0.0,0.0,0.0,2.58729285617778e-13,0.0,0.0,-26136.0
t46,23192.819394567094,2.8565713079438606e-9,-355.81939456994405,0.0,0.0,0.0,2.587292856131734e-13,0.0,0.0,-22837.0
t47,20076.153466577765,2.856858486790546e-9,-266.1534665806226,0.0,0.0,0.0,2.587292856111935e-13,0.0,0.0,-19810.0
t48,17892.944603898755,2.857335981281117e-9,-247.94460390161385,0.0,0.0,0.0,2.5872928561039277e-13,0.0,0.0,-17645.0
t49,15974.919295793785,2.8580227969587734e-9,-235.91929579664114,0.0,0.0,0.0,2.5872928560948067e-13,0.0,0.0,-15739.0
t50,14762.09114336302,2.8589301521838906e-9,-233.091143365879,0.0,0.0,0.0,2.5872928560885786e-13,0.0,0.0,-14529.0
t51,13966.460313361105,2.8594853375550687e-9,-225.46031336396263,0.0,0.0,0.0,2.5872928560836854e-13,0.0,0.0,-13741.0
t52,13814.539160857044,2.858729812399478e-9,-186.5391608599025,0.0,0.0,0.0,2.58729285608324e-13,0.0,0.0,-13628.0
t53,13838.623267343564,2.8592728391626914e-9,-189.62326734642127,0.0,0.0,0.0,2.587292856078346e-13,0.0,0.0,-13649.0
t54,15054.349430339214,2.8601575744485235e-9,-196.3494303420718,0.0,0.0,0.0,2.5872928560854646e-13,0.0,0.0,-14858.0
t55,16919.625308107858,2.8609006654771925e-9,-201.62530811072023,0.0,0.0,0.0,2.587292856090358e-13,0.0,0.0,-16718.0
t56,20464.60293493723,2.861395461841469e-9,-201.6029349400951,0.0,0.0,0.0,2.5872928561112685e-13,0.0,0.0,-20263.0
t57,22355.642845177976,2.86107582804705e-9,-175.64284518084025,0.0,0.0,0.0,2.587292856119276e-13,0.0,0.0,-22180.0
t58,22890.090827455995,2.8613464250597977e-9,-176.09082745885567,0.0,0.0,0.0,2.5872928561186094e-13,0.0,0.0,-22714.0
t59,23770.388311663497,2.8618407329773322e-9,-183.38831166635939,0.0,0.0,0.0,2.5872928561246153e-13,0.0,0.0,-23587.0
